equipment_id,month,failures,downtime_hours,maintenance_cost_usd,events,equipment_type,field_id,criticality
EQ-0042,2022-05-01,0,5.36,2518.43,1,Compressor,FIELD-004,Medium
EQ-0042,2022-07-01,1,10.47,5654.37,1,Compressor,FIELD-004,Medium
EQ-0042,2022-08-01,0,9.96,14386.48,1,Compressor,FIELD-004,Medium
EQ-0042,2022-09-01,1,17.03,19270.58,1,Compressor,FIELD-004,Medium
EQ-0042,2022-10-01,1,14.63,13268.65,1,Compressor,FIELD-004,Medium
EQ-0042,2022-11-01,0,8.84,13669.53,1,Compressor,FIELD-004,Medium
EQ-0042,2023-01-01,1,30.61,13568.5,1,Compressor,FIELD-004,Medium
EQ-0042,2023-02-01,0,13.620000000000001,8523.33,2,Compressor,FIELD-004,Medium
EQ-0042,2023-04-01,1,40.69,24967.38,1,Compressor,FIELD-004,Medium
EQ-0042,2023-05-01,1,31.88,14958.74,2,Compressor,FIELD-004,Medium
EQ-0042,2023-09-01,1,20.520000000000003,14144.130000000001,2,Compressor,FIELD-004,Medium
EQ-0042,2024-01-01,1,34.0,17983.239999999998,2,Compressor,FIELD-004,Medium
EQ-0042,2024-04-01,0,10.43,6981.75,1,Compressor,FIELD-004,Medium
EQ-0042,2024-07-01,1,28.810000000000002,14634.16,2,Compressor,FIELD-004,Medium
EQ-0042,2024-08-01,1,21.53,15525.25,1,Compressor,FIELD-004,Medium
EQ-0042,2024-09-01,1,65.67,37355.17,1,Compressor,FIELD-004,Medium
EQ-0042,2024-10-01,0,9.15,6673.14,1,Compressor,FIELD-004,Medium
EQ-0042,2024-11-01,1,86.69,30793.15,1,Compressor,FIELD-004,Medium
EQ-0043,2022-03-01,0,8.4,6050.33,2,Separator,FIELD-004,High
EQ-0043,2022-05-01,1,34.13,18412.4,1,Separator,FIELD-004,High
EQ-0043,2022-07-01,0,6.35,13292.83,1,Separator,FIELD-004,High
EQ-0043,2022-10-01,0,2.58,2911.85,1,Separator,FIELD-004,High
EQ-0043,2022-12-01,1,14.16,21679.57,1,Separator,FIELD-004,High
EQ-0043,2023-01-01,0,6.42,10958.68,2,Separator,FIELD-004,High
EQ-0043,2023-05-01,0,5.66,4310.94,1,Separator,FIELD-004,High
EQ-0043,2023-08-01,0,6.05,2207.47,1,Separator,FIELD-004,High
EQ-0043,2023-12-01,0,4.0,8907.46,1,Separator,FIELD-004,High
EQ-0043,2024-03-01,0,5.44,6920.3,1,Separator,FIELD-004,High
EQ-0043,2024-07-01,0,6.48,14675.6,1,Separator,FIELD-004,High
EQ-0043,2024-11-01,1,58.87,15647.88,1,Separator,FIELD-004,High
EQ-0044,2022-02-01,0,3.36,8358.82,1,Separator,FIELD-004,High
EQ-0044,2022-03-01,1,8.82,20610.92,1,Separator,FIELD-004,High
EQ-0044,2022-06-01,0,9.07,5678.1,2,Separator,FIELD-004,High
EQ-0044,2022-09-01,0,7.67,6514.6,1,Separator,FIELD-004,High
EQ-0044,2022-12-01,0,5.51,1635.98,1,Separator,FIELD-004,High
EQ-0044,2023-01-01,1,11.07,2849.94,1,Separator,FIELD-004,High
EQ-0044,2023-03-01,1,22.56,21381.71,2,Separator,FIELD-004,High
EQ-0044,2023-06-01,1,65.38,57461.600000000006,3,Separator,FIELD-004,High
EQ-0044,2023-10-01,0,11.34,3710.34,1,Separator,FIELD-004,High
EQ-0044,2024-01-01,1,22.68,11623.57,3,Separator,FIELD-004,High
EQ-0044,2024-03-01,2,83.06,45353.84,2,Separator,FIELD-004,High
EQ-0044,2024-04-01,0,12.280000000000001,12020.560000000001,2,Separator,FIELD-004,High
EQ-0044,2024-08-01,0,8.3,7647.46,2,Separator,FIELD-004,High
EQ-0044,2024-11-01,0,6.04,2475.05,2,Separator,FIELD-004,High
EQ-0045,2022-01-01,1,20.74,15786.72,1,Generator,FIELD-004,Medium
EQ-0045,2022-02-01,0,7.49,4446.21,1,Generator,FIELD-004,Medium
EQ-0045,2022-05-01,2,52.64,20429.129999999997,3,Generator,FIELD-004,Medium
EQ-0045,2022-08-01,1,7.82,9822.74,1,Generator,FIELD-004,Medium
EQ-0045,2022-09-01,0,6.21,2095.2,1,Generator,FIELD-004,Medium
EQ-0045,2022-11-01,1,10.61,3797.04,1,Generator,FIELD-004,Medium
EQ-0045,2022-12-01,1,19.19,5721.02,1,Generator,FIELD-004,Medium
EQ-0045,2023-01-01,0,4.88,3382.26,1,Generator,FIELD-004,Medium
EQ-0045,2023-05-01,0,7.09,2837.14,2,Generator,FIELD-004,Medium
EQ-0045,2023-08-01,2,37.82,15105.18,2,Generator,FIELD-004,Medium
EQ-0045,2023-09-01,0,3.15,3664.22,1,Generator,FIELD-004,Medium
EQ-0045,2023-12-01,1,7.26,15465.35,1,Generator,FIELD-004,Medium
EQ-0045,2024-01-01,0,6.5,3735.37,2,Generator,FIELD-004,Medium
EQ-0045,2024-03-01,1,12.65,7848.03,1,Generator,FIELD-004,Medium
EQ-0045,2024-04-01,1,12.33,8700.18,1,Generator,FIELD-004,Medium
EQ-0045,2024-05-01,0,9.16,6463.879999999999,2,Generator,FIELD-004,Medium
EQ-0045,2024-07-01,1,13.97,11700.18,1,Generator,FIELD-004,Medium
EQ-0045,2024-08-01,0,5.38,9348.09,2,Generator,FIELD-004,Medium
EQ-0045,2024-09-01,1,14.73,3662.99,1,Generator,FIELD-004,Medium
EQ-0045,2024-11-01,0,5.6,1603.27,1,Generator,FIELD-004,Medium
EQ-0046,2022-02-01,1,5.3,24936.58,1,Valve,FIELD-004,Low
EQ-0046,2022-03-01,0,5.2,1721.06,1,Valve,FIELD-004,Low
EQ-0046,2022-06-01,1,4.26,12100.57,1,Valve,FIELD-004,Low
EQ-0046,2022-07-01,0,10.39,2566.87,2,Valve,FIELD-004,Low
EQ-0046,2022-10-01,0,6.72,2143.67,1,Valve,FIELD-004,Low
EQ-0046,2023-01-01,0,6.93,3762.13,2,Valve,FIELD-004,Low
EQ-0046,2023-03-01,1,7.78,42254.42,1,Valve,FIELD-004,Low
EQ-0046,2023-04-01,0,6.74,1354.97,1,Valve,FIELD-004,Low
EQ-0046,2023-06-01,1,16.99,16540.79,1,Valve,FIELD-004,Low
EQ-0046,2023-08-01,0,4.42,13721.39,1,Valve,FIELD-004,Low
EQ-0046,2023-11-01,0,7.02,4868.139999999999,2,Valve,FIELD-004,Low
EQ-0046,2024-01-01,1,13.87,5095.82,1,Valve,FIELD-004,Low
EQ-0046,2024-03-01,0,6.36,12386.74,2,Valve,FIELD-004,Low
EQ-0046,2024-07-01,0,7.279999999999999,1492.5,2,Valve,FIELD-004,Low
EQ-0046,2024-09-01,1,4.23,10961.92,1,Valve,FIELD-004,Low
EQ-0046,2024-10-01,1,24.81,16902.92,3,Valve,FIELD-004,Low
EQ-0046,2024-12-01,1,8.6,2888.94,1,Valve,FIELD-004,Low
EQ-0047,2022-03-01,0,10.42,3316.83,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2022-06-01,0,8.83,4811.07,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2022-09-01,0,9.61,3365.44,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2022-11-01,1,7.55,4593.36,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2022-12-01,1,19.95,11227.75,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2023-01-01,0,7.7,2360.82,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2023-04-01,0,4.53,1928.91,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2023-08-01,0,8.99,13555.560000000001,2,Heat Exchanger,FIELD-004,Medium
EQ-0047,2023-11-01,0,10.12,6248.73,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2024-03-01,0,8.5,4820.32,2,Heat Exchanger,FIELD-004,Medium
EQ-0047,2024-06-01,0,6.31,2484.92,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2024-10-01,0,4.02,1158.48,1,Heat Exchanger,FIELD-004,Medium
EQ-0047,2024-12-01,1,7.4,21106.18,1,Heat Exchanger,FIELD-004,Medium
EQ-0048,2022-02-01,1,49.38,28765.11,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2022-03-01,0,5.06,2604.71,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2022-06-01,0,10.51,6829.76,2,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2022-10-01,1,19.4,9571.74,3,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2023-01-01,0,6.8,3691.21,2,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2023-05-01,0,10.1,4477.07,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2023-07-01,0,5.56,3150.41,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2023-10-01,1,17.72,7252.38,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2023-11-01,0,6.52,3268.6,2,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2024-02-01,0,3.09,2917.93,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2024-04-01,1,23.18,15866.32,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2024-06-01,0,6.52,3766.2,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2024-07-01,1,14.72,10257.78,1,Pipeline Equipment,FIELD-004,Medium
EQ-0048,2024-10-01,0,6.83,14423.94,2,Pipeline Equipment,FIELD-004,Medium
