date,field_id,oil_volume_bbl,gas_volume_mcf,oil_price_usd,gas_price_usd,revenue_usd
2023-05-26,FIELD-003,2792.9,2840.5,59.96,3.361,177009.2
2023-05-26,FIELD-004,1692.7,2249.7,62.51,3.305,113245.94
2023-05-27,FIELD-001,3273.4,3270.6,62.16,3.355,214447.41
2023-05-27,FIELD-002,4302.6,4258.6,63.09,3.311,285551.26
2023-05-27,FIELD-003,2887.3,2998.4,59.14,3.32,180709.61
2023-05-27,FIELD-004,1788.7,2494.7,62.16,3.271,119345.76
2023-05-28,FIELD-001,4209.3,4248.8,62.54,3.326,277381.13
2023-05-28,FIELD-002,4257.2,4083.4,63.22,3.359,282856.32
2023-05-28,FIELD-003,2955.5,2994.6,60.37,3.315,188350.63
2023-05-28,FIELD-004,1787.6,2400.4,62.83,3.362,120385.05
2023-05-29,FIELD-001,4243.3,4039.9,62.21,3.392,277679.03
2023-05-29,FIELD-002,4296.1,4243.0,63.12,3.344,285358.42
2023-05-29,FIELD-003,2426.9,2419.3,60.08,3.285,153755.55
2023-05-29,FIELD-004,1756.7,2470.7,62.78,3.322,118493.29
2023-05-30,FIELD-001,4078.4,4137.8,61.17,3.335,263275.29
2023-05-30,FIELD-002,4294.0,4096.6,63.03,3.327,284280.21
2023-05-30,FIELD-003,3054.1,3134.0,60.09,3.326,193944.55
2023-05-30,FIELD-004,1773.5,2410.3,62.29,3.286,118391.56
2023-05-31,FIELD-001,3842.7,3818.2,62.36,3.313,252280.47
2023-05-31,FIELD-002,4296.8,4071.8,63.57,3.316,286649.66
2023-05-31,FIELD-003,2675.9,2863.6,59.96,3.303,169905.43
2023-05-31,FIELD-004,1718.1,2441.7,62.3,3.29,115070.82
2023-06-01,FIELD-001,3187.2,2881.4,62.56,3.174,208536.8
2023-06-01,FIELD-002,4292.9,4018.7,64.61,3.124,289918.69
2023-06-01,FIELD-003,3046.9,3119.0,60.47,3.18,194164.46
2023-06-01,FIELD-004,1785.1,2354.7,63.23,3.131,120244.44
2023-06-02,FIELD-001,4032.7,3843.3,63.15,3.086,266525.43
2023-06-02,FIELD-002,4257.0,4183.1,63.99,3.146,285565.46
2023-06-02,FIELD-003,2877.1,2820.0,60.24,3.099,182055.68
2023-06-02,FIELD-004,1512.6,1975.7,63.43,3.116,102100.5
2023-06-03,FIELD-001,4089.4,4201.0,62.73,3.108,269584.77
2023-06-03,FIELD-002,4346.0,4176.9,63.58,3.184,289617.93
2023-06-03,FIELD-003,2949.0,3083.9,60.71,3.128,188680.23
2023-06-03,FIELD-004,1737.0,2345.7,64.36,3.152,119186.97
2023-06-04,FIELD-001,4204.8,4226.1,63.16,3.131,278807.09
2023-06-04,FIELD-002,4278.3,4284.7,64.99,3.139,291496.39
2023-06-04,FIELD-003,2966.1,3007.8,61.14,3.088,190635.44
2023-06-04,FIELD-004,1718.7,2394.3,62.57,3.119,115006.88
2023-06-05,FIELD-001,3720.4,3901.3,63.62,3.127,248891.21
2023-06-05,FIELD-002,4271.4,4185.5,65.38,3.173,292544.72
2023-06-05,FIELD-003,2974.9,2987.1,60.8,3.137,190244.45
2023-06-05,FIELD-004,1764.3,2345.2,63.59,3.121,119511.21
2023-06-06,FIELD-001,4348.0,4224.2,63.8,3.083,290425.61
2023-06-06,FIELD-002,4268.2,4288.6,64.73,3.148,289781.1
2023-06-06,FIELD-003,3001.1,2986.9,60.87,3.073,191855.7
2023-06-06,FIELD-004,1711.3,2329.2,63.69,3.133,116290.08
2023-06-07,FIELD-001,4134.1,4031.1,63.3,3.111,274229.28
2023-06-07,FIELD-002,3824.8,3793.9,64.28,3.156,257831.69
2023-06-07,FIELD-003,2916.2,3052.1,60.07,3.14,184759.73
2023-06-07,FIELD-004,1729.6,2296.8,63.14,3.069,116255.82
2023-06-08,FIELD-001,4088.8,4105.0,62.33,3.176,267892.38
2023-06-08,FIELD-002,3647.2,3442.1,65.02,3.113,247856.2
2023-06-08,FIELD-003,2251.2,2006.7,60.95,3.114,143459.5
2023-06-08,FIELD-004,1756.8,2332.4,64.51,3.098,120556.94
2023-06-09,FIELD-001,4143.8,4148.7,62.83,3.109,273253.26
2023-06-09,FIELD-002,3979.4,3693.3,63.9,3.126,265828.92
2023-06-09,FIELD-003,2476.1,2531.5,61.41,3.11,159930.27
2023-06-09,FIELD-004,709.0,936.9,62.95,3.153,47585.6
2023-06-10,FIELD-001,4232.7,4234.7,63.63,3.127,282568.61
2023-06-10,FIELD-002,4359.4,4187.7,65.23,3.16,297596.79
2023-06-10,FIELD-003,3015.5,3196.1,60.86,3.134,193539.91
2023-06-10,FIELD-004,724.3,1000.1,64.43,3.123,49789.96
2023-06-11,FIELD-001,4055.9,4156.9,63.51,3.104,270493.23
2023-06-11,FIELD-002,3937.2,3853.4,64.35,3.11,265342.89
2023-06-11,FIELD-003,2909.3,3033.6,62.0,3.109,189808.06
2023-06-11,FIELD-004,767.7,1123.4,63.78,3.137,52488.01
2023-06-12,FIELD-001,4032.7,4034.6,63.64,3.169,269426.68
2023-06-12,FIELD-002,4837.0,4553.5,64.8,3.145,327758.36
2023-06-12,FIELD-003,2569.9,2775.7,61.42,3.165,166628.35
2023-06-12,FIELD-004,1708.0,2291.0,63.62,3.156,115893.36
2023-06-13,FIELD-001,4166.8,4262.2,63.0,3.1,275721.22
2023-06-13,FIELD-002,4933.7,4705.3,63.74,3.133,329215.74
2023-06-13,FIELD-003,2892.5,2983.9,61.57,3.126,187418.9
2023-06-13,FIELD-004,863.7,1249.2,62.23,3.094,57613.08
2023-06-14,FIELD-001,4220.0,4328.3,63.27,3.087,280360.86
2023-06-14,FIELD-002,4593.1,4356.8,65.07,3.178,312718.93
2023-06-14,FIELD-003,2806.9,2932.9,61.51,3.13,181832.4
2023-06-14,FIELD-004,895.3,1363.5,64.28,3.12,61804.0
2023-06-15,FIELD-001,4160.8,4150.0,62.95,3.09,274745.86
2023-06-15,FIELD-002,4973.2,4682.7,64.03,3.101,332955.05
2023-06-15,FIELD-003,1156.1,1188.9,60.8,3.091,73965.77
2023-06-15,FIELD-004,1316.0,1900.4,63.3,3.165,89317.57
2023-06-16,FIELD-001,4047.9,4107.5,63.16,3.092,268365.75
2023-06-16,FIELD-002,4737.2,4579.4,64.43,3.138,319587.95
2023-06-16,FIELD-003,1173.8,1213.2,60.59,3.123,74909.37
2023-06-16,FIELD-004,1764.3,2381.5,64.21,3.101,120670.73
2023-06-17,FIELD-001,4104.6,4155.5,63.25,3.135,272643.44
2023-06-17,FIELD-002,4737.1,4438.4,64.04,3.082,317043.03
2023-06-17,FIELD-003,1162.5,1198.1,59.87,3.121,73338.15
2023-06-17,FIELD-004,1772.3,2437.0,63.03,3.108,119282.26
2023-06-18,FIELD-001,3990.1,4085.7,63.13,3.158,264797.65
2023-06-18,FIELD-002,3909.6,3638.3,65.24,3.1,266341.03
2023-06-18,FIELD-003,1166.2,1207.7,60.77,3.113,74629.54
2023-06-18,FIELD-004,1388.3,1853.1,63.15,3.132,93475.05
2023-06-19,FIELD-001,4090.8,4100.8,64.16,3.161,275428.36
2023-06-19,FIELD-002,4268.2,4171.3,65.16,3.096,291030.26
2023-06-19,FIELD-003,1733.0,1790.0,61.41,3.105,111981.48
2023-06-19,FIELD-004,1710.8,2347.5,63.81,3.11,116466.87
2023-06-20,FIELD-001,2875.9,2879.0,62.71,3.13,189358.96
2023-06-20,FIELD-002,4801.4,4559.5,64.92,3.162,326124.03
2023-06-20,FIELD-003,2907.5,2900.7,61.28,3.125,187236.29
2023-06-20,FIELD-004,1416.1,1900.1,63.97,3.124,96523.83
2023-06-21,FIELD-001,3901.6,3866.4,63.59,3.122,260173.64
2023-06-21,FIELD-002,4994.2,4770.6,64.88,3.127,338941.36
2023-06-21,FIELD-003,2930.9,3060.6,61.48,3.093,189658.17
2023-06-21,FIELD-004,1742.0,2433.3,64.73,3.111,120329.66
2023-06-22,FIELD-001,3128.0,2905.6,63.21,3.131,206818.31
2023-06-22,FIELD-002,4862.3,4513.9,64.92,3.177,330001.18
2023-06-22,FIELD-003,1761.5,1398.8,60.99,3.165,111861.09
2023-06-22,FIELD-004,1664.8,2285.4,64.36,3.159,114366.11
2023-06-23,FIELD-001,3267.2,2902.9,62.77,3.139,214194.35
2023-06-23,FIELD-002,4902.3,4651.7,64.52,3.182,331098.11
2023-06-23,FIELD-003,2822.2,2843.0,60.67,3.135,180135.68
2023-06-23,FIELD-004,1765.1,2341.7,64.38,3.106,120910.46
2023-06-24,FIELD-001,3884.4,3753.9,62.88,3.163,256124.66
2023-06-24,FIELD-002,4925.8,4668.8,63.77,3.08,328498.17
2023-06-24,FIELD-003,2520.9,2548.4,61.31,3.137,162550.71
2023-06-24,FIELD-004,1698.4,2384.8,63.71,3.129,115667.1
2023-06-25,FIELD-001,4251.0,4244.0,63.18,3.154,281963.76
2023-06-25,FIELD-002,4934.4,4773.0,63.99,3.047,330295.59
2023-06-25,FIELD-003,2235.4,2458.3,61.44,3.125,145025.16
2023-06-25,FIELD-004,1751.5,2393.5,63.77,3.122,119165.66
2023-06-26,FIELD-001,3970.9,4033.3,62.9,3.084,262208.31
2023-06-26,FIELD-002,4661.6,4483.0,64.88,3.105,316364.32
2023-06-26,FIELD-003,2726.9,2769.1,60.69,3.114,174118.54
2023-06-26,FIELD-004,1775.9,2391.9,63.89,3.164,121030.22
2023-06-27,FIELD-001,3788.7,3973.3,62.57,3.108,249407.98
2023-06-27,FIELD-002,4819.3,4445.2,64.8,3.137,326235.23
2023-06-27,FIELD-003,2466.8,2552.5,60.54,3.072,157181.35
2023-06-27,FIELD-004,1684.9,2303.1,63.78,3.157,114733.81
2023-06-28,FIELD-001,4059.6,4085.2,63.72,3.152,271554.26
2023-06-28,FIELD-002,4915.5,4686.8,65.14,3.123,334832.55
2023-06-28,FIELD-003,2861.6,2927.1,60.65,3.098,182624.2
2023-06-28,FIELD-004,1726.4,2377.4,64.57,3.106,118857.85
2023-06-29,FIELD-001,4028.8,3870.2,64.2,3.037,270402.76
2023-06-29,FIELD-002,3384.5,3242.8,64.78,3.09,229268.16
2023-06-29,FIELD-003,2966.1,2980.8,60.99,3.134,190244.27
2023-06-29,FIELD-004,1762.7,2445.9,64.05,3.131,120559.05
2023-06-30,FIELD-001,4020.2,4101.0,63.46,3.118,267908.81
2023-06-30,FIELD-002,4951.0,4728.6,64.68,3.173,335234.53
2023-06-30,FIELD-003,2797.1,2851.4,60.82,3.141,179075.87
2023-06-30,FIELD-004,1467.6,2011.3,63.17,3.154,99051.93
2023-07-01,FIELD-001,2831.2,2872.9,64.08,2.987,190004.65
2023-07-01,FIELD-002,4868.1,4522.8,66.06,2.986,335091.77
2023-07-01,FIELD-003,2446.4,2520.8,60.89,2.915,156309.43
2023-07-01,FIELD-004,1697.6,2329.1,62.99,2.947,113795.68
2023-07-02,FIELD-001,4086.8,4126.5,64.55,2.954,275992.62
2023-07-02,FIELD-002,4822.3,4683.7,66.64,3.001,335413.86
2023-07-02,FIELD-003,1119.3,1153.8,61.68,2.989,72487.13
2023-07-02,FIELD-004,1735.1,2378.9,65.09,2.993,120057.71
2023-07-03,FIELD-001,4245.6,4212.7,64.25,2.958,285240.97
2023-07-03,FIELD-002,4944.1,4633.0,64.86,2.959,334383.37
2023-07-03,FIELD-003,1513.1,1559.1,62.38,2.882,98880.5
2023-07-03,FIELD-004,1684.0,2235.2,64.12,2.882,114419.93
2023-07-04,FIELD-001,4008.9,3992.7,64.52,2.94,270392.77
2023-07-04,FIELD-002,4818.2,4340.3,66.44,2.928,332829.61
2023-07-04,FIELD-003,2809.4,2808.2,62.53,2.9,183815.56
2023-07-04,FIELD-004,1748.4,2360.6,65.11,2.938,120773.77
2023-07-05,FIELD-001,3789.1,3774.0,63.97,2.957,253548.44
2023-07-05,FIELD-002,4945.2,4672.0,66.05,2.919,340268.03
2023-07-05,FIELD-003,2814.6,2821.7,61.63,2.947,181779.35
2023-07-05,FIELD-004,1736.5,2356.6,63.9,2.983,117992.09
2023-07-06,FIELD-001,4141.2,4310.5,63.52,2.953,275777.93
2023-07-06,FIELD-002,4899.3,4502.9,66.22,2.913,337548.59
2023-07-06,FIELD-003,2856.2,2910.0,61.91,2.958,185435.12
2023-07-06,FIELD-004,1751.3,2290.3,63.48,2.976,117988.46
2023-07-07,FIELD-001,4193.8,3997.6,63.55,2.938,278260.94
2023-07-07,FIELD-002,4739.3,4510.0,65.62,2.956,324324.43
2023-07-07,FIELD-003,2862.4,2959.7,61.88,2.95,185856.43
2023-07-07,FIELD-004,1699.3,2384.0,64.47,2.904,116477.01
2023-07-08,FIELD-001,4164.9,4178.5,64.25,2.964,279979.9
2023-07-08,FIELD-002,4756.4,4550.8,65.7,2.949,325915.79
2023-07-08,FIELD-003,2835.3,2945.9,62.08,2.96,184735.29
2023-07-08,FIELD-004,1658.0,2217.5,63.91,3.006,112628.58
2023-07-09,FIELD-001,4119.5,3978.0,63.52,2.97,273485.3
2023-07-09,FIELD-002,1917.5,1852.9,65.99,2.992,132079.7
2023-07-09,FIELD-003,2869.1,2912.8,61.63,2.951,185418.31
2023-07-09,FIELD-004,1715.5,2397.0,65.48,2.956,119416.47
2023-07-10,FIELD-001,4092.2,4188.8,63.97,2.949,274130.81
2023-07-10,FIELD-002,1932.0,1840.4,66.81,2.911,134434.32
2023-07-10,FIELD-003,2683.1,2764.4,62.22,2.981,175183.16
2023-07-10,FIELD-004,1712.4,2334.1,64.8,2.953,117856.12
2023-07-11,FIELD-001,4145.6,4109.9,64.4,2.929,279014.54
2023-07-11,FIELD-002,3972.8,3746.3,64.95,2.969,269156.12
2023-07-11,FIELD-003,2820.6,2987.7,60.96,2.952,180763.47
2023-07-11,FIELD-004,1689.0,2278.4,64.57,2.948,115775.45
2023-07-12,FIELD-001,4192.3,4221.7,65.02,2.994,285223.12
2023-07-12,FIELD-002,4841.0,4624.5,65.96,2.971,333051.75
2023-07-12,FIELD-003,2670.2,2764.5,60.97,2.957,170976.72
2023-07-12,FIELD-004,1705.4,2225.1,64.72,2.894,116812.93
2023-07-13,FIELD-001,3953.7,4032.1,64.55,2.966,267170.54
2023-07-13,FIELD-002,4820.4,4573.5,65.82,2.945,330747.69
2023-07-13,FIELD-003,2904.7,2942.2,61.83,2.92,188188.82
2023-07-13,FIELD-004,1746.0,2403.8,64.81,2.973,120304.76
2023-07-14,FIELD-001,4108.0,4013.2,63.59,2.965,273126.86
2023-07-14,FIELD-002,4660.3,4648.6,65.89,2.908,320585.3
2023-07-14,FIELD-003,2734.9,2809.7,62.4,2.932,178895.8
2023-07-14,FIELD-004,1657.2,2303.6,63.95,2.927,112720.58
2023-07-15,FIELD-001,4032.0,3929.7,63.93,2.967,269425.18
2023-07-15,FIELD-002,4819.6,4607.9,65.49,2.944,329201.26
2023-07-15,FIELD-003,2541.2,2380.8,62.32,2.971,165440.94
2023-07-15,FIELD-004,1348.9,1814.1,63.64,2.918,91137.54
2023-07-16,FIELD-001,4043.6,4154.2,64.02,2.919,270997.38
2023-07-16,FIELD-002,4323.2,4133.6,66.12,2.992,298217.72
2023-07-16,FIELD-003,1933.7,1952.6,60.91,2.922,123487.16
2023-07-16,FIELD-004,1627.4,2204.9,65.0,2.926,112232.54
2023-07-17,FIELD-001,3598.7,3497.2,63.67,2.957,239470.45
2023-07-17,FIELD-002,4818.9,4551.8,64.97,2.959,326552.71
2023-07-17,FIELD-003,2714.8,2718.8,61.91,2.96,176120.92
2023-07-17,FIELD-004,1697.9,2262.7,64.54,2.942,116239.33
2023-07-18,FIELD-001,4134.1,4129.6,64.24,2.939,277711.48
2023-07-18,FIELD-002,4837.0,4709.0,66.02,2.904,333013.68
2023-07-18,FIELD-003,2855.5,2842.9,62.38,2.937,186475.69
2023-07-18,FIELD-004,1606.8,2164.7,63.8,2.953,108906.2
2023-07-19,FIELD-001,3132.6,2888.4,65.07,2.937,212321.51
2023-07-19,FIELD-002,4927.9,4664.8,66.19,3.022,340274.73
2023-07-19,FIELD-003,2083.6,2149.4,60.92,2.902,133170.47
2023-07-19,FIELD-004,1703.5,2351.0,64.51,2.957,116844.69
2023-07-20,FIELD-001,3780.7,3646.5,64.0,2.917,252601.64
2023-07-20,FIELD-002,4983.8,4863.3,65.09,2.945,338717.96
2023-07-20,FIELD-003,2817.6,2772.4,62.07,2.909,182953.34
2023-07-20,FIELD-004,1730.8,2329.3,64.38,2.958,118318.97
2023-07-21,FIELD-001,4075.6,4039.3,64.98,2.953,276760.54
2023-07-21,FIELD-002,3887.6,4051.4,65.98,2.968,268528.4
2023-07-21,FIELD-003,2717.6,2791.5,61.76,2.958,176096.23
2023-07-21,FIELD-004,1687.6,2257.2,63.44,2.942,113702.03
2023-07-22,FIELD-001,4000.7,4055.9,64.19,2.937,268717.11
2023-07-22,FIELD-002,5018.1,4677.4,64.92,2.929,339475.16
2023-07-22,FIELD-003,2631.6,2595.7,60.62,2.97,167236.82
2023-07-22,FIELD-004,1742.5,2360.5,65.52,2.946,121122.63
2023-07-23,FIELD-001,4048.2,4189.3,64.19,2.945,272191.45
2023-07-23,FIELD-002,4992.9,4732.1,65.56,2.962,341351.0
2023-07-23,FIELD-003,2751.7,2896.3,61.77,2.97,178574.52
2023-07-23,FIELD-004,1721.4,2301.9,64.44,2.974,117772.87
2023-07-24,FIELD-001,4032.0,4052.5,64.56,2.95,272260.8
2023-07-24,FIELD-002,4955.9,4845.7,65.35,2.937,338099.89
2023-07-24,FIELD-003,2717.2,2845.7,61.27,2.949,174874.81
2023-07-24,FIELD-004,1724.1,2240.5,64.05,2.956,117051.52
2023-07-25,FIELD-001,3157.9,3295.8,65.2,2.913,215495.75
2023-07-25,FIELD-002,4961.9,4865.6,65.65,2.88,339761.66
2023-07-25,FIELD-003,2850.7,2846.9,61.65,2.954,184155.4
2023-07-25,FIELD-004,1781.1,2388.5,64.59,2.958,122106.43
2023-07-26,FIELD-001,2371.3,2464.7,63.84,2.928,158600.43
2023-07-26,FIELD-002,4984.9,4741.3,65.96,2.887,342492.14
2023-07-26,FIELD-003,2789.6,2947.4,61.83,2.945,181161.06
2023-07-26,FIELD-004,1530.6,2000.2,65.16,2.943,105620.48
2023-07-27,FIELD-001,4019.0,4040.5,64.51,3.008,271419.51
2023-07-27,FIELD-002,1922.6,1880.2,65.63,2.934,131696.74
2023-07-27,FIELD-003,2775.8,2846.8,61.37,2.955,178763.14
2023-07-27,FIELD-004,1702.7,2270.2,63.52,2.961,114877.57
2023-07-28,FIELD-001,2087.2,2643.5,63.67,2.961,140719.43
2023-07-28,FIELD-002,1330.2,1289.0,65.47,2.937,90873.99
2023-07-28,FIELD-003,2826.1,2977.9,61.85,2.963,183617.8
2023-07-28,FIELD-004,1737.9,2352.8,65.81,2.944,121297.84
2023-07-29,FIELD-001,2973.3,3335.6,65.33,2.932,204025.67
2023-07-29,FIELD-002,4899.7,4620.3,65.64,2.952,335255.43
2023-07-29,FIELD-003,2622.2,2755.1,61.39,2.947,169096.14
2023-07-29,FIELD-004,1740.4,2273.5,63.95,2.969,118048.6
2023-07-30,FIELD-001,3352.0,3280.6,64.57,2.937,226073.76
2023-07-30,FIELD-002,4918.2,4613.0,65.94,2.938,337859.1
2023-07-30,FIELD-003,2804.7,2848.4,61.7,2.991,181569.55
2023-07-30,FIELD-004,1712.5,2316.5,63.55,2.983,115739.49
2023-07-31,FIELD-001,4010.1,3965.1,65.16,2.865,272658.13
2023-07-31,FIELD-002,4931.7,4575.8,65.77,2.977,337980.07
2023-07-31,FIELD-003,2835.9,2967.0,61.86,2.906,184050.88
2023-07-31,FIELD-004,1661.6,2189.7,63.86,2.972,112617.56
2023-08-01,FIELD-001,3780.2,3805.7,69.15,2.989,272776.07
2023-08-01,FIELD-002,4925.8,4496.0,71.01,3.075,363606.26
2023-08-01,FIELD-003,2716.0,2820.6,65.36,3.044,186103.67
2023-08-01,FIELD-004,1660.4,2178.8,69.06,3.047,121306.03
2023-08-02,FIELD-001,3953.5,4061.8,67.86,3.026,280575.52
2023-08-02,FIELD-002,4822.9,4515.7,69.38,3.051,348390.2
2023-08-02,FIELD-003,1287.2,1348.2,64.89,3.07,87665.38
2023-08-02,FIELD-004,1664.9,2190.3,68.25,3.055,120320.79
2023-08-03,FIELD-001,4103.5,4111.9,69.19,3.052,296470.68
2023-08-03,FIELD-002,4975.1,4665.9,70.7,3.059,366012.56
2023-08-03,FIELD-003,2696.3,2804.8,65.73,3.086,185883.41
2023-08-03,FIELD-004,1731.8,2362.7,69.46,3.074,127553.77
2023-08-04,FIELD-001,4041.0,4015.5,68.31,3.028,288199.64
2023-08-04,FIELD-002,4652.9,4317.7,70.21,3.042,339814.55
2023-08-04,FIELD-003,2796.3,2786.1,65.51,3.06,191711.08
2023-08-04,FIELD-004,1723.7,2374.8,68.71,3.039,125652.44
2023-08-05,FIELD-001,3193.9,3166.2,68.05,3.015,226890.99
2023-08-05,FIELD-002,4805.1,4659.5,68.8,2.977,344462.21
2023-08-05,FIELD-003,2827.8,2898.6,65.15,3.026,193002.33
2023-08-05,FIELD-004,1677.4,2305.2,68.47,3.063,121912.41
2023-08-06,FIELD-001,3751.2,3988.2,67.95,3.056,267081.98
2023-08-06,FIELD-002,5109.3,4966.0,69.91,3.071,372441.75
2023-08-06,FIELD-003,2767.9,2894.4,66.25,3.036,192160.77
2023-08-06,FIELD-004,1561.9,2012.4,68.57,3.043,113223.22
2023-08-07,FIELD-001,3989.1,3935.4,67.32,3.05,280549.18
2023-08-07,FIELD-002,4421.4,4161.9,69.5,3.039,319935.31
2023-08-07,FIELD-003,2679.6,2753.3,66.07,2.97,185218.47
2023-08-07,FIELD-004,1669.3,2305.0,68.11,3.06,120749.32
2023-08-08,FIELD-001,3855.2,4016.9,68.51,3.037,276319.08
2023-08-08,FIELD-002,4861.7,4800.6,70.68,3.068,358353.2
2023-08-08,FIELD-003,2705.0,2706.9,66.22,3.043,187362.2
2023-08-08,FIELD-004,0.0,0.0,68.16,3.007,0.0
2023-08-09,FIELD-001,2990.2,3089.9,67.41,3.046,210981.22
2023-08-09,FIELD-002,4831.0,4521.3,69.39,3.007,348818.64
2023-08-09,FIELD-003,2740.8,2760.6,66.36,3.069,190351.77
2023-08-09,FIELD-004,723.0,977.8,68.82,3.063,52751.86
2023-08-10,FIELD-001,1580.2,1570.8,68.37,3.027,112793.09
2023-08-10,FIELD-002,4846.9,4624.9,70.55,3.053,356068.61
2023-08-10,FIELD-003,2766.9,2839.8,66.22,3.068,191936.62
2023-08-10,FIELD-004,1672.1,2256.7,68.73,3.049,121804.11
2023-08-11,FIELD-001,1929.1,1931.9,68.49,3.027,137971.92
2023-08-11,FIELD-002,4884.6,4680.7,70.32,3.092,357957.8
2023-08-11,FIELD-003,2742.0,2847.5,66.3,3.028,190416.83
2023-08-11,FIELD-004,1657.1,2273.2,68.6,3.07,120655.78
2023-08-12,FIELD-001,2445.9,2484.0,68.2,3.036,174351.8
2023-08-12,FIELD-002,4898.2,4587.6,69.44,3.026,354013.09
2023-08-12,FIELD-003,2754.7,2887.6,66.72,3.078,192681.62
2023-08-12,FIELD-004,1696.8,2326.5,68.71,3.06,123706.22
2023-08-13,FIELD-001,3990.1,4006.6,68.85,3.029,286854.38
2023-08-13,FIELD-002,4689.3,4300.6,69.76,3.091,340418.72
2023-08-13,FIELD-003,2805.8,2908.3,67.43,3.051,198068.32
2023-08-13,FIELD-004,1724.2,2358.3,68.22,2.99,124676.24
2023-08-14,FIELD-001,3952.4,3864.8,68.29,3.061,281739.55
2023-08-14,FIELD-002,4863.2,4687.9,68.96,3.049,349659.68
2023-08-14,FIELD-003,2772.5,2873.3,65.7,3.05,190916.82
2023-08-14,FIELD-004,1642.6,2217.4,68.08,3.07,118635.63
2023-08-15,FIELD-001,3890.9,4016.2,67.74,3.036,275762.75
2023-08-15,FIELD-002,3538.3,3436.2,70.13,3.02,258518.3
2023-08-15,FIELD-003,1786.8,1829.7,66.72,3.104,124894.68
2023-08-15,FIELD-004,1690.3,2232.9,68.08,3.031,121843.54
2023-08-16,FIELD-001,3767.3,3879.6,68.36,3.023,269260.66
2023-08-16,FIELD-002,4794.1,4516.4,70.57,3.07,352184.98
2023-08-16,FIELD-003,2715.5,2798.2,66.19,3.083,188365.8
2023-08-16,FIELD-004,1264.7,1707.6,69.5,3.028,93067.26
2023-08-17,FIELD-001,4043.8,4008.5,68.39,3.048,288773.39
2023-08-17,FIELD-002,4830.8,4567.7,69.18,3.026,348016.6
2023-08-17,FIELD-003,2811.4,2875.9,66.6,2.994,195849.68
2023-08-17,FIELD-004,1489.9,2052.4,69.48,3.018,109712.4
2023-08-18,FIELD-001,3659.1,3685.8,68.09,3.113,260622.01
2023-08-18,FIELD-002,4927.3,4720.4,70.37,3.036,361065.24
2023-08-18,FIELD-003,2831.6,2909.8,66.8,2.96,197763.89
2023-08-18,FIELD-004,1730.9,2286.6,69.85,3.065,127911.79
2023-08-19,FIELD-001,3955.1,3986.2,69.21,2.99,285651.21
2023-08-19,FIELD-002,1925.5,1822.5,69.56,3.055,139505.52
2023-08-19,FIELD-003,2710.2,2825.7,65.82,2.986,186822.9
2023-08-19,FIELD-004,1679.2,2274.4,70.96,3.018,126020.17
2023-08-20,FIELD-001,3950.7,3997.1,68.18,3.062,281597.85
2023-08-20,FIELD-002,1912.1,1783.4,70.0,3.073,139327.39
2023-08-20,FIELD-003,2685.4,2861.3,65.79,3.062,185433.77
2023-08-20,FIELD-004,1686.3,2272.5,68.89,3.083,123175.32
2023-08-21,FIELD-001,4007.6,4043.5,67.77,3.034,283863.03
2023-08-21,FIELD-002,1948.9,1847.4,70.39,3.065,142845.35
2023-08-21,FIELD-003,2698.4,2748.3,66.44,3.082,187751.96
2023-08-21,FIELD-004,1740.1,2220.5,68.96,3.025,126714.31
2023-08-22,FIELD-001,3835.1,3796.1,67.69,3.01,271024.18
2023-08-22,FIELD-002,389.7,372.7,68.95,2.999,27987.54
2023-08-22,FIELD-003,1098.9,1128.5,66.26,3.012,76212.16
2023-08-22,FIELD-004,1165.2,1586.6,69.35,3.078,85690.17
2023-08-23,FIELD-001,3961.0,4054.3,68.47,3.049,283571.23
2023-08-23,FIELD-002,3795.2,3491.1,69.67,3.019,274951.21
2023-08-23,FIELD-003,1962.0,2032.5,65.7,3.013,135027.32
2023-08-23,FIELD-004,1526.9,2060.6,68.97,3.012,111516.82
2023-08-24,FIELD-001,3989.1,3955.5,67.97,3.016,283068.91
2023-08-24,FIELD-002,4811.0,4570.0,70.01,3.057,350788.6
2023-08-24,FIELD-003,2809.6,2799.2,66.84,3.081,196418.0
2023-08-24,FIELD-004,1578.5,2163.3,69.47,3.06,116278.09
2023-08-25,FIELD-001,3993.0,3954.7,68.83,3.038,286852.57
2023-08-25,FIELD-002,4854.5,4609.8,70.23,3.04,354945.33
2023-08-25,FIELD-003,2749.9,2826.5,65.18,3.059,187884.75
2023-08-25,FIELD-004,1719.7,2395.4,68.65,3.032,125320.26
2023-08-26,FIELD-001,3964.8,3966.8,68.04,2.957,281494.82
2023-08-26,FIELD-002,4433.0,4265.3,69.52,3.036,321131.61
2023-08-26,FIELD-003,2807.2,2811.1,66.76,3.059,196007.83
2023-08-26,FIELD-004,1669.7,2335.8,69.14,3.026,122511.19
2023-08-27,FIELD-001,4019.6,3984.5,67.49,3.036,283379.75
2023-08-27,FIELD-002,4780.8,4600.5,70.17,3.029,349403.65
2023-08-27,FIELD-003,2667.8,2680.5,65.64,3.064,183327.44
2023-08-27,FIELD-004,1311.9,1837.5,68.89,3.072,96021.59
2023-08-28,FIELD-001,4010.0,3960.3,68.33,3.006,285907.96
2023-08-28,FIELD-002,4805.4,4746.4,70.66,3.059,354068.8
2023-08-28,FIELD-003,2650.8,2712.4,65.54,3.066,182049.65
