date,well_id,operating_hours,downtime_hours,oil_production_bbl,gas_production_mcf,water_production_bbl,pressure_psi,temperature_c,water_cut_pct,potential_production_bbl,dq_flag
2022-01-19,WELL-0030,15.11,8.89,27.9,47.0,36.1,3017.5,73.9,56.41,46.7,
2022-01-20,WELL-0030,24.0,0.0,42.1,80.1,55.1,2964.4,74.7,56.69,43.6,
2022-01-21,WELL-0030,24.0,0.0,43.0,79.7,54.6,2982.3,77.4,55.94,44.2,
2022-01-22,WELL-0030,24.0,0.0,41.4,76.2,56.6,3011.7,74.3,57.76,45.8,
2022-01-23,WELL-0030,24.0,0.0,44.7,77.8,56.6,2963.4,74.0,55.87,44.9,
2022-01-24,WELL-0030,24.0,0.0,45.0,81.0,64.4,2940.9,77.2,58.87,45.0,
2022-01-25,WELL-0030,24.0,0.0,42.2,86.7,55.1,2943.6,76.9,56.63,44.2,
2022-01-26,WELL-0030,24.0,0.0,43.0,74.1,58.2,2877.5,74.5,57.51,45.5,
2022-01-27,WELL-0030,17.95,6.05,32.9,62.2,43.4,2939.8,75.4,56.88,45.1,
2022-01-28,WELL-0030,17.99,6.01,31.9,60.5,40.8,2913.5,75.8,56.12,45.5,
2022-01-29,WELL-0030,24.0,0.0,40.2,78.8,54.8,3042.5,76.4,57.68,42.8,
2022-01-30,WELL-0030,24.0,0.0,45.6,84.4,60.1,2946.3,76.3,56.86,45.7,
2022-01-31,WELL-0030,24.0,0.0,42.0,76.0,59.7,3041.9,76.3,58.7,45.4,
2022-02-01,WELL-0030,17.41,6.59,31.4,60.9,42.8,2897.1,75.9,57.68,45.0,
2022-02-02,WELL-0030,24.0,0.0,44.9,85.1,54.8,2967.6,75.1,54.96,46.6,
2022-02-03,WELL-0030,24.0,0.0,39.9,77.1,52.4,2935.7,76.2,56.77,42.6,
2022-02-04,WELL-0030,24.0,0.0,42.9,75.9,57.4,2995.7,75.5,57.23,42.9,
2022-02-05,WELL-0030,24.0,0.0,45.4,91.4,62.4,3059.1,73.0,57.88,45.4,
2022-02-06,WELL-0030,24.0,0.0,41.9,71.4,56.4,2894.4,74.8,57.38,45.6,
2022-02-07,WELL-0030,9.6,14.4,18.2,36.5,22.5,2948.4,75.0,55.28,45.5,
2022-02-08,WELL-0030,9.6,14.4,15.9,27.4,20.8,2989.4,75.9,56.68,44.0,
2022-02-09,WELL-0030,0.0,24.0,0.0,0.0,0.0,2830.7,75.8,0.0,45.9,
2022-02-10,WELL-0030,22.52,1.48,40.1,74.4,52.7,2908.8,74.8,56.79,44.9,
2022-02-11,WELL-0030,24.0,0.0,43.5,79.5,55.9,2934.3,77.6,56.24,44.5,
2022-02-12,WELL-0030,24.0,0.0,45.7,84.1,60.7,2904.9,73.0,57.05,45.7,
2022-02-13,WELL-0030,24.0,0.0,41.9,74.3,55.1,2923.1,74.4,56.8,44.1,
2022-02-14,WELL-0030,24.0,0.0,41.9,76.1,58.1,2898.8,76.6,58.1,44.2,
2022-02-15,WELL-0030,24.0,0.0,45.0,84.8,60.9,2877.1,76.0,57.51,45.1,
2022-02-16,WELL-0030,24.0,0.0,41.9,72.9,53.8,2926.2,73.7,56.22,43.8,
2022-02-17,WELL-0030,24.0,0.0,43.4,78.5,58.6,2929.0,74.5,57.45,44.4,
2022-02-18,WELL-0030,24.0,0.0,44.2,77.0,58.2,2961.0,75.6,56.84,44.4,
2022-02-19,WELL-0030,24.0,0.0,41.7,74.7,58.4,2990.3,77.3,58.34,43.5,
2022-02-20,WELL-0030,24.0,0.0,46.4,81.7,65.6,3017.3,75.3,58.57,46.4,
2022-02-21,WELL-0030,19.15,4.85,33.2,62.5,45.8,2943.7,75.9,57.97,42.8,
2022-02-22,WELL-0030,24.0,0.0,41.1,77.1,54.4,2997.8,75.5,56.96,42.4,
2022-02-23,WELL-0030,24.0,0.0,43.7,77.5,56.2,2900.3,74.2,56.26,46.2,
2022-02-24,WELL-0030,24.0,0.0,43.8,80.9,57.7,2916.2,76.4,56.85,45.4,
2022-02-25,WELL-0030,24.0,0.0,43.1,78.6,57.1,2838.5,75.2,56.99,44.8,
2022-02-26,WELL-0030,24.0,0.0,41.4,75.8,57.5,2949.5,76.0,58.14,42.0,
2022-02-27,WELL-0030,24.0,0.0,41.9,78.8,56.7,3025.2,76.8,57.51,43.8,
2022-02-28,WELL-0030,15.54,8.46,25.4,45.0,34.5,2989.4,75.7,57.6,41.5,
2022-03-01,WELL-0030,24.0,0.0,41.3,76.9,56.2,3026.8,77.0,57.64,41.3,
2022-03-02,WELL-0030,24.0,0.0,39.3,69.6,53.9,2967.0,75.0,57.83,42.9,
2022-03-03,WELL-0030,24.0,0.0,40.1,75.6,57.8,2885.8,74.8,59.04,44.4,pressure_psi_imputed
2022-03-04,WELL-0030,9.6,14.4,16.4,30.2,22.6,2804.6,76.4,57.95,45.5,
2022-03-05,WELL-0030,15.47,8.53,26.2,51.2,34.7,3006.2,74.3,56.98,42.3,
2022-03-06,WELL-0030,24.0,0.0,41.6,76.7,53.7,2951.4,73.8,56.35,42.8,
2022-03-07,WELL-0030,10.31,13.69,18.0,35.9,23.6,3062.7,74.3,56.73,44.4,
2022-03-08,WELL-0030,24.0,0.0,43.6,70.4,58.6,2984.1,73.4,57.34,45.4,
2022-03-09,WELL-0030,24.0,0.0,45.1,84.9,60.4,2959.9,75.0,57.25,45.7,
2022-03-10,WELL-0030,24.0,0.0,43.1,80.1,55.5,2973.0,76.7,56.29,43.4,
2022-03-11,WELL-0030,20.94,3.06,36.1,67.9,49.9,2844.6,75.1,58.02,44.5,
2022-03-12,WELL-0030,24.0,0.0,40.3,63.9,54.0,2905.4,75.5,57.26,43.5,
2022-03-13,WELL-0030,16.63,7.37,28.9,52.9,42.7,2969.0,75.9,59.64,43.8,
2022-03-14,WELL-0030,24.0,0.0,43.9,85.6,58.6,2981.7,75.5,57.17,45.4,
2022-03-15,WELL-0030,24.0,0.0,44.4,82.5,60.6,2941.6,76.9,57.71,45.6,
2022-03-16,WELL-0030,17.96,6.04,33.1,56.9,43.0,2933.1,74.5,56.5,45.3,
2022-03-17,WELL-0030,24.0,0.0,40.3,73.0,55.3,3069.6,74.7,57.85,43.1,
2022-03-18,WELL-0030,24.0,0.0,43.7,79.8,53.8,2995.6,77.3,55.18,44.8,
2022-03-19,WELL-0030,24.0,0.0,40.4,72.8,53.4,2958.0,74.8,56.93,42.3,
2022-03-20,WELL-0030,24.0,0.0,46.1,80.6,59.0,2960.2,73.0,56.14,46.1,
2022-03-21,WELL-0030,24.0,0.0,42.1,70.4,52.2,2966.7,74.6,55.36,44.8,
2022-03-22,WELL-0030,24.0,0.0,38.5,69.1,51.1,2935.3,75.6,57.03,41.3,
2022-03-23,WELL-0030,24.0,0.0,42.8,78.7,58.0,3058.5,76.3,57.54,43.1,
2022-03-24,WELL-0030,24.0,0.0,43.1,80.2,60.7,3060.6,75.6,58.48,44.0,
2022-03-25,WELL-0030,24.0,0.0,45.4,78.3,62.4,2936.9,76.8,57.88,46.1,
2022-03-26,WELL-0030,24.0,0.0,44.0,75.1,56.6,2867.4,75.0,56.26,44.2,
2022-03-27,WELL-0030,9.6,14.4,17.8,33.3,25.3,2959.1,77.0,58.7,46.1,
2022-03-28,WELL-0030,9.6,14.4,16.7,29.4,21.2,3020.2,76.2,55.94,45.1,
2022-03-29,WELL-0030,9.6,14.4,17.9,31.5,23.6,2856.6,74.2,56.87,45.0,
2022-03-30,WELL-0030,9.6,14.4,16.9,28.4,24.1,2925.5,75.3,58.78,43.1,
2022-03-31,WELL-0030,22.99,1.01,40.6,75.3,53.2,2972.5,76.9,56.72,43.3,
2022-04-01,WELL-0030,24.0,0.0,41.3,75.7,58.5,3012.3,75.6,58.62,44.6,
2022-04-02,WELL-0030,24.0,0.0,41.3,79.6,54.6,2962.1,74.2,56.93,42.6,
2022-04-03,WELL-0030,24.0,0.0,43.4,81.9,62.1,2960.7,76.7,58.86,44.1,
2022-04-04,WELL-0030,24.0,0.0,44.0,79.3,59.2,2935.4,75.6,57.36,44.2,
2022-04-05,WELL-0030,24.0,0.0,40.7,70.9,53.7,2950.0,77.6,56.89,42.0,
2022-04-06,WELL-0030,24.0,0.0,43.7,81.8,60.0,2987.6,73.3,57.86,43.7,
2022-04-07,WELL-0030,24.0,0.0,42.1,80.0,60.8,2989.4,75.1,59.09,42.8,
2022-04-08,WELL-0030,24.0,0.0,40.2,72.1,56.3,2938.6,76.4,58.34,43.2,
2022-04-09,WELL-0030,24.0,0.0,41.2,70.7,56.5,2840.6,75.1,57.83,43.3,
2022-04-10,WELL-0030,24.0,0.0,42.5,80.2,59.4,3003.0,75.6,58.29,43.5,
2022-04-11,WELL-0030,24.0,0.0,39.6,75.2,56.6,2916.1,74.8,58.84,42.4,
2022-04-12,WELL-0030,24.0,0.0,40.4,78.2,53.9,2957.9,72.7,57.16,43.1,
2022-04-13,WELL-0030,24.0,0.0,43.6,76.2,61.8,2882.1,76.4,58.63,44.1,
2022-04-14,WELL-0030,24.0,0.0,42.1,72.2,59.6,3031.8,75.0,58.6,44.1,
2022-04-15,WELL-0030,24.0,0.0,40.9,70.2,59.3,2867.8,74.5,59.18,41.6,
2022-04-16,WELL-0030,24.0,0.0,42.9,77.7,60.6,2966.8,75.5,58.55,42.9,
2022-04-17,WELL-0030,24.0,0.0,43.3,82.1,59.3,2875.8,76.6,57.8,43.4,
2022-04-18,WELL-0030,24.0,0.0,41.0,78.6,54.3,3065.6,76.1,56.98,42.2,
2022-04-19,WELL-0030,24.0,0.0,42.4,81.5,59.3,2941.0,74.7,58.31,43.6,
2022-04-20,WELL-0030,24.0,0.0,41.0,70.3,53.9,2862.2,74.1,56.8,42.7,
2022-04-21,WELL-0030,24.0,0.0,43.3,84.1,61.0,2921.3,73.8,58.49,44.2,
2022-04-22,WELL-0030,24.0,0.0,44.4,77.8,63.1,2951.7,76.7,58.7,44.4,
2022-04-23,WELL-0030,12.87,11.13,22.3,42.4,31.2,2944.2,75.2,58.32,43.3,
2022-04-24,WELL-0030,24.0,0.0,40.5,75.9,52.3,2970.2,75.9,56.36,42.9,
2022-04-25,WELL-0030,24.0,0.0,43.0,78.7,60.5,2853.0,76.7,58.45,43.5,
2022-04-26,WELL-0030,24.0,0.0,40.8208669,63.2,51.7,2949.6,75.6,55.89,43.2,
2022-04-27,WELL-0030,24.0,0.0,42.0,75.6,53.7,2956.3,74.0,56.11,43.2,
2022-04-28,WELL-0030,24.0,0.0,41.4,67.0,57.5,2867.1,76.9,58.14,42.7,
2022-04-29,WELL-0030,24.0,0.0,39.0,73.8,55.2,2865.0,74.6,58.6,41.8,
2022-04-30,WELL-0030,24.0,0.0,43.2,79.0,57.6,2986.0,76.0,57.14,43.2,
2022-05-01,WELL-0030,24.0,0.0,43.3,80.8,59.8,2963.6,75.1,58.0,44.8,
2022-05-02,WELL-0030,24.0,0.0,40.8,76.0,56.0,2860.1,75.6,57.85,43.4,
2022-05-03,WELL-0030,24.0,0.0,39.2,73.7,58.2,2937.4,75.5,59.75,40.5,
2022-05-04,WELL-0030,24.0,0.0,45.5,89.3,60.9,2842.6,74.0,57.24,45.8,
2022-05-05,WELL-0030,24.0,0.0,41.4,73.5,57.2,2953.2,75.2,58.01,42.8,
2022-05-06,WELL-0030,24.0,0.0,41.6,73.9,56.4,2873.1,76.9,57.55,42.6,
2022-05-07,WELL-0030,24.0,0.0,39.8,76.8,54.3,3009.5,76.2,57.7,41.4,
2022-05-08,WELL-0030,24.0,0.0,37.5,68.5,55.6,2863.4,77.5,59.72,40.4,
2022-05-09,WELL-0030,24.0,0.0,40.5,74.9,59.6,2981.8,75.1,59.54,42.4,
2022-05-10,WELL-0030,24.0,0.0,40.5,68.3,55.3,2950.7,75.7,57.72,42.5,
2022-05-11,WELL-0030,24.0,0.0,42.5,77.1,57.4,3070.8,76.5,57.46,43.2,
2022-05-12,WELL-0030,24.0,0.0,42.8,81.3,59.1,2943.7,75.8,58.0,44.3,
2022-05-13,WELL-0030,24.0,0.0,41.8,74.1,57.3,2908.3,75.2,57.82,43.3,
2022-05-14,WELL-0030,24.0,0.0,42.7,79.7,58.1,2890.1,76.3,57.64,43.5,
2022-05-15,WELL-0030,24.0,0.0,39.3,78.2,53.7,2874.8,75.2,57.74,41.8,
2022-05-16,WELL-0030,24.0,0.0,40.7,75.8,55.4,2874.7,73.7,57.65,41.3,
2022-05-17,WELL-0030,24.0,0.0,43.9,77.1,60.1,2880.9,75.3,57.79,44.0,
2022-05-18,WELL-0030,24.0,0.0,41.9,77.9,57.6,2854.2,74.6,57.89,42.1,
2022-05-19,WELL-0030,24.0,0.0,40.5,72.9,55.9,2984.4,77.0,57.99,42.0,
2022-05-20,WELL-0030,24.0,0.0,39.6,78.2,56.8,2986.1,75.0,58.92,42.5,
2022-05-21,WELL-0030,24.0,0.0,41.5,72.7,55.9,2943.7,75.1,57.39,42.0,
2022-05-22,WELL-0030,24.0,0.0,42.2,79.3,63.8,2948.7,76.0,60.19,43.0,
2022-05-23,WELL-0030,24.0,0.0,41.0,73.0,53.4,2982.2,75.1,56.57,41.5,
2022-05-24,WELL-0030,17.05,6.95,27.7,50.2,40.7,2848.6,76.1,59.5,41.3,
2022-05-25,WELL-0030,24.0,0.0,42.3,81.6,58.9,3019.1,76.5,58.2,43.9,
2022-05-26,WELL-0030,24.0,0.0,42.1,72.5,57.0,2845.8,74.6,57.52,44.1,
2022-05-27,WELL-0030,24.0,0.0,41.9,76.7,57.1,2888.1000000000004,75.1,57.68,43.5,pressure_psi_imputed
2022-05-28,WELL-0030,24.0,0.0,41.8,84.0,56.5,2930.4,76.0,57.48,43.7,
2022-05-29,WELL-0030,24.0,0.0,42.2,83.8,59.7,2964.5,75.2,58.59,44.1,
2022-05-30,WELL-0030,6.09,17.91,10.3,19.0,14.6,2947.1,74.5,58.63,42.0,
2022-05-31,WELL-0030,24.0,0.0,41.1,76.1,57.4,2874.6,76.9,58.27,41.7,
2022-06-01,WELL-0030,24.0,0.0,40.6,75.1,55.9,2950.1,76.0,57.93,42.5,water_cut_recomputed
2022-06-02,WELL-0030,24.0,0.0,43.4,79.6,61.3,3024.1,74.9,58.55,44.0,
2022-06-03,WELL-0030,10.1,13.9,18.2,32.8,26.5,2924.8,73.5,59.28,43.3,
2022-06-04,WELL-0030,24.0,0.0,38.9,70.9,50.5,2949.2,74.4,56.49,42.4,
2022-06-05,WELL-0030,24.0,0.0,39.3,71.4,55.6,2890.9,77.1,58.59,41.0,
2022-06-06,WELL-0030,24.0,0.0,40.6,71.2,59.5,2931.2,72.9,59.44,42.8,
2022-06-07,WELL-0030,16.94,7.06,30.6,58.6,40.8,2867.2,75.3,57.14,43.7,
2022-06-08,WELL-0030,24.0,0.0,40.0,78.5,56.2,2996.1,78.6,58.42,40.0,
2022-06-09,WELL-0030,24.0,0.0,45.3,83.6,61.2,2995.7,73.8,57.46,46.6,
2022-06-10,WELL-0030,24.0,0.0,41.8,81.4,58.5,2834.2,73.5,58.33,42.2,
2022-06-11,WELL-0030,24.0,0.0,41.2,80.4,57.9,2918.0,74.3,58.43,41.2,
2022-06-12,WELL-0030,24.0,0.0,42.7,73.2,59.1,2893.9,75.7,58.06,42.7,
2022-06-13,WELL-0030,24.0,0.0,40.2,70.9,56.5,2931.5,73.7,58.43,41.4,
2022-06-14,WELL-0030,24.0,0.0,39.2,68.5,54.0,2969.9,76.4,57.94,39.7,
2022-06-15,WELL-0030,24.0,0.0,38.7,71.8,54.4,2923.7,75.1,58.43,40.1,
2022-06-16,WELL-0030,24.0,0.0,39.6,75.7,54.6,2926.0,76.5,57.96,40.3,
2022-06-17,WELL-0030,24.0,0.0,39.8,71.0,53.2,2886.8,74.0,57.2,41.8,
2022-06-18,WELL-0030,24.0,0.0,37.7,62.5,53.6,2965.4,75.3,58.71,40.9,
2022-06-19,WELL-0030,19.6,4.4,31.5,55.6,41.9,2892.8,76.7,57.08,40.5,
2022-06-20,WELL-0030,24.0,0.0,39.2,74.4,53.8,2957.7,75.2,57.85,40.5,
2022-06-21,WELL-0030,9.6,14.4,16.8,29.9,21.9,2992.8,74.9,56.59,42.0,
2022-06-22,WELL-0030,17.89,6.11,29.3,57.2,41.2,2971.5,74.9,58.44,41.1,
2022-06-23,WELL-0030,24.0,0.0,40.6,67.7,54.0,2947.3,75.7,57.08,42.2,temperature_c_imputed
2022-06-24,WELL-0030,24.0,0.0,41.7,76.9,62.7,2951.2,76.5,60.06,42.7,
2022-06-25,WELL-0030,24.0,0.0,37.8,73.9,54.7,2913.3,74.5,59.14,39.5,
2022-06-26,WELL-0030,4.77,19.23,8.1,15.6,11.6,2977.1,77.8,58.88,43.4,
2022-06-27,WELL-0030,24.0,0.0,42.9,86.3,57.9,2940.2,76.8,57.44,43.5,
2022-06-28,WELL-0030,24.0,0.0,37.2,61.4,49.7,2946.4,74.2,57.19,41.1,
2022-06-29,WELL-0030,24.0,0.0,39.7,71.4,57.4,2961.5,74.3,59.11,42.5,
2022-06-30,WELL-0030,24.0,0.0,40.1,75.7,57.1,2990.7,76.3,58.74,41.1,
2022-07-01,WELL-0030,24.0,0.0,39.3,72.1,56.5,2962.8,75.3,58.98,41.9,
2022-07-02,WELL-0030,24.0,0.0,38.9,80.8,52.8,2973.4,75.1,57.58,40.8,
2022-07-03,WELL-0030,24.0,0.0,39.0,75.7,55.5,2906.7,74.9,58.73,42.1,
2022-07-04,WELL-0030,24.0,0.0,39.9,78.1,58.1,2864.7,75.4,59.29,40.4,
2022-07-05,WELL-0030,24.0,0.0,41.7,79.8,59.4,2932.1,77.2,58.75,42.0,
2022-07-06,WELL-0030,24.0,0.0,41.0,74.8,57.0,2947.5,75.8,58.16,41.2,
2022-07-07,WELL-0030,14.14,9.86,24.2,44.6,32.5,2914.4,75.6,57.32,41.1,
2022-07-08,WELL-0030,24.0,0.0,37.9,73.7,55.3,2887.3,74.3,59.33,38.7,
2022-07-09,WELL-0030,21.58,2.42,35.5,67.6,48.5,2857.5,74.0,57.74,41.2,
2022-07-10,WELL-0030,24.0,0.0,41.827236500000005,71.2,58.4,2868.6,74.8,58.28,42.9,
2022-07-11,WELL-0030,24.0,0.0,38.3,70.4,58.0,2885.9,74.3,60.23,41.0,
2022-07-12,WELL-0030,24.0,0.0,42.0,83.6,60.7,2851.6,76.9,59.1,42.8,
2022-07-13,WELL-0030,24.0,0.0,41.9,77.9,60.1,2960.6,74.3,58.92,43.9,
2022-07-14,WELL-0030,24.0,0.0,42.6,83.6,60.5,2961.1,75.7,58.68,42.7,
2022-07-15,WELL-0030,24.0,0.0,38.3,71.4,53.1,2897.5,74.5,58.1,40.7,
2022-07-16,WELL-0030,12.0,12.0,21.1,36.6,29.6,2951.5,74.5,58.38,43.3,
2022-07-17,WELL-0030,12.0,12.0,20.1,39.4,28.2,2996.6,76.3,58.39,41.2,
2022-07-18,WELL-0030,12.0,12.0,20.4,38.5,26.6,2942.5,72.4,56.6,41.5,
2022-07-19,WELL-0030,12.0,12.0,19.8,34.2,27.9,2955.0,74.8,58.49,41.2,
2022-07-20,WELL-0030,12.0,12.0,21.1,38.4,30.9,2924.6,76.3,59.42,44.1,
2022-07-21,WELL-0030,12.0,12.0,19.1,35.4,24.4,2934.5,75.7,56.09,39.9,
2022-07-22,WELL-0030,12.92,11.08,23.2,43.1,32.1,2851.2,75.8,58.05,43.4,
2022-07-23,WELL-0030,24.0,0.0,39.9,80.7,56.2,2909.6,73.4,58.48,40.4,
2022-07-24,WELL-0030,24.0,0.0,37.9,67.6,55.9,2836.6,76.3,59.59,38.8,
2022-07-25,WELL-0030,24.0,0.0,37.0,66.6,50.2,3044.3,74.1,57.57,40.8,
2022-07-26,WELL-0030,24.0,0.0,40.1,71.5,52.1,2969.2,75.3,56.51,41.6,
2022-07-27,WELL-0030,24.0,0.0,38.5,81.5,54.7,3001.1,74.5,58.69,39.1,
2022-07-28,WELL-0030,15.95,8.05,26.9,49.7,37.7,2835.3,75.4,58.36,41.3,
2022-07-29,WELL-0030,24.0,0.0,39.9,81.3,54.5,2946.1,74.6,57.73,42.3,
2022-07-30,WELL-0030,24.0,0.0,38.0,68.0,51.8,2822.6,76.4,57.68,41.7,
2022-07-31,WELL-0030,24.0,0.0,42.2,75.9,59.7,3000.5,75.5,58.59,42.2,
2022-08-01,WELL-0030,24.0,0.0,40.3,83.8,58.6,2898.7,76.1,59.25,41.9,
2022-08-02,WELL-0030,0.51,23.49,0.8,1.5,1.1,2973.3,75.8,57.89,40.2,
2022-08-03,WELL-0030,24.0,0.0,39.7,78.4,55.0,2993.3,73.9,58.08,41.3,
2022-08-04,WELL-0030,24.0,0.0,36.4,64.8,50.9,2994.1,74.6,58.3,37.9,
2022-08-05,WELL-0030,24.0,0.0,40.8,79.2,60.6,2953.3,75.1,59.76,43.1,temperature_c_imputed
2022-08-06,WELL-0030,24.0,0.0,41.6,75.3,59.7,2966.8,75.6,58.93,42.8,
2022-08-07,WELL-0030,24.0,0.0,41.1,76.6,60.2,3005.4,77.3,59.43,42.7,
2022-08-08,WELL-0030,24.0,0.0,39.1,69.9,53.8,3002.4,75.6,57.91,40.9,
2022-08-09,WELL-0030,24.0,0.0,38.5,67.5,58.4,2807.7,75.7,60.27,40.4,
2022-08-10,WELL-0030,24.0,0.0,40.6,73.6,55.2,2928.3,74.6,57.62,40.6,
2022-08-11,WELL-0030,24.0,0.0,37.9,67.2,50.6,2801.0,75.0,57.18,41.3,
2022-08-12,WELL-0030,24.0,0.0,39.9,70.7,56.7,2985.2,75.2,58.7,42.5,
2022-08-13,WELL-0030,24.0,0.0,40.9,77.4,56.1,2892.0,76.6,57.84,43.4,
2022-08-14,WELL-0030,24.0,0.0,41.1,71.0,52.7,2908.1,75.0,56.18,42.2,
2022-08-15,WELL-0030,24.0,0.0,40.4,73.4,59.6,2967.1,75.3,59.6,40.4,
2022-08-16,WELL-0030,24.0,0.0,40.1,79.8,57.2,2910.1,74.6,58.79,41.1,
2022-08-17,WELL-0030,16.6,7.4,25.8,42.2,37.4,2905.9,76.9,59.18,39.0,
2022-08-18,WELL-0030,9.6,14.4,14.5,28.0,20.0,2939.8,74.7,57.97,37.3,oil_imputed
2022-08-19,WELL-0030,9.6,14.4,17.4,34.3,24.9,3015.2,75.0,58.87,43.9,
2022-08-20,WELL-0030,10.24,13.76,16.9,32.1,24.9,2958.7,75.5,59.57,41.2,
2022-08-21,WELL-0030,24.0,0.0,37.9,74.3,50.9,2939.9,74.4,57.32,39.0,
2022-08-22,WELL-0030,24.0,0.0,37.9,72.1,57.8,2874.1,75.1,60.4,39.4,
2022-08-23,WELL-0030,24.0,0.0,41.9,77.1,59.9,2929.3,75.9,58.84,41.9,
2022-08-24,WELL-0030,24.0,0.0,39.4,79.8,53.4,3067.6,75.7,57.54,41.1,
2022-08-25,WELL-0030,24.0,0.0,38.0,70.1,54.7,2957.3,74.8,59.01,40.2,
2022-08-26,WELL-0030,24.0,0.0,39.3,69.4,52.9,2965.3,76.7,57.38,41.6,
2022-08-27,WELL-0030,24.0,0.0,38.9,68.7,52.7,2864.6,79.0,57.53,38.9,
2022-08-28,WELL-0030,24.0,0.0,39.7,77.5,51.8,2838.7,78.5,56.61,41.6,
2022-08-29,WELL-0030,24.0,0.0,38.5,69.1,57.5,2971.6,78.2,59.9,39.8,
2022-08-30,WELL-0030,24.0,0.0,38.4,69.9,52.3,2944.7,76.2,57.66,38.4,
2022-08-31,WELL-0030,24.0,0.0,39.7,72.3,57.3,2962.5,75.4,59.07,39.7,
2022-09-01,WELL-0030,24.0,0.0,37.6,70.7,49.9,3013.9,73.8,57.03,40.4,
2022-09-02,WELL-0030,24.0,0.0,39.5,75.8,54.7,2932.7,76.8,58.07,40.9,
2022-09-03,WELL-0030,24.0,0.0,40.5,85.0,60.4,2902.2,75.0,59.86,41.3,
2022-09-04,WELL-0030,21.32,2.68,33.2,60.7,46.1,2965.5,74.1,58.13,39.6,
2022-09-05,WELL-0030,17.65,6.35,29.2,53.9,40.6,3029.2,76.8,58.17,40.9,
2022-09-06,WELL-0030,24.0,0.0,40.1,77.4,56.4,2794.9,75.7,58.45,40.6,
2022-09-07,WELL-0030,24.0,0.0,38.3,66.9,51.1,3019.4,75.0,57.16,39.3,
2022-09-08,WELL-0030,24.0,0.0,40.5,76.3,57.3,2874.5,75.9,58.59,40.5,
2022-09-09,WELL-0030,24.0,0.0,39.4,69.7,56.9,2869.7,74.1,59.09,41.0,
2022-09-10,WELL-0030,17.33,6.67,28.9,53.0,40.8,2949.7,74.6,58.54,41.5,
2022-09-11,WELL-0030,24.0,0.0,40.0,77.2,57.6,2915.3,74.6,59.02,41.3,
2022-09-12,WELL-0030,24.0,0.0,38.7,75.0,54.7,2879.6,75.7,58.57,39.8,
2022-09-13,WELL-0030,24.0,0.0,37.8,66.2,51.2,2906.3,75.1,57.53,39.0,
2022-09-14,WELL-0030,24.0,0.0,39.0,74.9,54.4,2976.4,75.3,58.24,39.3,
2022-09-15,WELL-0030,16.1,7.9,25.9,51.4,35.9,2933.0,76.0,58.09,40.1,
2022-09-16,WELL-0030,24.0,0.0,41.6,76.9,54.5,2924.7,75.1,56.71,43.3,
2022-09-17,WELL-0030,24.0,0.0,39.4,73.0,53.3,2908.6,74.6,57.5,40.7,
2022-09-18,WELL-0030,12.94,11.06,20.2,37.4,29.0,2980.5,75.9,58.94,39.3,
2022-09-19,WELL-0030,21.88,2.12,38.7,68.8,54.5,2994.9,75.6,58.48,42.4,
2022-09-20,WELL-0030,24.0,0.0,40.5,72.9,57.0,2837.8,74.9,58.46,40.7,
2022-09-21,WELL-0030,24.0,0.0,38.5,67.5,54.5,2957.2,74.5,58.6,40.8,
2022-09-22,WELL-0030,24.0,0.0,39.2,78.6,58.3,2881.7,75.9,59.79,42.1,
2022-09-23,WELL-0030,24.0,0.0,40.5,77.5,62.5,2959.9,75.8,60.68,41.0,
2022-09-24,WELL-0030,24.0,0.0,42.0,79.8,60.3,2982.8,73.6,58.94,42.0,
2022-09-25,WELL-0030,24.0,0.0,37.7,69.0,54.8,2914.5,75.8,59.24,38.4,
2022-09-26,WELL-0030,24.0,0.0,39.2,73.0,58.5,2881.3,74.69999999999999,59.88,40.3,temperature_c_imputed
2022-09-27,WELL-0030,24.0,0.0,38.2,72.5,50.2,2899.4,73.6,56.79,40.8,
2022-09-28,WELL-0030,24.0,0.0,37.6,76.6,48.8,2812.3,75.9,56.48,39.3,
2022-09-29,WELL-0030,24.0,0.0,40.0,78.8,56.4,2968.2,75.1,58.51,40.1,
2022-09-30,WELL-0030,24.0,0.0,39.7,76.8,53.2,2864.5,75.5,57.27,39.7,
2022-10-01,WELL-0030,24.0,0.0,40.9,73.8,54.6,2925.3,76.1,57.17,40.9,
2022-10-02,WELL-0030,24.0,0.0,40.2,74.8,55.9,2860.9,75.5,58.17,40.3,
2022-10-03,WELL-0030,24.0,0.0,37.8,68.4,50.6,2976.5,76.7,57.24,40.1,
2022-10-04,WELL-0030,24.0,0.0,38.2,72.1,55.7,2899.3,74.5,59.32,40.7,
2022-10-05,WELL-0030,24.0,0.0,38.4,67.5,56.3,2856.4,74.5,59.45,40.0,
2022-10-06,WELL-0030,19.57,4.43,30.0,62.2,41.4,2948.5,73.7,57.98,38.1,
2022-10-07,WELL-0030,24.0,0.0,38.1,67.0,54.7,2934.6,73.2,58.94,40.6,
2022-10-08,WELL-0030,24.0,0.0,36.3,72.4,51.0,3024.9,74.7,58.42,37.0,
2022-10-09,WELL-0030,24.0,0.0,40.8,72.3,57.0,2898.6,77.0,58.28,42.0,
2022-10-10,WELL-0030,24.0,0.0,42.3,68.7,60.9,2898.0,74.9,59.01,42.7,
2022-10-11,WELL-0030,24.0,0.0,40.0,76.0,53.7,2963.0,75.0,57.31,41.8,
