po_id,order_date,material_id,supplier_id,warehouse_id,quantity,quoted_lead_time_days,promised_date,received_date,unit_cost,status
PO-000504,2022-10-21,MAT-001,SUP-001,WH-004,12,17,2022-11-07,2022-11-05,104.84,Received
PO-000505,2022-10-23,MAT-024,SUP-005,WH-003,12,12,2022-11-04,2022-11-02,176.74,Received
PO-000506,2022-10-23,MAT-033,SUP-007,WH-001,5,25,2022-11-17,2022-11-19,1179.71,Received
PO-000507,2022-10-24,MAT-006,SUP-001,WH-001,10,18,2022-11-11,2022-11-24,630.77,Received
PO-000508,2022-10-26,MAT-002,SUP-002,WH-004,16,12,2022-11-07,2022-11-07,241.37,Received
PO-000509,2022-10-27,MAT-023,SUP-005,WH-002,13,11,2022-11-07,2022-11-07,129.58,Received
PO-000510,2022-10-27,MAT-034,SUP-007,WH-002,6,28,2022-11-24,2022-11-27,783.28,Received
PO-000511,2022-10-28,MAT-001,SUP-001,WH-003,12,17,2022-11-14,2022-11-14,104.84,Received
PO-000512,2022-10-28,MAT-004,SUP-002,WH-003,14,12,2022-11-09,2022-11-08,108.45,Received
PO-000513,2022-10-29,MAT-039,SUP-008,WH-001,193,9,2022-11-07,2022-11-13,95.74,Received
PO-000514,2022-10-29,MAT-005,SUP-001,WH-004,19,16,2022-11-14,2022-11-20,187.34,Received
PO-000515,2022-10-30,MAT-040,SUP-008,WH-003,154,7,2022-11-06,2022-11-04,97.48,Received
PO-000516,2022-10-30,MAT-025,SUP-005,WH-004,21,12,2022-11-11,2022-11-16,127.95,Received
PO-000517,2022-10-30,MAT-014,SUP-004,WH-004,180,5,2022-11-04,2022-11-04,50.38,Received
PO-000518,2022-10-31,MAT-029,SUP-006,WH-003,7,20,2022-11-20,2022-11-20,511.8,Received
PO-000519,2022-10-31,MAT-012,SUP-004,WH-002,190,5,2022-11-05,2022-11-11,50.61,Received
PO-000520,2022-11-01,MAT-003,SUP-002,WH-002,13,12,2022-11-13,2022-11-17,250.33,Received
PO-000521,2022-11-02,MAT-017,SUP-003,WH-002,7,24,2022-11-26,2022-11-25,3463.71,Received
PO-000522,2022-11-02,MAT-018,SUP-003,WH-002,5,26,2022-11-28,2022-11-26,2366.63,Received
PO-000523,2022-11-03,MAT-008,SUP-001,WH-003,9,18,2022-11-21,2022-11-20,636.55,Received
PO-000524,2022-11-04,MAT-028,SUP-006,WH-001,7,20,2022-11-24,2022-11-30,1167.46,Received
PO-000525,2022-11-05,MAT-038,SUP-008,WH-001,144,8,2022-11-13,2022-11-11,70.54,Received
PO-000526,2022-11-06,MAT-010,SUP-002,WH-002,9,13,2022-11-19,2022-11-18,856.73,Received
PO-000527,2022-11-07,MAT-027,SUP-006,WH-004,7,23,2022-11-30,2022-11-28,657.37,Received
PO-000528,2022-11-07,MAT-032,SUP-007,WH-004,6,28,2022-12-05,2022-12-03,1238.66,Received
PO-000529,2022-11-07,MAT-035,SUP-007,WH-002,6,28,2022-12-05,2022-12-03,1653.49,Received
PO-000530,2022-11-08,MAT-029,SUP-006,WH-002,8,20,2022-11-28,2022-11-26,511.8,Received
PO-000531,2022-11-09,MAT-008,SUP-001,WH-004,5,18,2022-11-27,2022-11-26,636.55,Received
PO-000532,2022-11-09,MAT-005,SUP-001,WH-003,11,16,2022-11-25,2022-11-23,187.34,Received
PO-000533,2022-11-10,MAT-038,SUP-008,WH-004,101,8,2022-11-18,2022-11-29,70.54,Received
PO-000534,2022-11-10,MAT-022,SUP-005,WH-001,14,11,2022-11-21,2022-11-27,115.12,Received
PO-000535,2022-11-11,MAT-023,SUP-005,WH-003,23,11,2022-11-22,2022-12-04,129.58,Received
PO-000536,2022-11-11,MAT-003,SUP-002,WH-001,20,12,2022-11-23,2022-11-21,250.33,Received
PO-000537,2022-11-12,MAT-026,SUP-006,WH-004,6,20,2022-12-02,2022-12-02,433.64,Received
PO-000538,2022-11-12,MAT-021,SUP-005,WH-004,19,13,2022-11-25,2022-11-23,208.55,Received
PO-000539,2022-11-13,MAT-007,SUP-001,WH-002,7,15,2022-11-28,2022-11-27,1810.3,Received
PO-000540,2022-11-13,MAT-030,SUP-006,WH-004,9,21,2022-12-04,2022-12-04,609.7,Received
PO-000541,2022-11-14,MAT-009,SUP-002,WH-001,8,13,2022-11-27,2022-11-25,677.13,Received
PO-000542,2022-11-14,MAT-037,SUP-004,WH-004,114,6,2022-11-20,2022-11-25,108.65,Received
PO-000543,2022-11-14,MAT-028,SUP-006,WH-002,8,20,2022-12-04,2022-12-16,1167.46,Received
PO-000544,2022-11-14,MAT-011,SUP-004,WH-002,180,8,2022-11-22,2022-12-04,56.76,Received
PO-000545,2022-11-14,MAT-031,SUP-007,WH-002,6,25,2022-12-09,2022-12-08,1350.5,Received
PO-000546,2022-11-15,MAT-040,SUP-008,WH-002,104,7,2022-11-22,2022-11-30,97.48,Received
PO-000547,2022-11-15,MAT-026,SUP-006,WH-003,7,20,2022-12-05,2022-12-04,433.64,Received
PO-000548,2022-11-15,MAT-014,SUP-004,WH-001,246,5,2022-11-20,2022-11-22,50.38,Received
PO-000549,2022-11-16,MAT-037,SUP-004,WH-003,180,6,2022-11-22,2022-11-20,108.65,Received
PO-000550,2022-11-16,MAT-013,SUP-004,WH-004,151,7,2022-11-23,2022-11-22,111.4,Received
PO-000551,2022-11-16,MAT-001,SUP-001,WH-004,12,17,2022-12-03,2022-12-03,104.84,Received
PO-000552,2022-11-16,MAT-004,SUP-002,WH-002,19,12,2022-11-28,2022-11-27,108.45,Received
PO-000553,2022-11-17,MAT-027,SUP-006,WH-001,7,23,2022-12-10,2022-12-09,657.37,Received
PO-000554,2022-11-17,MAT-022,SUP-005,WH-002,15,11,2022-11-28,2022-11-28,115.12,Received
PO-000555,2022-11-17,MAT-015,SUP-004,WH-002,209,5,2022-11-22,2022-11-21,46.55,Received
PO-000556,2022-11-18,MAT-012,SUP-004,WH-003,138,5,2022-11-23,2022-11-22,50.61,Received
PO-000557,2022-11-18,MAT-019,SUP-003,WH-003,5,26,2022-12-14,2022-12-14,2922.43,Received
PO-000558,2022-11-19,MAT-015,SUP-004,WH-001,195,5,2022-11-24,2022-11-22,46.55,Received
PO-000559,2022-11-19,MAT-004,SUP-002,WH-003,14,12,2022-12-01,2022-11-29,108.45,Received
PO-000560,2022-11-20,MAT-030,SUP-006,WH-003,8,21,2022-12-11,2022-12-10,609.7,Received
PO-000561,2022-11-20,MAT-021,SUP-005,WH-001,14,13,2022-12-03,2022-12-01,208.55,Received
PO-000562,2022-11-20,MAT-013,SUP-004,WH-003,275,7,2022-11-27,2022-11-27,111.4,Received
PO-000563,2022-11-20,MAT-034,SUP-007,WH-001,7,28,2022-12-18,2022-12-18,783.28,Received
PO-000564,2022-11-21,MAT-008,SUP-001,WH-003,9,18,2022-12-09,2022-12-09,636.55,Received
PO-000565,2022-11-21,MAT-036,SUP-008,WH-002,126,7,2022-11-28,2022-11-26,75.97,Received
PO-000566,2022-11-22,MAT-036,SUP-008,WH-003,192,7,2022-11-29,2022-11-28,75.97,Received
PO-000567,2022-11-23,MAT-029,SUP-006,WH-003,7,20,2022-12-13,2022-12-17,511.8,Received
PO-000568,2022-11-23,MAT-011,SUP-004,WH-001,212,8,2022-12-01,2022-12-08,56.76,Received
PO-000569,2022-11-23,MAT-002,SUP-002,WH-004,16,12,2022-12-05,2022-12-16,241.37,Received
PO-000570,2022-11-24,MAT-010,SUP-002,WH-002,9,13,2022-12-07,2022-12-07,856.73,Received
PO-000571,2022-11-26,MAT-016,SUP-003,WH-004,4,26,2022-12-22,2022-12-21,1875.37,Received
PO-000572,2022-11-26,MAT-020,SUP-003,WH-001,4,23,2022-12-19,2022-12-17,1627.96,Received
PO-000573,2022-11-27,MAT-025,SUP-005,WH-001,19,12,2022-12-09,2022-12-08,127.95,Received
PO-000574,2022-11-28,MAT-007,SUP-001,WH-003,10,15,2022-12-13,2022-12-11,1810.3,Received
PO-000575,2022-11-29,MAT-035,SUP-007,WH-003,7,28,2022-12-27,2022-12-27,1653.49,Received
PO-000576,2022-11-30,MAT-039,SUP-008,WH-002,160,9,2022-12-09,2022-12-07,95.74,Received
PO-000577,2022-11-30,MAT-031,SUP-007,WH-002,6,25,2022-12-25,2022-12-24,1350.5,Received
PO-000578,2022-12-01,MAT-014,SUP-004,WH-004,180,5,2022-12-06,2022-12-13,50.38,Received
PO-000579,2022-12-01,MAT-002,SUP-002,WH-001,16,12,2022-12-13,2022-12-11,241.37,Received
PO-000580,2022-12-01,MAT-018,SUP-003,WH-003,5,26,2022-12-27,2022-12-26,2366.63,Received
PO-000581,2022-12-01,MAT-020,SUP-003,WH-001,4,23,2022-12-24,2022-12-23,1627.96,Received
PO-000582,2022-12-02,MAT-040,SUP-008,WH-003,154,7,2022-12-09,2022-12-15,97.48,Received
PO-000583,2022-12-03,MAT-024,SUP-005,WH-004,22,12,2022-12-15,2022-12-14,176.74,Received
PO-000584,2022-12-04,MAT-009,SUP-002,WH-001,8,13,2022-12-17,2022-12-15,677.13,Received
PO-000585,2022-12-04,MAT-025,SUP-005,WH-004,21,12,2022-12-16,2022-12-15,127.95,Received
PO-000586,2022-12-05,MAT-039,SUP-008,WH-001,193,9,2022-12-14,2022-12-18,95.74,Received
PO-000587,2022-12-05,MAT-032,SUP-007,WH-003,5,28,2023-01-02,2022-12-31,1238.66,Received
PO-000588,2022-12-06,MAT-023,SUP-005,WH-002,13,11,2022-12-17,2022-12-15,129.58,Received
PO-000589,2022-12-06,MAT-003,SUP-002,WH-002,13,12,2022-12-18,2022-12-17,250.33,Received
PO-000590,2022-12-06,MAT-005,SUP-001,WH-004,19,16,2022-12-22,2022-12-20,187.34,Received
PO-000591,2022-12-07,MAT-031,SUP-007,WH-003,6,25,2023-01-01,2023-01-01,1350.5,Received
PO-000592,2022-12-07,MAT-020,SUP-003,WH-004,5,23,2022-12-30,2022-12-29,1627.96,Received
PO-000593,2022-12-08,MAT-012,SUP-004,WH-002,190,5,2022-12-13,2022-12-22,50.61,Received
PO-000594,2022-12-08,MAT-001,SUP-001,WH-003,12,17,2022-12-25,2023-01-03,104.84,Received
PO-000595,2022-12-09,MAT-010,SUP-002,WH-001,5,13,2022-12-22,2022-12-20,856.73,Received
PO-000596,2022-12-10,MAT-033,SUP-007,WH-004,6,25,2023-01-04,2023-01-04,1179.71,Received
PO-000597,2022-12-10,MAT-033,SUP-007,WH-001,5,25,2023-01-04,2023-01-16,1179.71,Received
PO-000598,2022-12-11,MAT-038,SUP-008,WH-001,144,8,2022-12-19,2022-12-18,70.54,Received
PO-000599,2022-12-11,MAT-033,SUP-007,WH-004,6,25,2023-01-05,2023-01-04,1179.71,Received
PO-000600,2022-12-13,MAT-006,SUP-001,WH-002,7,18,2022-12-31,2022-12-31,630.77,Received
PO-000601,2022-12-13,MAT-028,SUP-006,WH-001,7,20,2023-01-02,2023-01-01,1167.46,Received
PO-000602,2022-12-13,MAT-034,SUP-007,WH-002,6,28,2023-01-10,2023-01-08,783.28,Received
PO-000603,2022-12-16,MAT-026,SUP-006,WH-003,7,20,2023-01-05,2023-01-05,433.64,Received
PO-000604,2022-12-16,MAT-023,SUP-005,WH-003,23,11,2022-12-27,2023-01-03,129.58,Received
PO-000605,2022-12-16,MAT-013,SUP-004,WH-004,151,7,2022-12-23,2023-01-06,111.4,Received
PO-000606,2022-12-16,MAT-018,SUP-003,WH-002,5,26,2023-01-11,2023-01-20,2366.63,Received
PO-000607,2022-12-18,MAT-030,SUP-006,WH-004,9,21,2023-01-08,2023-01-08,609.7,Received
PO-000608,2022-12-19,MAT-037,SUP-004,WH-003,180,6,2022-12-25,2022-12-24,108.65,Received
PO-000609,2022-12-19,MAT-038,SUP-008,WH-004,101,8,2022-12-27,2022-12-30,70.54,Received
PO-000610,2022-12-19,MAT-021,SUP-005,WH-004,19,13,2023-01-01,2023-01-04,208.55,Received
PO-000611,2022-12-19,MAT-015,SUP-004,WH-002,209,5,2022-12-24,2023-01-06,46.55,Received
PO-000612,2022-12-19,MAT-031,SUP-007,WH-003,6,25,2023-01-13,2023-01-11,1350.5,Received
PO-000613,2022-12-19,MAT-019,SUP-003,WH-004,5,26,2023-01-14,2023-01-14,2922.43,Received
PO-000614,2022-12-20,MAT-016,SUP-003,WH-001,6,26,2023-01-15,2023-01-15,1875.37,Received
PO-000615,2022-12-21,MAT-024,SUP-005,WH-003,12,12,2023-01-02,2023-01-02,176.74,Received
PO-000616,2022-12-21,MAT-015,SUP-004,WH-001,195,5,2022-12-26,2022-12-26,46.55,Received
PO-000617,2022-12-21,MAT-034,SUP-007,WH-001,7,28,2023-01-18,2023-01-16,783.28,Received
PO-000618,2022-12-21,MAT-005,SUP-001,WH-003,11,16,2023-01-06,2023-01-06,187.34,Received
PO-000619,2022-12-22,MAT-006,SUP-001,WH-001,10,18,2023-01-09,2023-01-20,630.77,Received
PO-000620,2022-12-22,MAT-037,SUP-004,WH-004,114,6,2022-12-28,2022-12-26,108.65,Received
PO-000621,2022-12-22,MAT-014,SUP-004,WH-001,246,5,2022-12-27,2023-01-03,50.38,Received
PO-000622,2022-12-24,MAT-007,SUP-001,WH-003,10,15,2023-01-08,2023-01-08,1810.3,Received
PO-000623,2022-12-24,MAT-036,SUP-008,WH-002,126,7,2022-12-31,2022-12-31,75.97,Received
PO-000624,2022-12-25,MAT-013,SUP-004,WH-003,275,7,2023-01-01,2022-12-31,111.4,Received
PO-000625,2022-12-26,MAT-011,SUP-004,WH-002,180,8,2023-01-03,2023-01-01,56.76,Received
PO-000626,2022-12-27,MAT-008,SUP-001,WH-003,9,18,2023-01-14,2023-01-14,636.55,Received
PO-000627,2022-12-27,MAT-040,SUP-008,WH-002,104,7,2023-01-03,2023-01-16,97.48,Received
PO-000628,2022-12-27,MAT-022,SUP-005,WH-001,14,11,2023-01-07,2023-01-05,115.12,Received
PO-000629,2022-12-27,MAT-025,SUP-005,WH-001,19,12,2023-01-08,2023-01-06,127.95,Received
PO-000630,2022-12-28,MAT-027,SUP-006,WH-001,7,23,2023-01-20,2023-01-19,657.37,Received
PO-000631,2022-12-28,MAT-002,SUP-002,WH-001,16,12,2023-01-09,2023-01-19,241.37,Received
PO-000632,2022-12-28,MAT-004,SUP-002,WH-003,14,12,2023-01-09,2023-01-17,108.45,Received
PO-000633,2022-12-29,MAT-036,SUP-008,WH-003,192,7,2023-01-05,2023-01-03,75.97,Received
PO-000634,2022-12-29,MAT-026,SUP-006,WH-004,6,20,2023-01-18,2023-01-17,433.64,Received
PO-000635,2022-12-29,MAT-012,SUP-004,WH-003,138,5,2023-01-03,2023-01-12,50.61,Received
PO-000636,2022-12-29,MAT-003,SUP-002,WH-001,20,12,2023-01-10,2023-01-08,250.33,Received
PO-000637,2022-12-29,MAT-018,SUP-003,WH-003,5,26,2023-01-24,2023-01-24,2366.63,Received
PO-000638,2022-12-30,MAT-035,SUP-007,WH-003,7,28,2023-01-27,2023-01-27,1653.49,Received
PO-000639,2022-12-31,MAT-006,SUP-001,WH-002,7,18,2023-01-18,2023-01-16,630.77,Received
PO-000640,2022-12-31,MAT-011,SUP-004,WH-001,212,8,2023-01-08,2023-01-07,56.76,Received
PO-000641,2023-01-01,MAT-003,SUP-002,WH-002,13,12,2023-01-13,2023-01-24,250.33,Received
PO-000642,2023-01-03,MAT-039,SUP-008,WH-002,160,9,2023-01-12,2023-01-10,95.74,Received
PO-000643,2023-01-04,MAT-022,SUP-005,WH-002,15,11,2023-01-15,2023-01-13,115.12,Received
PO-000644,2023-01-04,MAT-004,SUP-002,WH-002,19,12,2023-01-16,2023-01-15,108.45,Received
PO-000645,2023-01-06,MAT-030,SUP-006,WH-003,8,21,2023-01-27,2023-01-25,609.7,Received
PO-000646,2023-01-06,MAT-024,SUP-005,WH-004,22,12,2023-01-18,2023-01-16,176.74,Received
PO-000647,2023-01-06,MAT-034,SUP-007,WH-001,7,28,2023-02-03,2023-02-03,783.28,Received
PO-000648,2023-01-07,MAT-010,SUP-002,WH-002,9,13,2023-01-20,2023-01-18,856.73,Received
PO-000649,2023-01-07,MAT-029,SUP-006,WH-002,8,20,2023-01-27,2023-01-29,511.8,Received
PO-000650,2023-01-08,MAT-039,SUP-008,WH-001,193,9,2023-01-17,2023-01-17,95.74,Received
PO-000651,2023-01-08,MAT-002,SUP-002,WH-004,16,12,2023-01-20,2023-01-20,241.37,Received
PO-000652,2023-01-10,MAT-014,SUP-004,WH-004,180,5,2023-01-15,2023-01-14,50.38,Received
PO-000653,2023-01-11,MAT-008,SUP-001,WH-004,5,18,2023-01-29,2023-01-28,636.55,Received
PO-000654,2023-01-11,MAT-040,SUP-008,WH-003,154,7,2023-01-18,2023-01-18,97.48,Received
PO-000655,2023-01-12,MAT-025,SUP-005,WH-004,21,12,2023-01-24,2023-01-24,127.95,Received
PO-000656,2023-01-13,MAT-032,SUP-007,WH-004,6,28,2023-02-10,2023-02-10,1238.66,Received
PO-000657,2023-01-14,MAT-038,SUP-008,WH-001,144,8,2023-01-22,2023-01-21,70.54,Received
PO-000658,2023-01-14,MAT-017,SUP-003,WH-001,5,24,2023-02-07,2023-02-07,3463.71,Received
PO-000659,2023-01-14,MAT-019,SUP-003,WH-004,5,26,2023-02-09,2023-02-09,2922.43,Received
PO-000660,2023-01-16,MAT-009,SUP-002,WH-004,8,13,2023-01-29,2023-01-28,677.13,Received
PO-000661,2023-01-16,MAT-028,SUP-006,WH-002,8,20,2023-02-05,2023-02-05,1167.46,Received
PO-000662,2023-01-17,MAT-028,SUP-006,WH-001,7,20,2023-02-06,2023-02-13,1167.46,Received
PO-000663,2023-01-18,MAT-023,SUP-005,WH-003,23,11,2023-01-29,2023-01-27,129.58,Received
PO-000664,2023-01-18,MAT-012,SUP-004,WH-002,190,5,2023-01-23,2023-01-22,50.61,Received
PO-000665,2023-01-18,MAT-001,SUP-001,WH-004,12,17,2023-02-04,2023-02-12,104.84,Received
PO-000666,2023-01-21,MAT-027,SUP-006,WH-004,7,23,2023-02-13,2023-02-18,657.37,Received
PO-000667,2023-01-21,MAT-025,SUP-005,WH-001,19,12,2023-02-02,2023-02-01,127.95,Received
PO-000668,2023-01-22,MAT-021,SUP-005,WH-001,14,13,2023-02-04,2023-02-02,208.55,Received
PO-000669,2023-01-22,MAT-005,SUP-001,WH-004,19,16,2023-02-07,2023-02-12,187.34,Received
PO-000670,2023-01-23,MAT-038,SUP-008,WH-004,101,8,2023-01-31,2023-01-30,70.54,Received
PO-000671,2023-01-24,MAT-037,SUP-004,WH-004,114,6,2023-01-30,2023-01-29,108.65,Received
PO-000672,2023-01-24,MAT-026,SUP-006,WH-003,7,20,2023-02-13,2023-02-13,433.64,Received
PO-000673,2023-01-27,MAT-007,SUP-001,WH-002,7,15,2023-02-11,2023-02-25,1810.3,Received
PO-000674,2023-01-27,MAT-029,SUP-006,WH-003,7,20,2023-02-16,2023-02-14,511.8,Received
PO-000675,2023-01-27,MAT-023,SUP-005,WH-002,13,11,2023-02-07,2023-02-05,129.58,Received
PO-000676,2023-01-28,MAT-036,SUP-008,WH-002,126,7,2023-02-04,2023-02-03,75.97,Received
PO-000677,2023-01-28,MAT-015,SUP-004,WH-001,195,5,2023-02-02,2023-02-01,46.55,Received
PO-000678,2023-01-28,MAT-031,SUP-007,WH-002,6,25,2023-02-22,2023-02-27,1350.5,Received
PO-000679,2023-01-28,MAT-032,SUP-007,WH-003,5,28,2023-02-25,2023-02-23,1238.66,Received
PO-000680,2023-01-29,MAT-011,SUP-004,WH-002,180,8,2023-02-06,2023-02-19,56.76,Received
PO-000681,2023-01-29,MAT-013,SUP-004,WH-003,275,7,2023-02-05,2023-02-03,111.4,Received
PO-000682,2023-01-30,MAT-009,SUP-002,WH-004,8,13,2023-02-12,2023-02-11,677.13,Received
PO-000683,2023-01-30,MAT-016,SUP-003,WH-004,4,26,2023-02-25,2023-03-07,1875.37,Received
PO-000684,2023-01-31,MAT-014,SUP-004,WH-001,246,5,2023-02-05,2023-02-03,50.38,Received
PO-000685,2023-01-31,MAT-003,SUP-002,WH-001,20,12,2023-02-12,2023-02-11,250.33,Received
PO-000686,2023-01-31,MAT-016,SUP-003,WH-004,4,26,2023-02-26,2023-02-26,1875.37,Received
PO-000687,2023-01-31,MAT-018,SUP-003,WH-003,5,26,2023-02-26,2023-02-25,2366.63,Received
PO-000688,2023-02-01,MAT-005,SUP-001,WH-003,11,16,2023-02-17,2023-03-02,187.34,Received
PO-000689,2023-02-02,MAT-008,SUP-001,WH-003,9,18,2023-02-20,2023-02-26,636.55,Received
PO-000690,2023-02-02,MAT-001,SUP-001,WH-003,12,17,2023-02-19,2023-02-17,104.84,Received
PO-000691,2023-02-03,MAT-007,SUP-001,WH-003,10,15,2023-02-18,2023-02-18,1810.3,Received
PO-000692,2023-02-03,MAT-036,SUP-008,WH-003,192,7,2023-02-10,2023-02-09,75.97,Received
PO-000693,2023-02-03,MAT-013,SUP-004,WH-004,151,7,2023-02-10,2023-02-10,111.4,Received
PO-000694,2023-02-04,MAT-037,SUP-004,WH-003,180,6,2023-02-10,2023-02-09,108.65,Received
PO-000695,2023-02-04,MAT-031,SUP-007,WH-002,6,25,2023-03-01,2023-03-06,1350.5,Received
PO-000696,2023-02-04,MAT-033,SUP-007,WH-004,6,25,2023-03-01,2023-02-28,1179.71,Received
PO-000697,2023-02-04,MAT-033,SUP-007,WH-001,5,25,2023-03-01,2023-03-01,1179.71,Received
PO-000698,2023-02-04,MAT-035,SUP-007,WH-003,7,28,2023-03-04,2023-03-03,1653.49,Received
PO-000699,2023-02-05,MAT-021,SUP-005,WH-004,19,13,2023-02-18,2023-02-18,208.55,Received
PO-000700,2023-02-05,MAT-015,SUP-004,WH-002,209,5,2023-02-10,2023-02-16,46.55,Received
PO-000701,2023-02-05,MAT-002,SUP-002,WH-001,16,12,2023-02-17,2023-02-16,241.37,Received
PO-000702,2023-02-05,MAT-020,SUP-003,WH-001,4,23,2023-02-28,2023-03-05,1627.96,Received
PO-000703,2023-02-06,MAT-011,SUP-004,WH-001,212,8,2023-02-14,2023-02-23,56.76,Received
PO-000704,2023-02-07,MAT-029,SUP-006,WH-002,8,20,2023-02-27,2023-02-27,511.8,Received
PO-000705,2023-02-07,MAT-012,SUP-004,WH-003,138,5,2023-02-12,2023-02-14,50.61,Received
PO-000706,2023-02-07,MAT-035,SUP-007,WH-002,6,28,2023-03-07,2023-03-05,1653.49,Received
PO-000707,2023-02-09,MAT-039,SUP-008,WH-002,160,9,2023-02-18,2023-02-17,95.74,Received
PO-000708,2023-02-09,MAT-040,SUP-008,WH-002,104,7,2023-02-16,2023-02-15,97.48,Received
PO-000709,2023-02-09,MAT-030,SUP-006,WH-004,9,21,2023-03-02,2023-03-01,609.7,Received
PO-000710,2023-02-09,MAT-003,SUP-002,WH-002,13,12,2023-02-21,2023-03-05,250.33,Received
PO-000711,2023-02-10,MAT-009,SUP-002,WH-001,8,13,2023-02-23,2023-02-22,677.13,Received
PO-000712,2023-02-10,MAT-024,SUP-005,WH-003,12,12,2023-02-22,2023-02-20,176.74,Received
PO-000713,2023-02-11,MAT-030,SUP-006,WH-003,8,21,2023-03-04,2023-03-03,609.7,Received
PO-000714,2023-02-11,MAT-034,SUP-007,WH-002,6,28,2023-03-11,2023-03-09,783.28,Received
PO-000715,2023-02-12,MAT-039,SUP-008,WH-001,193,9,2023-02-21,2023-02-20,95.74,Received
PO-000716,2023-02-13,MAT-035,SUP-007,WH-003,7,28,2023-03-13,2023-03-13,1653.49,Received
PO-000717,2023-02-14,MAT-022,SUP-005,WH-002,15,11,2023-02-25,2023-02-25,115.12,Received
PO-000718,2023-02-14,MAT-004,SUP-002,WH-002,19,12,2023-02-26,2023-02-25,108.45,Received
PO-000719,2023-02-15,MAT-038,SUP-008,WH-001,144,8,2023-02-23,2023-03-08,70.54,Received
PO-000720,2023-02-15,MAT-026,SUP-006,WH-004,6,20,2023-03-07,2023-03-06,433.64,Received
PO-000721,2023-02-15,MAT-022,SUP-005,WH-001,14,11,2023-02-26,2023-02-24,115.12,Received
PO-000722,2023-02-15,MAT-024,SUP-005,WH-004,22,12,2023-02-27,2023-02-27,176.74,Received
PO-000723,2023-02-16,MAT-014,SUP-004,WH-004,180,5,2023-02-21,2023-02-19,50.38,Received
PO-000724,2023-02-18,MAT-010,SUP-002,WH-002,9,13,2023-03-03,2023-03-02,856.73,Received
PO-000725,2023-02-19,MAT-034,SUP-007,WH-001,7,28,2023-03-19,2023-03-27,783.28,Received
PO-000726,2023-02-20,MAT-006,SUP-001,WH-002,7,18,2023-03-10,2023-03-09,630.77,Received
PO-000727,2023-02-20,MAT-040,SUP-008,WH-003,154,7,2023-02-27,2023-03-05,97.48,Received
PO-000728,2023-02-20,MAT-016,SUP-003,WH-001,6,26,2023-03-18,2023-03-18,1875.37,Received
PO-000729,2023-02-21,MAT-031,SUP-007,WH-003,6,25,2023-03-18,2023-03-16,1350.5,Received
PO-000730,2023-02-21,MAT-002,SUP-002,WH-004,16,12,2023-03-05,2023-03-03,241.37,Received
PO-000731,2023-02-22,MAT-025,SUP-005,WH-004,21,12,2023-03-06,2023-03-05,127.95,Received
PO-000732,2023-02-22,MAT-012,SUP-004,WH-002,190,5,2023-02-27,2023-02-27,50.61,Received
PO-000733,2023-02-27,MAT-008,SUP-001,WH-004,5,18,2023-03-17,2023-03-25,636.55,Received
PO-000734,2023-02-27,MAT-026,SUP-006,WH-003,7,20,2023-03-19,2023-03-23,433.64,Received
PO-000735,2023-02-28,MAT-006,SUP-001,WH-001,10,18,2023-03-18,2023-03-24,630.77,Received
PO-000736,2023-02-28,MAT-037,SUP-004,WH-004,114,6,2023-03-06,2023-03-17,108.65,Received
PO-000737,2023-03-01,MAT-021,SUP-005,WH-001,14,13,2023-03-14,2023-03-16,208.55,Received
PO-000738,2023-03-02,MAT-024,SUP-005,WH-003,12,12,2023-03-14,2023-03-12,176.74,Received
PO-000739,2023-03-02,MAT-002,SUP-002,WH-001,16,12,2023-03-14,2023-03-13,241.37,Received
PO-000740,2023-03-03,MAT-004,SUP-002,WH-003,14,12,2023-03-15,2023-03-15,108.45,Received
PO-000741,2023-03-03,MAT-017,SUP-003,WH-002,7,24,2023-03-27,2023-03-30,3463.71,Received
PO-000742,2023-03-03,MAT-019,SUP-003,WH-004,5,26,2023-03-29,2023-03-28,2922.43,Received
PO-000743,2023-03-04,MAT-025,SUP-005,WH-001,19,12,2023-03-16,2023-03-16,127.95,Received
PO-000744,2023-03-05,MAT-038,SUP-008,WH-004,101,8,2023-03-13,2023-03-27,70.54,Received
PO-000745,2023-03-05,MAT-030,SUP-006,WH-003,8,21,2023-03-26,2023-03-25,609.7,Received
PO-000746,2023-03-05,MAT-013,SUP-004,WH-003,275,7,2023-03-12,2023-03-12,111.4,Received
PO-000747,2023-03-05,MAT-015,SUP-004,WH-001,195,5,2023-03-10,2023-03-14,46.55,Received
PO-000748,2023-03-05,MAT-035,SUP-007,WH-002,6,28,2023-04-02,2023-04-02,1653.49,Received
PO-000749,2023-03-05,MAT-020,SUP-003,WH-004,5,23,2023-03-28,2023-03-28,1627.96,Received
PO-000750,2023-03-06,MAT-007,SUP-001,WH-003,10,15,2023-03-21,2023-03-23,1810.3,Received
PO-000751,2023-03-06,MAT-028,SUP-006,WH-002,8,20,2023-03-26,2023-03-26,1167.46,Received
PO-000752,2023-03-06,MAT-014,SUP-004,WH-001,246,5,2023-03-11,2023-03-11,50.38,Received
PO-000753,2023-03-07,MAT-032,SUP-007,WH-003,5,28,2023-04-04,2023-04-02,1238.66,Received
PO-000754,2023-03-07,MAT-018,SUP-003,WH-003,5,26,2023-04-02,2023-04-01,2366.63,Received
PO-000755,2023-03-08,MAT-036,SUP-008,WH-002,126,7,2023-03-15,2023-03-22,75.97,Received
