maintenance_id,equipment_id,date,maintenance_type,failure_type,downtime_hours,labor_cost,material_cost,contractor_cost,total_cost,priority,work_order_status
MNT-000478,EQ-0041,2023-05-10,Preventive,,9.52,6145.98,255.9,1174.15,7576.03,Medium,Completed
MNT-000479,EQ-0009,2023-05-11,Preventive,,5.37,1385.04,139.65,0.0,1524.69,Medium,Completed
MNT-000480,EQ-0009,2023-05-11,Inspection,,2.23,583.23,255.9,0.0,839.13,Low,Completed
MNT-000481,EQ-0019,2023-05-11,Preventive,,8.47,1992.09,194.96,3391.71,5578.76,Medium,Completed
MNT-000482,EQ-0019,2023-05-11,Inspection,,2.58,909.41,3463.71,0.0,4373.12,Low,Completed
MNT-000483,EQ-0045,2023-05-11,Preventive,,5.08,1346.14,668.4,0.0,2014.54,Medium,Completed
MNT-000484,EQ-0045,2023-05-11,Inspection,,2.01,566.7,255.9,0.0,822.6,Low,Completed
MNT-000485,EQ-0014,2023-05-16,Preventive,,9.53,2259.77,3153.85,0.0,5413.62,Medium,Completed
MNT-000486,EQ-0021,2023-05-16,Preventive,,4.9,962.23,4669.84,0.0,5632.07,Medium,Completed
MNT-000487,EQ-0021,2023-05-16,Inspection,,2.61,442.77,0.0,0.0,442.77,Low,Completed
MNT-000488,EQ-0039,2023-05-19,Corrective,Bearing Failure,11.48,2929.83,302.28,4052.13,7284.24,High,Completed
MNT-000489,EQ-0015,2023-05-20,Corrective,Impeller Wear,11.44,3594.87,325.35,23183.81,27104.03,High,Completed
MNT-000490,EQ-0027,2023-05-20,Corrective,Impeller Wear,57.9,14488.58,629.04,17040.15,32157.77,Critical,Completed
MNT-000491,EQ-0038,2023-05-21,Preventive,,6.12,1586.52,965.48,0.0,2552.0,Medium,Completed
MNT-000492,EQ-0038,2023-05-21,Inspection,,1.54,476.7,100.76,0.0,577.46,Low,Completed
MNT-000493,EQ-0042,2023-05-24,Preventive,,10.54,3963.91,2708.52,0.0,6672.43,Medium,Completed
MNT-000494,EQ-0008,2023-05-25,Corrective,Level Control Fault,55.86,14146.25,7059.1,0.0,21205.35,Critical,Completed
MNT-000495,EQ-0031,2023-05-29,Preventive,,7.0,1346.76,584.88,0.0,1931.64,Medium,Completed
MNT-000496,EQ-0031,2023-05-29,Inspection,,1.26,344.35,3306.98,0.0,3651.33,Low,Completed
MNT-000497,EQ-0003,2023-05-31,Preventive,,6.84,1864.05,4283.65,0.0,6147.7,Medium,Completed
MNT-000498,EQ-0003,2023-05-31,Inspection,,2.77,719.41,113.52,0.0,832.93,Low,Completed
MNT-000499,EQ-0028,2023-05-31,Corrective,Seal Leak,10.3,2512.67,3557.43,19312.74,25382.84,High,Completed
MNT-000500,EQ-0004,2023-06-01,Corrective,Bearing Failure,27.77,6349.07,395.38,0.0,6744.45,High,Completed
MNT-000501,EQ-0038,2023-06-02,Corrective,Motor Overheating,21.51,5435.64,1909.65,0.0,7345.29,High,Completed
MNT-000502,EQ-0013,2023-06-07,Preventive,,4.91,1524.48,227.04,3072.05,4823.57,Medium,Completed
MNT-000503,EQ-0014,2023-06-08,Corrective,Impeller Wear,41.29,10354.78,1514.59,0.0,11869.37,High,Completed
MNT-000504,EQ-0023,2023-06-08,Preventive,,5.83,1366.83,4051.5,0.0,5418.33,Medium,Completed
MNT-000505,EQ-0023,2023-06-08,Inspection,,2.94,813.99,216.9,3053.94,4084.83,Low,Completed
MNT-000506,EQ-0026,2023-06-08,Corrective,Bearing Failure,13.83,4480.44,650.7,0.0,5131.14,High,Completed
MNT-000507,EQ-0032,2023-06-09,Preventive,,5.67,1381.68,531.79,0.0,1913.47,Medium,Completed
MNT-000508,EQ-0044,2023-06-09,Corrective,Level Control Fault,57.11,16665.24,7649.26,21571.66,45886.16,Critical,Completed
MNT-000509,EQ-0015,2023-06-11,Corrective,Bearing Failure,6.24,1385.23,4155.17,8998.24,14538.64,High,Completed
MNT-000510,EQ-0037,2023-06-11,Preventive,,5.15,1704.95,374.68,0.0,2079.63,Medium,Completed
MNT-000511,EQ-0039,2023-06-11,Corrective,Impeller Wear,14.02,3079.86,104.84,0.0,3184.7,High,Completed
MNT-000512,EQ-0028,2023-06-12,Preventive,,6.97,2138.59,419.36,0.0,2557.95,Medium,Completed
MNT-000513,EQ-0028,2023-06-12,Inspection,,2.59,584.45,1273.1,0.0,1857.55,Low,Completed
MNT-000514,EQ-0039,2023-06-13,Corrective,Bearing Failure,58.37,17557.24,562.02,0.0,18119.26,Critical,Completed
MNT-000515,EQ-0022,2023-06-14,Preventive,,5.0,844.45,500.66,0.0,1345.11,Medium,Completed
MNT-000516,EQ-0029,2023-06-15,Corrective,Overheating,111.66,62174.7,17818.79,0.0,79993.49,Critical,Completed
MNT-000517,EQ-0016,2023-06-16,Preventive,,6.93,1848.48,14482.4,4618.71,20949.59,Medium,Completed
MNT-000518,EQ-0001,2023-06-18,Preventive,,4.93,1110.32,151.14,0.0,1261.46,Medium,Completed
MNT-000519,EQ-0014,2023-06-18,Corrective,Bearing Failure,36.73,11039.06,2392.97,0.0,13432.03,High,Completed
MNT-000520,EQ-0044,2023-06-18,Preventive,,6.54,1433.82,9767.76,0.0,11201.58,Medium,Completed
MNT-000521,EQ-0044,2023-06-18,Inspection,,1.73,373.86,0.0,0.0,373.86,Low,Completed
MNT-000522,EQ-0006,2023-06-20,Preventive,,9.17,4721.8,454.08,0.0,5175.88,Medium,Completed
MNT-000523,EQ-0006,2023-06-20,Inspection,,2.08,827.89,3750.74,0.0,4578.63,Low,Completed
MNT-000524,EQ-0046,2023-06-20,Corrective,Stuck Valve,16.99,4871.07,5607.99,6061.73,16540.79,High,Completed
MNT-000525,EQ-0004,2023-06-22,Corrective,Seal Leak,56.25,15442.75,279.3,15071.52,30793.57,Critical,Completed
MNT-000526,EQ-0026,2023-06-22,Corrective,Seal Leak,25.76,5613.07,1909.65,0.0,7522.72,High,Completed
MNT-000527,EQ-0026,2023-06-24,Preventive,,5.19,1236.8,668.4,0.0,1905.2,Medium,Completed
MNT-000528,EQ-0026,2023-06-24,Inspection,,2.95,692.31,0.0,0.0,692.31,Low,Completed
MNT-000529,EQ-0025,2023-06-25,Corrective,Motor Overheating,15.81,4741.06,334.2,0.0,5075.26,High,Completed
MNT-000530,EQ-0025,2023-06-26,Preventive,,4.82,1233.84,668.4,0.0,1902.24,Medium,Completed
MNT-000531,EQ-0002,2023-06-27,Preventive,,3.53,988.52,1261.54,0.0,2250.06,Medium,Completed
MNT-000532,EQ-0027,2023-06-27,Corrective,Bearing Failure,13.8,3668.4,3182.75,0.0,6851.15,High,Completed
MNT-000533,EQ-0034,2023-06-27,Preventive,,7.76,1374.46,209.68,0.0,1584.14,Medium,Completed
MNT-000534,EQ-0034,2023-06-27,Inspection,,2.54,417.04,0.0,0.0,417.04,Low,Completed
MNT-000535,EQ-0013,2023-06-29,Corrective,Bearing Failure,5.06,1535.91,6143.68,0.0,7679.59,High,Completed
MNT-000536,EQ-0018,2023-06-29,Preventive,,9.72,4737.55,354.27,0.0,5091.82,Medium,Completed
MNT-000537,EQ-0039,2023-06-30,Preventive,,4.86,1092.93,1273.1,0.0,2366.03,Medium,Completed
MNT-000538,EQ-0039,2023-06-30,Inspection,,1.71,408.55,222.8,0.0,631.35,Low,Completed
MNT-000539,EQ-0009,2023-07-01,Corrective,Overheating,9.23,2045.05,1554.55,12567.84,16167.44,High,Completed
MNT-000540,EQ-0036,2023-07-01,Preventive,,7.91,2676.9,867.6,0.0,3544.5,Medium,Completed
MNT-000541,EQ-0030,2023-07-02,Corrective,Excessive Vibration,42.81,16115.58,2366.63,0.0,18482.21,High,Completed
MNT-000542,EQ-0010,2023-07-05,Preventive,,6.34,1199.7,24245.97,0.0,25445.67,Medium,Completed
MNT-000543,EQ-0010,2023-07-05,Inspection,,2.33,367.71,3463.71,0.0,3831.42,Low,Completed
MNT-000544,EQ-0027,2023-07-07,Corrective,Bearing Failure,58.91,14020.56,202.44,18587.45,32810.45,Critical,Completed
MNT-000545,EQ-0019,2023-07-09,Corrective,Fouling,54.71,13042.51,17318.55,0.0,30361.06,Critical,Completed
MNT-000546,EQ-0026,2023-07-15,Corrective,Motor Overheating,8.15,2014.77,562.02,0.0,2576.79,High,Completed
MNT-000547,EQ-0037,2023-07-15,Corrective,Motor Overheating,20.26,4544.28,2802.48,6246.54,13593.3,High,Completed
MNT-000548,EQ-0024,2023-07-16,Preventive,,5.57,1855.15,779.84,0.0,2634.99,Medium,Completed
MNT-000549,EQ-0029,2023-07-16,Preventive,,10.75,4743.16,1036.64,0.0,5779.8,Medium,Completed
MNT-000550,EQ-0029,2023-07-16,Inspection,,2.84,895.11,0.0,0.0,895.11,Low,Completed
MNT-000551,EQ-0008,2023-07-17,Preventive,,4.72,1072.47,670.18,0.0,1742.65,Medium,Completed
MNT-000552,EQ-0004,2023-07-19,Corrective,Impeller Wear,33.05,7614.76,500.66,28580.72,36696.14,High,Completed
MNT-000553,EQ-0030,2023-07-19,Preventive,,9.63,4527.35,17534.58,0.0,22061.93,Medium,Completed
MNT-000554,EQ-0023,2023-07-21,Corrective,Tube Fouling,22.18,5731.8,6752.5,0.0,12484.3,High,Completed
MNT-000555,EQ-0001,2023-07-25,Corrective,Seal Leak,21.8,4426.58,251.9,0.0,4678.48,High,Completed
MNT-000556,EQ-0011,2023-07-25,Preventive,,6.62,1724.74,1001.32,0.0,2726.06,Medium,Completed
MNT-000557,EQ-0005,2023-07-26,Preventive,,16.59,6697.56,511.8,0.0,7209.36,Medium,Completed
MNT-000558,EQ-0048,2023-07-26,Preventive,,5.56,1651.69,1498.72,0.0,3150.41,Medium,Completed
MNT-000559,EQ-0017,2023-07-27,Corrective,Valve Failure,33.93,18869.22,8097.93,0.0,26967.15,High,Completed
MNT-000560,EQ-0002,2023-07-28,Corrective,Motor Overheating,36.97,7233.02,333.51,0.0,7566.53,High,Completed
MNT-000561,EQ-0019,2023-07-28,Corrective,Fouling,19.07,5187.26,13486.64,15008.18,33682.08,High,Completed
MNT-000562,EQ-0035,2023-07-29,Preventive,,4.5,924.94,151.94,0.0,1076.88,Medium,Completed
MNT-000563,EQ-0035,2023-07-29,Inspection,,2.99,604.87,0.0,8028.14,8633.01,Low,Completed
MNT-000564,EQ-0007,2023-07-30,Preventive,,8.1,1887.27,9767.76,0.0,11655.03,Medium,Completed
MNT-000565,EQ-0038,2023-08-01,Corrective,Motor Overheating,6.56,1272.97,1124.04,0.0,2397.01,High,Completed
MNT-000566,EQ-0031,2023-08-02,Corrective,Fouling,21.55,4267.01,97.48,0.0,4364.49,High,Completed
MNT-000567,EQ-0046,2023-08-02,Preventive,,4.42,697.71,13023.68,0.0,13721.39,Medium,Completed
MNT-000568,EQ-0012,2023-08-05,Preventive,,9.47,3896.51,482.74,0.0,4379.25,Medium,Completed
MNT-000569,EQ-0047,2023-08-06,Preventive,,6.33,1278.49,6193.3,5351.83,12823.62,Medium,Completed
MNT-000570,EQ-0047,2023-08-06,Inspection,,2.66,731.94,0.0,0.0,731.94,Low,Completed
MNT-000571,EQ-0015,2023-08-07,Preventive,,6.44,1190.15,325.85,0.0,1516.0,Medium,Completed
MNT-000572,EQ-0015,2023-08-07,Inspection,,2.02,455.75,0.0,0.0,455.75,Low,Completed
MNT-000573,EQ-0041,2023-08-08,Corrective,Overheating,36.36,15507.04,1273.1,9257.62,26037.76,High,Completed
MNT-000574,EQ-0045,2023-08-08,Corrective,Overheating,31.59,9346.5,1940.39,0.0,11286.89,High,Completed
MNT-000575,EQ-0004,2023-08-09,Preventive,,5.46,1290.74,5417.04,0.0,6707.78,Medium,Completed
MNT-000576,EQ-0008,2023-08-09,Corrective,Level Control Fault,5.85,1598.01,10391.13,0.0,11989.14,High,Completed
MNT-000577,EQ-0006,2023-08-10,Corrective,Seal Leak,44.46,20342.16,3385.65,6805.29,30533.1,High,Completed
MNT-000578,EQ-0009,2023-08-12,Corrective,Fuel System Fault,11.39,2777.5,7004.76,0.0,9782.26,High,Completed
MNT-000579,EQ-0021,2023-08-15,Preventive,,6.05,1712.62,253.05,0.0,1965.67,Medium,Completed
MNT-000580,EQ-0021,2023-08-15,Inspection,,2.37,583.32,1167.46,0.0,1750.78,Low,Completed
MNT-000581,EQ-0033,2023-08-15,Preventive,,8.21,2219.9,891.2,0.0,3111.1,Medium,Completed
MNT-000582,EQ-0033,2023-08-15,Inspection,,2.18,704.21,609.7,0.0,1313.91,Low,Completed
MNT-000583,EQ-0037,2023-08-16,Corrective,Bearing Failure,36.93,8452.38,374.68,7807.2,16634.26,High,Completed
MNT-000584,EQ-0027,2023-08-17,Preventive,,4.31,980.8,374.68,0.0,1355.48,Medium,Completed
MNT-000585,EQ-0027,2023-08-17,Inspection,,1.65,501.38,101.22,0.0,602.6,Low,Completed
MNT-000586,EQ-0003,2023-08-18,Corrective,Bearing Failure,6.68,1944.2,856.73,0.0,2800.93,High,Completed
MNT-000587,EQ-0019,2023-08-19,Corrective,Valve Failure,105.6,29328.31,15194.87,0.0,44523.18,Critical,Completed
MNT-000588,EQ-0040,2023-08-20,Preventive,,8.83,2030.52,482.74,0.0,2513.26,Medium,Completed
MNT-000589,EQ-0017,2023-08-22,Preventive,,10.65,4522.71,24245.97,0.0,28768.68,Medium,Completed
MNT-000590,EQ-0017,2023-08-22,Inspection,,2.08,837.83,4733.26,0.0,5571.09,Low,Completed
MNT-000591,EQ-0029,2023-08-22,Corrective,Valve Failure,35.84,14602.37,1086.14,17884.14,33572.65,High,Completed
MNT-000592,EQ-0040,2023-08-22,Corrective,Motor Overheating,58.16,18598.2,209.68,0.0,18807.88,Critical,Completed
MNT-000593,EQ-0041,2023-08-22,Preventive,,9.7,4194.79,4062.78,0.0,8257.57,Medium,Completed
MNT-000594,EQ-0016,2023-08-26,Corrective,Motor Overheating,24.51,8393.97,1641.63,51226.89,61262.49,High,Completed
MNT-000595,EQ-0045,2023-08-27,Corrective,Fuel System Fault,6.23,1429.08,2389.21,0.0,3818.29,High,Completed
MNT-000596,EQ-0027,2023-08-28,Corrective,Bearing Failure,35.14,10831.04,475.85,0.0,11306.89,High,Completed
MNT-000597,EQ-0037,2023-08-28,Corrective,Seal Leak,20.54,5539.42,251.9,10311.85,16103.17,High,Completed
MNT-000598,EQ-0043,2023-08-28,Preventive,,6.05,1555.57,651.9,0.0,2207.47,Medium,Completed
MNT-000599,EQ-0020,2023-08-31,Preventive,,4.35,1089.45,6613.96,0.0,7703.41,Medium,Completed
MNT-000600,EQ-0020,2023-08-31,Inspection,,2.76,696.11,2366.63,0.0,3062.74,Low,Completed
MNT-000601,EQ-0014,2023-09-01,Preventive,,5.16,1334.57,1251.65,0.0,2586.22,Medium,Completed
MNT-000602,EQ-0014,2023-09-01,Inspection,,2.84,670.3,0.0,0.0,670.3,Low,Completed
MNT-000603,EQ-0023,2023-09-02,Corrective,Gasket Failure,19.46,5833.33,1501.98,0.0,7335.31,High,Completed
MNT-000604,EQ-0009,2023-09-03,Preventive,,3.02,875.21,460.48,0.0,1335.69,Medium,Completed
MNT-000605,EQ-0017,2023-09-04,Corrective,Seal Leak,27.63,10302.08,820.3,8778.81,19901.19,High,Completed
MNT-000606,EQ-0019,2023-09-04,Corrective,Valve Failure,10.66,2388.92,14199.78,0.0,16588.7,High,Completed
MNT-000607,EQ-0045,2023-09-05,Preventive,,3.15,1062.38,2601.84,0.0,3664.22,Medium,Completed
MNT-000608,EQ-0003,2023-09-06,Corrective,Bearing Failure,18.11,5232.16,1892.31,0.0,7124.47,High,Completed
MNT-000609,EQ-0031,2023-09-06,Preventive,,4.25,953.76,5402.0,0.0,6355.76,Medium,Completed
MNT-000610,EQ-0004,2023-09-07,Corrective,Impeller Wear,8.42,1847.89,3200.21,0.0,5048.1,High,Completed
MNT-000611,EQ-0023,2023-09-07,Preventive,,9.02,2005.36,2002.64,3717.01,7725.01,Medium,Completed
MNT-000612,EQ-0040,2023-09-07,Corrective,Impeller Wear,7.38,1637.98,302.28,0.0,1940.26,High,Completed
MNT-000613,EQ-0019,2023-09-10,Preventive,,8.33,1965.21,287.22,0.0,2252.43,Medium,Completed
MNT-000614,EQ-0042,2023-09-10,Corrective,Excessive Vibration,16.01,7251.51,2239.94,0.0,9491.45,High,Completed
MNT-000615,EQ-0003,2023-09-11,Corrective,Motor Overheating,47.29,12346.87,232.75,0.0,12579.62,High,Completed
MNT-000616,EQ-0042,2023-09-11,Preventive,,4.51,2023.91,334.2,2294.57,4652.68,Medium,Completed
MNT-000617,EQ-0022,2023-09-13,Preventive,,6.05,1230.42,759.15,0.0,1989.57,Medium,Completed
MNT-000618,EQ-0040,2023-09-13,Corrective,Impeller Wear,15.26,3140.65,3497.05,0.0,6637.7,High,Completed
MNT-000619,EQ-0038,2023-09-16,Preventive,,11.1,2702.32,557.0,0.0,3259.32,Medium,Completed
MNT-000620,EQ-0031,2023-09-18,Corrective,Fouling,5.07,1151.73,14199.78,33685.54,49037.05,High,Completed
MNT-000621,EQ-0025,2023-09-19,Preventive,,7.76,1728.54,524.2,0.0,2252.74,Medium,Completed
MNT-000622,EQ-0025,2023-09-19,Inspection,,1.35,316.11,50.61,0.0,366.72,Low,Completed
MNT-000624,EQ-0013,2023-09-20,Preventive,,9.35,2389.91,303.66,0.0,2693.57,Medium,Completed
MNT-000625,EQ-0036,2023-09-20,Corrective,Pressure Fault,16.1,4939.02,227.91,0.0,5166.93,High,Completed
MNT-000626,EQ-0003,2023-09-23,Preventive,,8.5,1970.53,5417.04,0.0,7387.57,Medium,Completed
MNT-000627,EQ-0003,2023-09-23,Inspection,,1.95,515.89,0.0,5363.0,5878.89,Low,Completed
MNT-000628,EQ-0035,2023-09-25,Corrective,Tube Fouling,24.25,7522.86,879.81,0.0,8402.67,High,Completed
MNT-000629,EQ-0015,2023-09-26,Corrective,Motor Overheating,47.75,11335.98,113.52,0.0,11449.5,High,Completed
MNT-000630,EQ-0002,2023-09-27,Preventive,,5.82,1672.0,340.56,0.0,2012.56,Medium,Completed
MNT-000631,EQ-0002,2023-09-27,Inspection,,2.29,603.84,250.33,0.0,854.17,Low,Completed
MNT-000632,EQ-0039,2023-09-28,Corrective,Bearing Failure,11.56,3421.66,2096.99,12652.21,18170.86,High,Completed
MNT-000633,EQ-0029,2023-09-29,Corrective,Excessive Vibration,20.57,8009.67,12501.55,0.0,20511.22,High,Completed
MNT-000634,EQ-0032,2023-09-29,Preventive,,8.54,2296.87,6193.3,0.0,8490.17,Medium,Completed
MNT-000635,EQ-0032,2023-09-29,Inspection,,1.74,360.9,1653.49,0.0,2014.39,Low,Completed
MNT-000636,EQ-0016,2023-09-30,Preventive,,6.43,1435.44,325.35,0.0,1760.79,Medium,Completed
MNT-000637,EQ-0041,2023-09-30,Corrective,Valve Failure,34.04,11778.58,17980.18,0.0,29758.76,High,Completed
MNT-000638,EQ-0001,2023-10-02,Corrective,Motor Overheating,15.55,4518.44,542.08,12112.11,17172.63,High,Completed
MNT-000639,EQ-0010,2023-10-02,Preventive,,10.88,1733.25,6511.84,0.0,8245.09,Medium,Completed
MNT-000640,EQ-0039,2023-10-02,Preventive,,10.4,2363.39,733.88,0.0,3097.27,Medium,Completed
MNT-000641,EQ-0048,2023-10-02,Corrective,Corrosion Leak,17.72,5529.42,1722.96,0.0,7252.38,High,Completed
MNT-000642,EQ-0037,2023-10-04,Preventive,,8.59,1753.19,668.4,0.0,2421.59,Medium,Completed
MNT-000643,EQ-0044,2023-10-07,Preventive,,11.34,3146.02,564.32,0.0,3710.34,Medium,Completed
MNT-000644,EQ-0028,2023-10-08,Preventive,,8.24,2351.17,3819.3,0.0,6170.47,Medium,Completed
MNT-000645,EQ-0029,2023-10-09,Preventive,,9.66,2979.3,303.66,0.0,3282.96,Medium,Completed
MNT-000646,EQ-0001,2023-10-11,Preventive,,7.46,1797.57,1206.85,0.0,3004.42,Medium,Completed
MNT-000647,EQ-0001,2023-10-11,Inspection,,1.88,451.03,0.0,0.0,451.03,Low,Completed
MNT-000648,EQ-0028,2023-10-14,Corrective,Seal Leak,53.87,11540.93,209.68,5880.1,17630.71,Critical,Completed
MNT-000649,EQ-0034,2023-10-14,Preventive,,4.81,962.33,17534.58,0.0,18496.91,Medium,Completed
MNT-000650,EQ-0036,2023-10-14,Preventive,,7.24,2059.6,733.88,0.0,2793.48,Medium,Completed
MNT-000651,EQ-0036,2023-10-14,Inspection,,1.29,359.99,0.0,0.0,359.99,Low,Completed
MNT-000652,EQ-0020,2023-10-15,Corrective,Level Control Fault,28.15,5741.88,20782.26,0.0,26524.14,High,Completed
MNT-000653,EQ-0006,2023-10-16,Preventive,,12.94,6455.81,100.76,0.0,6556.57,Medium,Completed
MNT-000654,EQ-0006,2023-10-16,Inspection,,1.05,374.57,0.0,0.0,374.57,Low,Completed
MNT-000655,EQ-0026,2023-10-16,Preventive,,5.87,1483.84,5430.9,0.0,6914.74,Medium,Completed
MNT-000656,EQ-0038,2023-10-18,Corrective,Impeller Wear,18.16,5434.48,3819.3,6315.19,15568.97,High,Completed
MNT-000657,EQ-0011,2023-10-20,Preventive,,4.05,1217.5,564.32,6004.08,7785.9,Medium,Completed
MNT-000658,EQ-0005,2023-10-22,Preventive,,12.52,4838.41,186.2,0.0,5024.61,Medium,Completed
MNT-000659,EQ-0007,2023-10-23,Preventive,,9.2,2119.81,765.92,0.0,2885.73,Medium,Completed
MNT-000660,EQ-0007,2023-10-23,Inspection,,2.49,599.77,0.0,0.0,599.77,Low,Completed
MNT-000661,EQ-0024,2023-10-24,Preventive,,6.32,2022.81,6613.96,0.0,8636.77,Medium,Completed
MNT-000662,EQ-0004,2023-10-25,Corrective,Bearing Failure,8.55,1830.87,2569.63,19867.1,24267.6,High,Completed
MNT-000663,EQ-0006,2023-10-25,Corrective,Seal Leak,60.23,24901.05,7785.28,5674.04,38360.37,Critical,Completed
MNT-000664,EQ-0021,2023-10-29,Corrective,Fuel System Fault,21.24,6571.47,259.16,2252.17,9082.8,High,Completed
MNT-000665,EQ-0018,2023-10-30,Preventive,,7.38,3286.12,101.22,0.0,3387.34,Medium,Completed
MNT-000666,EQ-0028,2023-10-30,Corrective,Impeller Wear,24.96,6261.81,3233.36,8466.48,17961.65,High,Completed
MNT-000667,EQ-0014,2023-10-31,Corrective,Motor Overheating,20.74,5344.58,976.05,0.0,6320.63,High,Completed
MNT-000668,EQ-0004,2023-11-04,Preventive,,7.83,2440.23,4062.78,0.0,6503.01,Medium,Completed
MNT-000669,EQ-0004,2023-11-04,Inspection,,2.3,596.89,0.0,0.0,596.89,Low,Completed
MNT-000670,EQ-0025,2023-11-04,Corrective,Motor Overheating,17.01,4982.98,632.94,0.0,5615.92,High,Completed
MNT-000671,EQ-0002,2023-11-05,Corrective,Seal Leak,5.38,1284.66,856.73,0.0,2141.39,High,Completed
MNT-000672,EQ-0012,2023-11-07,Preventive,,4.75,1410.32,1752.31,0.0,3162.63,Medium,Completed
MNT-000673,EQ-0024,2023-11-07,Corrective,Flange Leak,20.5,7312.69,11409.98,0.0,18722.67,High,Completed
MNT-000674,EQ-0030,2023-11-08,Corrective,Valve Failure,78.62,35525.52,1810.3,7792.02,45127.84,Critical,Completed
MNT-000675,EQ-0041,2023-11-08,Corrective,Seal Leak,34.27,17863.75,1925.75,0.0,19789.5,High,Completed
MNT-000676,EQ-0018,2023-11-09,Corrective,Valve Failure,109.64,48029.84,7569.24,13560.13,69159.21,Critical,Completed
MNT-000677,EQ-0021,2023-11-09,Preventive,,7.91,2139.54,907.06,0.0,3046.6,Medium,Completed
MNT-000678,EQ-0021,2023-11-09,Inspection,,2.66,522.34,0.0,0.0,522.34,Low,Completed
MNT-000679,EQ-0006,2023-11-10,Corrective,Seal Leak,5.65,2492.1,4062.78,0.0,6554.88,High,Completed
MNT-000680,EQ-0048,2023-11-11,Preventive,,5.51,1277.87,1689.59,0.0,2967.46,Medium,Completed
MNT-000681,EQ-0048,2023-11-11,Inspection,,1.01,301.14,0.0,0.0,301.14,Low,Completed
MNT-000682,EQ-0009,2023-11-12,Corrective,Electrical Fault,5.36,1137.44,417.1,0.0,1554.54,High,Completed
MNT-000683,EQ-0015,2023-11-13,Corrective,Impeller Wear,8.89,2429.2,4453.93,0.0,6883.13,High,Completed
MNT-000684,EQ-0046,2023-11-14,Preventive,,5.85,911.47,838.72,0.0,1750.19,Medium,Completed
MNT-000685,EQ-0046,2023-11-14,Inspection,,1.17,195.52,2922.43,0.0,3117.95,Low,Completed
MNT-000686,EQ-0010,2023-11-15,Corrective,Actuator Failure,15.01,2526.56,14105.17,0.0,16631.73,High,Completed
MNT-000687,EQ-0030,2023-11-16,Preventive,,10.99,4125.41,222.8,0.0,4348.21,Medium,Completed
MNT-000688,EQ-0008,2023-11-17,Preventive,,5.86,1246.64,4699.68,0.0,5946.32,Medium,Completed
MNT-000689,EQ-0008,2023-11-17,Inspection,,1.99,601.24,783.28,0.0,1384.52,Low,Completed
MNT-000690,EQ-0047,2023-11-18,Preventive,,10.12,2709.6,3539.13,0.0,6248.73,Medium,Completed
MNT-000691,EQ-0033,2023-11-19,Preventive,,6.9,1667.25,101.22,1968.86,3737.33,Medium,Completed
MNT-000692,EQ-0033,2023-11-19,Inspection,,2.81,773.28,50.61,0.0,823.89,Low,Completed
MNT-000693,EQ-0016,2023-11-20,Corrective,Bearing Failure,13.28,3539.16,14482.4,17190.44,35212.0,High,Completed
MNT-000694,EQ-0041,2023-11-20,Preventive,,18.93,5855.12,23379.44,0.0,29234.56,Medium,Completed
MNT-000695,EQ-0041,2023-11-20,Inspection,,2.11,887.9,677.13,0.0,1565.03,Low,Completed
MNT-000696,EQ-0029,2023-11-22,Corrective,Valve Failure,17.61,7664.91,3486.41,0.0,11151.32,High,Completed
MNT-000697,EQ-0035,2023-11-23,Preventive,,5.18,1464.72,455.82,0.0,1920.54,Medium,Completed
MNT-000698,EQ-0015,2023-11-25,Preventive,,6.56,1625.17,139.65,0.0,1764.82,Medium,Completed
MNT-000699,EQ-0002,2023-11-28,Corrective,Seal Leak,18.57,6204.45,345.0,11980.83,18530.28,High,Completed
MNT-000700,EQ-0017,2023-11-29,Corrective,Overheating,47.27,20538.77,9466.52,14225.49,44230.78,High,Completed
MNT-000701,EQ-0027,2023-11-29,Preventive,,6.84,1533.12,1124.04,0.0,2657.16,Medium,Completed
MNT-000702,EQ-0027,2023-11-29,Inspection,,1.02,312.05,0.0,0.0,312.05,Low,Completed
MNT-000703,EQ-0011,2023-11-30,Corrective,Gasket Failure,34.92,9108.18,1033.15,0.0,10141.33,High,Completed
MNT-000704,EQ-0025,2023-12-02,Corrective,Impeller Wear,23.84,7342.88,3182.75,0.0,10525.63,High,Completed
MNT-000705,EQ-0019,2023-12-07,Preventive,,7.51,1766.66,6266.24,0.0,8032.9,Medium,Completed
MNT-000706,EQ-0031,2023-12-07,Preventive,,6.64,1670.71,6613.96,0.0,8284.67,Medium,Completed
MNT-000707,EQ-0031,2023-12-07,Inspection,,2.2,634.84,1653.49,0.0,2288.33,Low,Completed
MNT-000708,EQ-0023,2023-12-11,Preventive,,4.32,1275.74,574.44,0.0,1850.18,Medium,Completed
MNT-000709,EQ-0017,2023-12-12,Preventive,,9.76,4395.89,18933.04,0.0,23328.93,Medium,Completed
MNT-000710,EQ-0017,2023-12-12,Inspection,,2.7,1250.36,0.0,0.0,1250.36,Low,Completed
MNT-000711,EQ-0040,2023-12-14,Preventive,,9.21,2704.23,1354.26,0.0,4058.49,Medium,Completed
MNT-000712,EQ-0040,2023-12-14,Inspection,,1.17,300.61,0.0,0.0,300.61,Low,Completed
MNT-000713,EQ-0003,2023-12-15,Corrective,Seal Leak,17.35,4532.33,2523.08,0.0,7055.41,High,Completed
