timestamp,equipment_id,temperature_c,pressure_psi,vibration_mm_s,flow_rate,energy_consumption_kwh,operating_hours
2024-03-30 18:00:00,EQ-0030,83.76,1183.0,3.422,405.39,5984.3,12.0
2024-03-31 06:00:00,EQ-0030,83.34,1219.3,3.571,417.44,6404.7,12.0
2024-03-31 18:00:00,EQ-0030,84.11,1168.8,3.289,404.55,6463.3,12.0
2024-04-01 06:00:00,EQ-0030,83.18,1201.6,2.907,387.06,5809.3,12.0
2024-04-01 18:00:00,EQ-0030,81.57,1169.5,3.029,422.63,6079.7,12.0
2024-04-02 06:00:00,EQ-0030,82.53,1199.0,2.874,396.45,5833.2,12.0
2024-04-02 18:00:00,EQ-0030,83.27,1197.1,2.849,430.33,6078.3,12.0
2024-04-03 06:00:00,EQ-0030,83.91,1224.1,3.055,397.44,6073.5,12.0
2024-04-03 18:00:00,EQ-0030,87.54,1213.9,3.068,384.77,5863.7,12.0
2024-04-04 06:00:00,EQ-0030,85.73,1192.5,3.165,408.91,5603.0,12.0
2024-04-04 18:00:00,EQ-0030,84.92,1173.5,3.077,413.26,5802.1,12.0
2024-04-05 06:00:00,EQ-0030,84.68,1210.5,3.122,402.52,6089.2,12.0
2024-04-05 18:00:00,EQ-0030,84.43,1204.5,3.392,384.95,5812.3,12.0
2024-04-06 06:00:00,EQ-0030,88.27,1185.5,3.19,392.47,6344.1,12.0
2024-04-06 18:00:00,EQ-0030,85.11,1172.6,3.542,390.38,5596.5,12.0
2024-04-07 06:00:00,EQ-0030,58.94,1187.2,0.515,0.0,0.0,0.0
2024-04-07 18:00:00,EQ-0030,57.58,1228.2,0.46,0.0,0.0,0.0
2024-04-08 06:00:00,EQ-0030,84.11,1220.7,3.25,374.69,4920.3,11.51
2024-04-08 18:00:00,EQ-0030,85.21,1198.3,3.377,381.28,5983.8,11.51
2024-04-09 06:00:00,EQ-0030,85.92,1215.0,3.361,406.06,5998.6,12.0
2024-04-09 18:00:00,EQ-0030,85.28,1215.1,3.221,385.63,6004.8,12.0
2024-04-10 06:00:00,EQ-0030,94.92,1177.8,2.942,140.0,2068.4,4.19
2024-04-10 18:00:00,EQ-0030,90.76,1184.8,3.062,139.12,2192.0,4.19
2024-04-11 06:00:00,EQ-0030,85.36,1197.0,3.431,398.34,5917.9,12.0
2024-04-11 18:00:00,EQ-0030,86.53,1191.6,3.357,411.16,6330.9,12.0
2024-04-12 06:00:00,EQ-0030,87.68,1212.7,3.168,397.76,6050.1,12.0
2024-04-12 18:00:00,EQ-0030,87.15,1185.4,3.257,396.2,6096.7,12.0
2024-04-13 06:00:00,EQ-0030,86.82,1191.8,3.511,399.98,6295.0,12.0
2024-04-13 18:00:00,EQ-0030,83.43,1211.5,3.664,392.58,5833.0,12.0
2024-04-14 06:00:00,EQ-0030,82.75,1232.5,3.406,400.42,5779.7,12.0
2024-04-14 18:00:00,EQ-0030,82.83,1187.3,3.524,400.52,6035.9,12.0
2024-04-15 06:00:00,EQ-0030,86.77,1166.8,3.685,397.03,5562.0,12.0
2024-04-15 18:00:00,EQ-0030,89.22,1204.7,3.709,385.22,5611.8,12.0
2024-04-16 06:00:00,EQ-0030,88.55,1217.8,3.458,399.47,6178.3,12.0
2024-04-16 18:00:00,EQ-0030,88.6,1207.3,3.389,404.54,5872.0,12.0
2024-04-17 06:00:00,EQ-0030,88.24,1204.9,3.189,399.91,6296.4,12.0
2024-04-17 18:00:00,EQ-0030,88.31,1179.7,3.087,401.97,6153.1,12.0
2024-04-18 06:00:00,EQ-0030,87.07,1191.1,3.334,407.97,5769.1,12.0
2024-04-18 18:00:00,EQ-0030,86.35,1178.0,3.346,401.61,5976.9,12.0
2024-04-19 06:00:00,EQ-0030,86.02,1192.0,3.314,396.74,5888.8,12.0
2024-04-19 18:00:00,EQ-0030,84.45,1181.3,3.19,402.92,6029.5,12.0
2024-04-20 06:00:00,EQ-0030,88.05,1218.7,3.079,412.29,6042.4,12.0
2024-04-20 18:00:00,EQ-0030,87.5,1173.6,3.213,404.51,6428.4,12.0
2024-04-21 06:00:00,EQ-0030,87.93,1177.1,3.193,407.85,5937.4,12.0
2024-04-21 18:00:00,EQ-0030,89.83,1201.7,3.449,407.62,6002.8,12.0
2024-04-22 06:00:00,EQ-0030,88.39,1211.5,3.561,403.85,6701.3,12.0
2024-04-22 18:00:00,EQ-0030,87.11,1209.5,3.505,393.46,6675.0,12.0
2024-04-23 06:00:00,EQ-0030,86.59,1196.4,3.85,424.33,6364.9,12.0
2024-04-23 18:00:00,EQ-0030,85.26,1225.1,3.982,399.68,6207.4,12.0
2024-04-24 06:00:00,EQ-0030,83.78,1160.8,3.644,407.52,5912.0,12.0
2024-04-24 18:00:00,EQ-0030,84.82,1219.6,3.478,398.59,6195.6,12.0
2024-04-25 06:00:00,EQ-0030,82.58,1211.0,3.471,416.01,6111.3,12.0
2024-04-25 18:00:00,EQ-0030,82.39,1209.6,3.146,393.66,6238.2,12.0
2024-04-26 06:00:00,EQ-0030,85.12,1179.4,3.369,385.88,6431.4,12.0
2024-04-26 18:00:00,EQ-0030,85.17,1181.4,3.044,419.22,6110.5,12.0
2024-04-27 06:00:00,EQ-0030,87.22,1203.6,3.672,411.63,6392.4,12.0
2024-04-27 18:00:00,EQ-0030,87.67,1211.5,3.867,401.61,5918.8,12.0
2024-04-28 06:00:00,EQ-0030,84.78,1217.4,3.268,406.77,5780.7,12.0
2024-04-28 18:00:00,EQ-0030,85.9,1199.6,3.176,399.39,5686.6,12.0
2024-04-29 06:00:00,EQ-0030,87.91,1209.1,3.659,385.5,6241.8,12.0
2024-04-29 18:00:00,EQ-0030,84.72,1179.8,3.706,379.56,6049.6,12.0
2024-04-30 06:00:00,EQ-0030,83.7,1211.5,3.338,377.63,5989.6,12.0
2024-04-30 18:00:00,EQ-0030,83.64,1183.5,3.068,374.9,5930.3,12.0
2024-05-01 06:00:00,EQ-0030,82.64,1191.7,3.055,388.47,5820.8,12.0
2024-05-01 18:00:00,EQ-0030,85.16,1236.3,3.253,377.63,6168.8,12.0
2024-05-02 06:00:00,EQ-0030,83.66,1192.5,3.174,394.51,5760.4,12.0
2024-05-02 18:00:00,EQ-0030,84.63,1181.4,3.33,404.23,5983.8,12.0
2024-05-03 06:00:00,EQ-0030,85.4,1226.6,3.542,409.6,6279.8,12.0
2024-05-03 18:00:00,EQ-0030,85.18,1198.8,3.502,407.89,6183.7,12.0
2024-05-04 06:00:00,EQ-0030,82.99,1202.5,3.453,394.22,6402.3,12.0
2024-05-04 18:00:00,EQ-0030,85.48,1206.8,3.301,396.58,5627.3,12.0
2024-05-05 06:00:00,EQ-0030,82.07,1178.4,3.463,394.17,6105.0,12.0
2024-05-05 18:00:00,EQ-0030,82.82,1209.7,3.383,409.75,5928.5,12.0
2024-05-06 06:00:00,EQ-0030,81.24,1193.5,3.286,394.82,6099.7,12.0
2024-05-06 18:00:00,EQ-0030,80.58,1198.5,3.366,398.67,5970.0,12.0
2024-05-07 06:00:00,EQ-0030,80.89,1198.9,3.463,413.41,5936.5,12.0
2024-05-07 18:00:00,EQ-0030,82.73,1164.1,3.776,407.46,6257.9,12.0
2024-05-08 06:00:00,EQ-0030,82.06,1180.9,3.16,426.4,5734.6,12.0
2024-05-08 18:00:00,EQ-0030,82.75,1196.6,3.265,390.37,5590.7,12.0
2024-05-09 06:00:00,EQ-0030,84.06,1199.2,3.239,386.44,6056.2,12.0
2024-05-09 18:00:00,EQ-0030,87.06,1202.3,2.974,409.97,6089.5,12.0
2024-05-10 06:00:00,EQ-0030,85.54,1207.3,2.903,401.92,6127.4,12.0
2024-05-10 18:00:00,EQ-0030,87.52,1209.7,3.111,418.25,5974.6,12.0
2024-05-11 06:00:00,EQ-0030,85.85,1180.3,3.187,406.83,5912.7,12.0
2024-05-11 18:00:00,EQ-0030,84.64,1189.0,3.108,388.71,6294.3,12.0
2024-05-12 06:00:00,EQ-0030,87.73,1216.6,3.445,392.76,5794.4,12.0
2024-05-12 18:00:00,EQ-0030,88.27,1205.9,3.46,396.9,6119.9,12.0
2024-05-13 06:00:00,EQ-0030,86.39,1196.3,3.376,393.02,6402.2,12.0
2024-05-13 18:00:00,EQ-0030,88.66,1210.5,3.467,393.63,5792.4,12.0
2024-05-14 06:00:00,EQ-0030,87.95,1171.3,3.18,406.1,5967.9,12.0
2024-05-14 18:00:00,EQ-0030,88.02,1205.7,3.201,400.07,5929.9,12.0
2024-05-15 06:00:00,EQ-0030,88.76,1218.7,3.728,392.19,6215.0,12.0
2024-05-15 18:00:00,EQ-0030,84.67,1220.1,3.441,390.35,6568.3,12.0
2024-05-16 06:00:00,EQ-0030,84.69,1221.7,3.435,404.45,5692.1,12.0
2024-05-16 18:00:00,EQ-0030,84.93,1188.7,3.463,392.51,5733.5,12.0
2024-05-17 06:00:00,EQ-0030,86.42,1199.1,3.168,388.34,5813.5,12.0
2024-05-17 18:00:00,EQ-0030,85.76,1232.7,3.049,394.64,5682.9,12.0
2024-05-18 06:00:00,EQ-0030,82.53,1195.3,3.473,400.13,6278.6,12.0
2024-05-18 18:00:00,EQ-0030,84.42,1179.1,3.249,398.56,6101.5,12.0
2024-05-19 06:00:00,EQ-0030,84.18,1213.7,2.863,391.27,5740.1,12.0
2024-05-19 18:00:00,EQ-0030,86.4,1172.7,2.98,417.5,5757.7,12.0
2024-05-20 06:00:00,EQ-0030,85.49,1167.7,3.13,406.27,6166.7,12.0
2024-05-20 18:00:00,EQ-0030,82.56,1199.1,3.084,409.24,6195.2,12.0
2024-05-21 06:00:00,EQ-0030,78.16,1208.6,2.983,403.0,6361.3,12.0
2024-05-21 18:00:00,EQ-0030,76.76,1203.7,3.264,392.05,5953.0,12.0
2024-05-22 06:00:00,EQ-0030,80.1,1197.9,3.185,363.66,6269.2,12.0
2024-05-22 18:00:00,EQ-0030,81.66,1196.3,3.206,408.1,5966.0,12.0
2024-05-23 06:00:00,EQ-0030,85.36,1199.3,3.03,403.79,5893.1,12.0
2024-05-23 18:00:00,EQ-0030,87.06,1201.8,3.078,391.82,6058.2,12.0
2024-05-24 06:00:00,EQ-0030,85.34,1196.4,3.082,402.17,6032.3,12.0
2024-05-24 18:00:00,EQ-0030,85.67,1196.8,3.205,396.65,6086.6,12.0
2024-05-25 06:00:00,EQ-0030,88.12,1199.7,3.146,401.5,5972.8,12.0
2024-05-25 18:00:00,EQ-0030,88.92,1174.4,3.327,420.9,6033.1,12.0
2024-05-26 06:00:00,EQ-0030,86.86,1210.5,3.325,388.94,6141.0,12.0
2024-05-26 18:00:00,EQ-0030,84.85,1186.5,3.248,385.58,5436.6,12.0
2024-05-27 06:00:00,EQ-0030,85.68,1155.4,3.171,420.51,6321.2,12.0
2024-05-27 18:00:00,EQ-0030,83.28,1206.7,3.16,399.86,5978.4,12.0
2024-05-28 06:00:00,EQ-0030,83.89,1212.4,3.211,401.41,5783.3,12.0
2024-05-28 18:00:00,EQ-0030,84.19,1220.7,3.177,416.98,6124.2,12.0
2024-05-29 06:00:00,EQ-0030,83.48,1184.3,3.035,412.85,,12.0
2024-05-29 18:00:00,EQ-0030,85.26,1134.0,3.047,414.25,6042.5,12.0
2024-05-30 06:00:00,EQ-0030,87.04,1200.4,3.192,409.7,5812.9,12.0
2024-05-30 18:00:00,EQ-0030,84.04,1195.1,3.319,412.5,6066.9,12.0
2024-05-31 06:00:00,EQ-0030,85.51,1206.7,3.165,396.2,5605.0,12.0
31-May-2024 18:00,EQ-0030,84.74,1216.2,3.51,397.86,6128.8,12.0
2024-06-01 06:00:00,EQ-0030,83.96,1204.0,3.491,400.13,5764.3,12.0
2024-06-01 18:00:00,EQ-0030,85.14,1210.3,3.338,391.09,5735.5,12.0
2024-06-02 06:00:00,EQ-0030,86.67,1202.4,3.452,395.51,6084.3,12.0
2024-06-02 18:00:00,EQ-0030,85.61,1203.6,3.752,397.23,5918.6,12.0
2024-06-03 06:00:00,EQ-0030,86.06,1200.8,3.592,400.4,5852.1,12.0
2024-06-03 18:00:00,EQ-0030,82.44,1235.9,3.584,378.89,5917.5,12.0
2024-06-04 06:00:00,EQ-0030,82.1,1221.8,3.427,391.89,6008.8,12.0
2024-06-04 18:00:00,EQ-0030,84.9,1205.3,3.657,408.17,6274.4,12.0
2024-06-05 06:00:00,EQ-0030,82.17,1193.6,3.748,393.19,6283.5,12.0
2024-06-05 18:00:00,EQ-0030,83.54,1192.9,3.418,392.5,5979.1,12.0
2024-06-06 06:00:00,EQ-0030,85.88,1229.7,3.653,404.07,6221.7,12.0
2024-06-06 18:00:00,EQ-0030,86.5,1203.2,3.526,391.97,5856.3,12.0
2024-06-07 06:00:00,EQ-0030,84.97,1214.2,3.408,406.66,6290.9,12.0
2024-06-07 18:00:00,EQ-0030,84.22,1190.7,3.391,407.07,6645.3,12.0
2024-06-08 06:00:00,EQ-0030,84.4,1209.7,3.304,379.23,5785.7,12.0
2024-06-08 18:00:00,EQ-0030,82.29,1177.7,3.297,405.24,5961.6,12.0
2024-06-09 06:00:00,EQ-0030,77.83,1196.7,3.157,392.91,5698.2,12.0
2024-06-09 18:00:00,EQ-0030,81.49,1190.7,3.28,383.77,5788.1,12.0
2024-06-10 06:00:00,EQ-0030,86.72,1168.9,3.087,420.68,5969.7,12.0
2024-06-10 18:00:00,EQ-0030,86.87,1199.4,3.196,397.57,6241.0,12.0
2024-06-11 06:00:00,EQ-0030,86.93,1190.9,3.267,401.43,5823.6,12.0
11-Jun-2024 18:00,EQ-0030,85.32,1219.7,3.466,414.45,6065.3,12.0
2024-06-12 06:00:00,EQ-0030,85.99,1225.0,3.419,398.26,5709.4,12.0
2024-06-12 18:00:00,EQ-0030,87.6,1222.4,3.258,378.79,6362.3,12.0
2024-06-13 06:00:00,EQ-0030,86.04,1220.4,3.129,388.16,6302.6,12.0
2024-06-13 18:00:00,EQ-0030,88.01,1167.5,3.277,403.62,5782.7,12.0
2024-06-14 06:00:00,EQ-0030,87.99,1186.6,3.111,394.89,6258.1,12.0
2024-06-14 18:00:00,EQ-0030,87.21,1208.9,3.33,394.83,6312.2,12.0
2024-06-15 06:00:00,EQ-0030,85.69,1183.3,3.29,405.58,5779.8,12.0
15-Jun-2024 18:00,EQ-0030,86.39,1201.7,2.857,390.99,6019.8,12.0
2024-06-16 06:00:00,EQ-0030,86.36,1236.5,3.381,399.31,6578.6,12.0
2024-06-16 18:00:00,EQ-0030,85.64,1188.5,3.408,382.1,5695.8,12.0
2024-06-17 06:00:00,EQ-0030,81.73,1194.4,3.142,412.39,6126.4,12.0
17-Jun-2024 18:00,EQ-0030,84.1,1197.5,3.127,388.71,5450.0,12.0
2024-06-18 06:00:00,EQ-0030,88.04,1180.5,3.712,395.06,6134.8,12.0
2024-06-18 18:00:00,EQ-0030,87.57,1180.0,3.452,363.46,6000.5,12.0
2024-06-19 06:00:00,EQ-0030,88.42,1195.9,3.476,399.37,5555.3,12.0
2024-06-19 18:00:00,EQ-0030,88.35,1212.4,3.204,399.93,5763.0,12.0
2024-06-20 06:00:00,EQ-0030,87.54,1222.7,3.374,393.22,6365.3,12.0
2024-06-20 18:00:00,EQ-0030,87.33,1212.9,3.15,407.87,5807.7,12.0
2024-06-21 06:00:00,EQ-0030,87.42,1182.2,3.4,403.8,6334.1,12.0
2024-06-21 18:00:00,EQ-0030,87.7,1213.7,3.381,385.71,5888.4,12.0
2024-06-22 06:00:00,EQ-0030,86.94,1191.8,3.376,404.88,5857.7,12.0
2024-06-22 18:00:00,EQ-0030,84.86,1215.0,3.054,398.3,6231.6,12.0
2024-06-23 06:00:00,EQ-0030,85.88,1217.7,3.259,400.73,5786.0,12.0
2024-06-23 18:00:00,EQ-0030,85.64,1193.4,3.118,398.88,6203.6,12.0
2024-06-24 06:00:00,EQ-0030,86.27,1257.3,3.184,402.09,5921.2,12.0
2024-06-24 18:00:00,EQ-0030,85.75,1190.8,3.181,394.47,6419.0,12.0
2024-06-25 06:00:00,EQ-0030,85.66,1195.6,3.235,395.78,5782.3,12.0
2024-06-25 18:00:00,EQ-0030,84.59,1212.9,3.429,407.54,5983.2,12.0
2024-06-26 06:00:00,EQ-0030,82.3,1213.8,3.108,375.9,6076.0,12.0
2024-06-26 18:00:00,EQ-0030,84.47,1178.6,3.146,412.51,5945.2,12.0
2024-06-27 06:00:00,EQ-0030,83.5,1187.4,3.26,375.26,5571.9,12.0
2024-06-27 18:00:00,EQ-0030,81.54,1153.5,3.41,397.83,6317.6,12.0
2024-06-28 06:00:00,EQ-0030,58.67,1183.9,0.483,0.0,0.0,0.0
2024-06-28 18:00:00,EQ-0030,58.26,1217.1,0.499,0.0,0.0,0.0
2024-06-29 06:00:00,EQ-0030,58.29,1221.2,0.501,104.59,1736.4,3.24
2024-06-29 18:00:00,EQ-0030,58.92,1213.8,0.486,112.67,1610.5,3.24
30-Jun-2024 06:00,EQ-0030,88.05,1200.2,3.18,407.6,5947.8,12.0
2024-06-30 18:00:00,EQ-0030,86.81,1193.7,2.961,392.27,5582.7,12.0
2024-07-01 06:00:00,EQ-0030,88.81,1195.4,3.27,396.94,5841.3,12.0
2024-07-01 18:00:00,EQ-0030,87.15,1211.9,3.219,390.38,5958.4,12.0
2024-07-02 06:00:00,EQ-0030,89.0,1175.3,3.03,405.01,6034.3,12.0
02-Jul-2024 18:00,EQ-0030,89.73,1187.1,3.217,410.73,5794.8,12.0
2024-07-03 06:00:00,EQ-0030,92.21,1227.2,3.214,411.41,5883.6,12.0
03-Jul-2024 18:00,EQ-0030,91.62,1191.5,3.185,415.22,6142.1,12.0
2024-07-04 06:00:00,EQ-0030,88.14,1204.2,3.176,403.39,6113.9,12.0
2024-07-04 18:00:00,EQ-0030,87.79,1197.7,3.312,389.79,6109.1,12.0
2024-07-05 06:00:00,EQ-0030,89.13,1186.8,3.313,395.27,5901.3,12.0
2024-07-05 18:00:00,EQ-0030,87.09,1197.1,3.023,393.81,5548.8,12.0
2024-07-06 06:00:00,EQ-0030,88.0,1230.4,2.704,385.93,5877.1,12.0
2024-07-06 18:00:00,EQ-0030,88.39,1241.0,2.903,416.91,6144.8,12.0
2024-07-07 06:00:00,EQ-0030,86.74,1201.5,2.901,415.63,5549.8,12.0
2024-07-07 18:00:00,EQ-0030,86.34,1229.4,2.969,398.31,5665.5,12.0
2024-07-08 06:00:00,EQ-0030,84.77,1193.3,3.195,409.79,6077.8,12.0
2024-07-08 18:00:00,EQ-0030,84.07,1173.2,3.326,406.43,6463.7,12.0
2024-07-09 06:00:00,EQ-0030,84.5,1222.6,3.515,294.74,4641.9,8.93
2024-07-09 18:00:00,EQ-0030,84.33,1210.1,3.548,293.77,4387.7,8.93
2024-07-10 06:00:00,EQ-0030,81.7,1208.5,3.433,403.99,6023.9,12.0
2024-07-10 18:00:00,EQ-0030,84.99,1221.5,3.581,401.27,6100.3,12.0
2024-07-11 06:00:00,EQ-0030,81.56,1190.6,3.312,393.15,5985.8,12.0
2024-07-11 18:00:00,EQ-0030,83.34,1215.1,3.255,403.15,5843.7,12.0
2024-07-12 06:00:00,EQ-0030,86.8,1201.4,3.281,393.3,6086.4,12.0
2024-07-12 18:00:00,EQ-0030,86.12,1195.8,3.045,404.01,5441.0,12.0
2024-07-13 06:00:00,EQ-0030,86.54,1212.9,3.243,376.12,6290.4,12.0
2024-07-13 18:00:00,EQ-0030,88.81,1192.1,3.32,399.72,5904.9,12.0
2024-07-14 06:00:00,EQ-0030,88.26,1193.1,3.007,371.82,5753.1,12.0
2024-07-14 18:00:00,EQ-0030,84.42,1182.8,3.363,417.45,6310.4,12.0
2024-07-15 06:00:00,EQ-0030,85.98,1188.8,3.491,407.42,6347.4,12.0
2024-07-15 18:00:00,EQ-0030,87.3,1205.1,3.131,392.08,6098.5,12.0
2024-07-16 06:00:00,EQ-0030,87.78,1212.1,3.154,410.83,5868.7,12.0
2024-07-16 18:00:00,EQ-0030,88.79,1173.6,3.313,407.88,5780.7,12.0
2024-07-17 06:00:00,EQ-0030,89.72,1201.7,3.382,392.24,6462.1,12.0
2024-07-17 18:00:00,EQ-0030,90.04,1200.4,3.397,380.63,5891.1,12.0
2024-07-18 06:00:00,EQ-0030,86.37,1175.3,3.469,405.89,6366.9,12.0
2024-07-18 18:00:00,EQ-0030,84.91,1233.2,3.397,411.31,6168.3,12.0
2024-07-19 06:00:00,EQ-0030,83.23,1233.7,3.495,395.95,5881.0,12.0
2024-07-19 18:00:00,EQ-0030,86.01,1221.2,3.559,409.61,6095.0,12.0
2024-07-20 06:00:00,EQ-0030,87.45,1197.8,3.419,398.28,5877.2,12.0
2024-07-20 18:00:00,EQ-0030,87.27,1183.7,3.709,398.19,6024.9,12.0
2024-07-21 06:00:00,EQ-0030,86.47,1220.7,3.222,396.97,5987.6,12.0
2024-07-21 18:00:00,EQ-0030,87.39,1214.5,3.395,398.43,5435.6,12.0
2024-07-22 06:00:00,EQ-0030,87.52,1186.3,2.821,406.97,5748.9,12.0
2024-07-22 18:00:00,EQ-0030,86.75,1184.4,2.979,415.37,6305.4,12.0
2024-07-23 06:00:00,EQ-0030,85.3,1205.1,3.159,399.05,5747.2,12.0
2024-07-23 18:00:00,EQ-0030,85.49,1191.7,3.411,390.53,5778.1,12.0
2024-07-24 06:00:00,EQ-0030,83.41,1197.3,3.463,408.22,5547.4,12.0
2024-07-24 18:00:00,EQ-0030,81.89,1190.9,3.198,405.74,5653.1,12.0
2024-07-25 06:00:00,EQ-0030,82.16,1181.5,3.334,410.94,5873.0,12.0
2024-07-25 18:00:00,EQ-0030,83.56,1201.5,3.358,412.5,6106.1,12.0
2024-07-26 06:00:00,EQ-0030,83.7,1177.3,3.202,393.45,6221.1,12.0
2024-07-26 18:00:00,EQ-0030,86.77,1227.9,3.344,402.88,5879.9,12.0
2024-07-27 06:00:00,EQ-0030,87.12,1185.1,3.232,399.16,6032.6,12.0
2024-07-27 18:00:00,EQ-0030,86.03,1215.7,3.303,413.86,5701.8,12.0
2024-07-28 06:00:00,EQ-0030,86.78,1252.0,3.404,378.58,6288.8,12.0
2024-07-28 18:00:00,EQ-0030,88.33,1201.6,3.479,421.93,5979.3,12.0
2024-07-29 06:00:00,EQ-0030,89.87,1192.2,3.235,380.59,6390.3,12.0
2024-07-29 18:00:00,EQ-0030,88.05,1179.6,3.613,405.11,5871.2,12.0
2024-07-30 06:00:00,EQ-0030,84.0,1211.8,3.473,412.81,6123.8,12.0
2024-07-30 18:00:00,EQ-0030,83.46,1196.8,3.66,410.4,6039.4,12.0
2024-07-31 06:00:00,EQ-0030,84.21,1250.9,3.728,367.84,5906.3,12.0
2024-07-31 18:00:00,EQ-0030,83.52,1236.5,3.735,398.66,6118.1,12.0
2024-08-01 06:00:00,EQ-0030,87.07,1166.8,3.576,403.29,6226.2,12.0
2024-08-01 18:00:00,EQ-0030,85.15,1245.5,3.802,393.05,5866.0,12.0
2024-08-02 06:00:00,EQ-0030,84.71,1168.5,3.674,380.11,5909.4,12.0
2024-08-02 18:00:00,EQ-0030,82.51,1177.7,3.822,426.27,6206.5,12.0
2024-08-03 06:00:00,EQ-0030,79.02,1204.2,3.558,408.67,5879.4,12.0
2024-08-03 18:00:00,EQ-0030,83.46,1216.4,3.288,402.73,5922.1,12.0
2024-08-04 06:00:00,EQ-0030,80.87,1193.9,3.34,406.87,6348.3,12.0
2024-08-04 18:00:00,EQ-0030,80.89,1191.7,3.217,395.62,5951.3,12.0
2024-08-05 06:00:00,EQ-0030,80.98,1187.8,3.498,390.17,5959.4,12.0
2024-08-05 18:00:00,EQ-0030,83.72,1185.5,3.807,396.68,5957.0,12.0
2024-08-06 06:00:00,EQ-0030,83.82,1177.8,3.471,392.38,5559.6,12.0
2024-08-06 18:00:00,EQ-0030,85.46,1206.7,3.257,412.47,5941.2,12.0
2024-08-07 06:00:00,EQ-0030,87.55,1187.7,3.256,403.28,6399.2,12.0
2024-08-07 18:00:00,EQ-0030,86.61,1214.3,3.303,413.4,5596.1,12.0
2024-08-08 06:00:00,EQ-0030,87.55,1191.6,3.091,423.1,6142.2,12.0
2024-08-08 18:00:00,EQ-0030,88.72,1193.0,3.29,382.58,5770.2,12.0
2024-08-09 06:00:00,EQ-0030,89.87,1171.1,2.848,404.31,5814.0,12.0
2024-08-09 18:00:00,EQ-0030,86.62,1225.2,3.474,395.87,5964.6,12.0
2024-08-10 06:00:00,EQ-0030,85.47,1143.8,3.216,407.91,5818.0,12.0
2024-08-10 18:00:00,EQ-0030,82.42,1208.6,3.578,399.36,5769.0,12.0
2024-08-11 06:00:00,EQ-0030,82.6,1205.4,3.264,407.65,6479.3,12.0
2024-08-11 18:00:00,EQ-0030,83.55,1197.1,3.52,392.01,5953.4,12.0
2024-08-12 06:00:00,EQ-0030,81.77,1206.8,3.624,399.73,6239.7,12.0
2024-08-12 18:00:00,EQ-0030,85.44,1194.5,3.557,424.77,5875.9,12.0
2024-08-13 06:00:00,EQ-0030,86.85,1173.8,3.36,411.17,6025.1,12.0
2024-08-13 18:00:00,EQ-0030,86.81,1206.3,3.068,398.15,5836.6,12.0
2024-08-14 06:00:00,EQ-0030,83.85,1189.5,3.438,400.57,5909.3,12.0
2024-08-14 18:00:00,EQ-0030,83.44,1203.5,3.277,403.93,6152.4,12.0
2024-08-15 06:00:00,EQ-0030,83.13,1169.8,3.453,397.6,6288.9,12.0
2024-08-15 18:00:00,EQ-0030,83.08,1172.2,2.989,428.39,5993.2,12.0
2024-08-16 06:00:00,EQ-0030,85.09,1165.3,,386.51,5709.5,12.0
2024-08-16 18:00:00,EQ-0030,84.54,1198.7,3.31,409.3,6244.5,12.0
2024-08-17 06:00:00,EQ-0030,83.24,1204.1,3.248,390.52,5982.6,12.0
2024-08-17 18:00:00,EQ-0030,84.43,1207.3,3.21,441.64,5990.0,12.0
2024-08-18 06:00:00,EQ-0030,84.84,1209.4,2.958,386.11,5718.5,12.0
2024-08-18 18:00:00,EQ-0030,83.5,1230.1,2.81,410.93,5831.4,12.0
2024-08-19 06:00:00,EQ-0030,86.57,1215.3,2.96,402.19,6278.8,12.0
2024-08-19 18:00:00,EQ-0030,85.73,1188.5,2.807,410.13,6133.9,12.0
2024-08-20 06:00:00,EQ-0030,87.43,1196.6,3.049,392.82,5744.8,12.0
2024-08-20 18:00:00,EQ-0030,84.03,1230.6,3.065,414.18,6169.9,12.0
2024-08-21 06:00:00,EQ-0030,85.23,1180.4,3.347,388.05,5903.1,12.0
2024-08-21 18:00:00,EQ-0030,84.54,1195.9,3.291,407.98,5912.3,12.0
2024-08-22 06:00:00,EQ-0030,82.87,1200.6,3.13,394.49,6250.3,12.0
2024-08-22 18:00:00,EQ-0030,82.99,1224.4,3.415,409.72,5856.9,12.0
2024-08-23 06:00:00,EQ-0030,83.34,1187.1,3.116,394.29,5865.3,12.0
2024-08-23 18:00:00,EQ-0030,81.57,1206.6,3.208,403.97,5431.3,12.0
2024-08-24 06:00:00,EQ-0030,83.55,1225.1,3.062,408.98,5682.1,12.0
2024-08-24 18:00:00,EQ-0030,83.6,1211.2,3.202,397.45,5949.6,12.0
2024-08-25 06:00:00,EQ-0030,83.53,1196.8,3.575,406.61,6615.4,12.0
2024-08-25 18:00:00,EQ-0030,82.08,1213.4,3.613,388.59,5957.9,12.0
2024-08-26 06:00:00,EQ-0030,82.2,1223.3,3.479,386.59,6224.7,12.0
2024-08-26 18:00:00,EQ-0030,83.47,1156.7,3.384,401.26,6167.7,12.0
2024-08-27 06:00:00,EQ-0030,86.37,1202.2,3.536,400.53,5929.4,12.0
2024-08-27 18:00:00,EQ-0030,85.16,1200.1,3.272,391.98,6484.9,12.0
2024-08-28 06:00:00,EQ-0030,81.99,1205.0,3.355,411.23,6142.9,12.0
2024-08-28 18:00:00,EQ-0030,82.66,1200.4,3.284,408.71,6051.7,12.0
