date,field_id,cost_category,cost_amount_usd
2023-10-21,FIELD-001,Labor,23744.24
2023-10-21,FIELD-001,Maintenance,0.0
2023-10-21,FIELD-001,Other,4702.96
2023-10-21,FIELD-001,Production,36417.76
2023-10-21,FIELD-001,Transportation,11532.89
2023-10-21,FIELD-001,Utilities,5922.99
2023-10-21,FIELD-002,Energy,2965.65
2023/10/21,FIELD-002,Labor,21140.3
2023/10/21,FIELD-002,Maintenance,0.0
2023-10-21,FIELD-002,Other,4224.22
2023-10-21,FIELD-002,Production,39967.16
2023-10-21,FIELD-002,Transportation,14438.66
2023-10-21,FIELD-002,Utilities,6186.87
20231021,FIELD-003,Energy,2937.62
2023-10-21,FIELD-003,Labor,17690.57
2023-10-21,FIELD-003,Maintenance,0.0
2023/10/21,FIELD-003,Other,4736.3
2023-10-21,FIELD-003,Production,32712.07
2023-10-21,FIELD-003,Transportation,11119.92
20231021,FIELD-003,Utilities,6116.05
2023-10-21,FIELD-004,Energy,3007.26
2023-10-21,FIELD-004,Labor,15323.85
20231021,FIELD-004,Maintenance,0.0
2023-10-21,FIELD-004,Other,5717.76
2023-10-21,FIELD-004,Production,31560.87
2023-10-21,FIELD-004,Transportation,11890.3
2023-10-21,FIELD-004,Utilities,5649.15
2023-10-22,FIELD-001,Energy,2538.69
22-Oct-2023,FIELD-001,Labor,23025.04
20231022,FIELD-001,Maintenance,5024.61
2023-10-22,FIELD-001,Other,5927.23
2023-10-22,FIELD-001,Production,30822.45
2023-10-22,FIELD-001,Transportation,7773.11
22-Oct-2023,FIELD-001,Utilities,6207.98
2023-10-22,FIELD-002,Energy,2939.98
2023-10-22,FIELD-002,Labor,20376.66
2023-10-22,FIELD-002,Maintenance,0.0
2023-10-22,FIELD-002,Other,8440.0
2023-10-22,FIELD-002,Production,38089.66
2023-10-22,FIELD-002,Transportation,13673.62
2023-10-22,FIELD-002,Utilities,5798.9
2023-10-22,FIELD-003,Energy,2969.09
2023-10-22,FIELD-003,Labor,17600.39
2023/10/22,FIELD-003,Maintenance,0.0
2023-10-22,FIELD-003,Other,3385.07
2023-10-22,FIELD-003,production,32657.72
2023-10-22,FIELD-003,Transportation,11187.22
2023-10-22,FIELD-003,Utilities,6063.64
2023-10-22,FIELD-004,Energy,3016.43
2023/10/22,FIELD-004,Labor,16550.0
2023-10-22,FIELD-004,Maintenance,0.0
2023-10-22,FIELD-004,Other,11551.95
2023-10-22,FIELD-004,Production,31117.8
2023-10-22,FIELD-004,Transportation,10337.81
2023-10-22,FIELD-004,Utilities,5746.36
2023-10-23,FIELD-001,Energy,3037.43
2023-10-23,FIELD-001,Labor,22928.76
2023-10-23,FIELD-001,Maintenance,3485.5
20231023,FIELD-001,Other,6685.72
2023-10-23,FIELD-001,Production,30412.88
2023-10-23,FIELD-001,Transportation,8073.05
2023-10-23,FIELD-001,Utilities,6237.04
2023-10-23,FIELD-002,Energy,2975.13
2023-10-23,FIELD-002,Labor,21744.04
2023-10-23,FIELD-002,Maintenance,0.0
2023-10-23,FIELD-002,Other,8207.6
23-Oct-2023,FIELD-002,Production,38509.76
2023-10-23,FIELD-002,Transportation,13370.4
20231023,FIELD-002,Utilities,5444.35
20231023,FIELD-003,Energy,2941.71
2023-10-23,FIELD-003,Labor,17591.64
2023-10-23,FIELD-003,Maintenance,0.0
2023-10-23,FIELD-003,Other,4263.64
2023-10-23,FIELD-003,Production,31970.6
2023-10-23,FIELD-003,Transportation,10779.99
2023-10-23,FIELD-003,Utilities,5122.99
2023-10-23,FIELD-004,Energy,2987.67
2023-10-23,FIELD-004,Labor,16361.87
2023-10-23,FIELD-004,Maintenance,0.0
2023-10-23,FIELD-004,Other,3173.96
2023-10-23,FIELD-004,Production,31419.64
2023-10-23,FIELD-004,Transportation,12090.74
2023-10-23,FIELD-004,Utilities,6580.66
2023-10-24,FIELD-001,Energy,3064.1
2023-10-24,FIELD-001,Labor,21506.73
2023-10-24,FIELD-001,Maintenance,0.0
24-Oct-2023,FIELD-001,Other,4397.58
2023-10-24,FIELD-001,Production,35646.86
2023-10-24,FIELD-001,Transportation,10715.91
2023-10-24,FIELD-001,Utilities,5268.87
2023-10-24,FIELD-002,Energy,2960.58
2023-10-24,FIELD-002,Labor,22103.28
2023-10-24,FIELD-002,Maintenance,8636.77
24-Oct-2023,FIELD-002,Other,11540.99
2023/10/24,FIELD-002,Production,35550.6
24-Oct-2023,FIELD-002,Transportation,11727.09
2023-10-24,FIELD-002,Utilities,5702.23
2023-10-24,FIELD-003,Energy,2943.11
2023-10-24,FIELD-003,Labor,18276.19
2023-10-24,FIELD-003,Maintenance,0.0
2023-10-24,FIELD-003,Other,3893.56
2023-10-24,FIELD-003,Production,32500.37
24-Oct-2023,FIELD-003,Transportation,12737.4
2023-10-24,FIELD-003,Utilities,6237.76
24-Oct-2023,FIELD-004,Energy,2961.86
2023/10/24,FIELD-004,Labor,16219.86
2023-10-24,FIELD-004,Maintenance,0.0
2023-10-24,FIELD-004,Other,11352.08
2023-10-24,FIELD-004,production,30572.29
2023-10-24,FIELD-004,Transportation,11568.63
2023-10-24,FIELD-004,Utilities,6048.58
2023/10/25,FIELD-001,Energy,1913.17
2023-10-25,FIELD-001,Labor,24283.39
2023-10-25,FIELD-001,Maintenance,62627.97
2023-10-25,FIELD-001,Other,4322.65
2023-10-25,FIELD-001,Production,22572.69
2023-10-25,FIELD-001,Transportation,3676.61
2023-10-25,FIELD-001,Utilities,6544.41
2023-10-25,FIELD-002,Energy,2993.75
2023-10-25,FIELD-002,Labor,21690.49
2023-10-25,FIELD-002,Maintenance,0.0
2023-10-25,FIELD-002,Other,4315.02
2023-10-25,FIELD-002,production,39342.33
20231025,FIELD-002,Transportation,13753.36
2023-10-25,FIELD-002,Utilities,6011.94
2023-10-25,FIELD-003,Energy,2997.9
2023-10-25,FIELD-003,Labor,18565.45
2023-10-25,FIELD-003,Maintenance,0.0
2023-10-25,FIELD-003,Other,4689.99
2023-10-25,FIELD-003,Production,32040.91
2023-10-25,FIELD-003,Transportation,12577.76
2023-10-25,FIELD-003,Utilities,5814.12
2023-10-25,FIELD-004,Energy,3048.35
2023-10-25,FIELD-004,Labor,16047.29
2023-10-25,FIELD-004,Maintenance,0.0
2023-10-25,FIELD-004,Other,9355.43
2023-10-25,FIELD-004,Production,31802.59
2023-10-25,FIELD-004,Transportation,11940.93
2023-10-25,FIELD-004,Utilities,5801.46
2023-10-26,FIELD-001,Energy,2050.59
2023/10/26,FIELD-001,Labor,23775.53
2023/10/26,FIELD-001,Maintenance,0.0
2023-10-26,FIELD-001,Other,1798.15
2023-10-26,FIELD-001,Production,24417.29
2023-10-26,FIELD-001,Transportation,4627.06
2023-10-26,FIELD-001,Utilities,6524.79
2023-10-26,FIELD-002,Energy,2990.18
2023-10-26,FIELD-002,Labor,22711.04
2023-10-26,FIELD-002,Maintenance,0.0
2023-10-26,FIELD-002,Other,5815.34
2023-10-26,FIELD-002,Production,38924.42
2023-10-26,FIELD-002,Transportation,12358.06
2023/10/26,FIELD-002,Utilities,5645.85
2023-10-26,FIELD-003,Energy,3003.59
2023-10-26,FIELD-003,Labor,17906.05
2023-10-26,FIELD-003,Maintenance,0.0
2023-10-26,FIELD-003,Other,6240.77
2023-10-26,FIELD-003,Production,32538.62
2023-10-26,FIELD-003,Transportation,11833.29
2023-10-26,FIELD-003,Utilities,5488.8
2023-10-26,FIELD-004,Energy,2980.0
2023-10-26,FIELD-004,Labor,16249.79
26-Oct-2023,FIELD-004,Maintenance,0.0
2023-10-26,FIELD-004,Other,3737.95
26-Oct-2023,FIELD-004,Production,31000.32
2023-10-26,FIELD-004,Transportation,11429.79
2023-10-26,FIELD-004,Utilities,6579.53
2023/10/27,FIELD-001,Energy,2478.97
2023-10-27,FIELD-001,Labor,23326.67
2023-10-27,FIELD-001,Maintenance,0.0
2023-10-27,FIELD-001,Other,3848.42
2023-10-27,FIELD-001,Production,30206.94
2023-10-27,FIELD-001,Transportation,7878.0
2023/10/27,FIELD-001,Utilities,5550.2
2023-10-27,FIELD-002,Energy,2937.86
2023-10-27,FIELD-002,Labor,20496.68
2023-10-27,FIELD-002,Maintenance,0.0
20231027,FIELD-002,Other,3848.53
2023-10-27,FIELD-002,Production,37068.68
2023-10-27,FIELD-002,Transportation,13184.83
2023-10-27,FIELD-002,Utilities,6112.91
2023-10-27,FIELD-003,Energy,2986.17
2023-10-27,FIELD-003,Labor,17463.62
27-Oct-2023,FIELD-003,Maintenance,0.0
2023-10-27,FIELD-003,Other,4028.7
2023-10-27,FIELD-003,Production,32116.21
2023-10-27,FIELD-003,Transportation,12378.62
2023-10-27,FIELD-003,Utilities,5432.68
2023-10-27,FIELD-004,Energy,3056.41
2023-10-27,FIELD-004,Labor,16091.31
2023-10-27,FIELD-004,Maintenance,0.0
2023-10-27,FIELD-004,Other,2729.39
2023-10-27,FIELD-004,Production,31408.35
2023-10-27,FIELD-004,Transportation,11270.47
27-Oct-2023,FIELD-004,Utilities,5478.43
2023-10-28,FIELD-001,Energy,2940.45
2023-10-28,FIELD-001,Labor,23143.91
2023-10-28,FIELD-001,Maintenance,0.0
2023-10-28,FIELD-001,Other,1049.61
2023-10-28,FIELD-001,Production,35891.85
2023-10-28,FIELD-001,Transportation,11809.93
2023-10-28,FIELD-001,Utilities,6022.02
2023-10-28,FIELD-002,Energy,3022.86
2023-10-28,FIELD-002,Labor,21610.22
20231028,FIELD-002,Maintenance,0.0
2023-10-28,FIELD-002,Other,3887.87
2023-10-28,FIELD-002,Production,38014.59
2023-10-28,FIELD-002,Transportation,14288.22
2023-10-28,FIELD-002,Utilities,6178.21
2023-10-28,FIELD-003,Energy,3070.48
28-Oct-2023,FIELD-003,Labor,18111.85
2023-10-28,FIELD-003,Maintenance,0.0
2023-10-28,FIELD-003,Other,6092.77
2023-10-28,FIELD-003,Production,32724.64
2023-10-28,FIELD-003,transport,12169.74
2023-10-28,FIELD-003,Utilities,5632.74
2023-10-28,FIELD-004,Energy,2975.64
2023-10-28,FIELD-004,Labor,16919.17
2023-10-28,FIELD-004,Maintenance,0.0
2023-10-28,FIELD-004,Other,1968.14
2023-10-28,FIELD-004,production,30780.6
2023-10-28,FIELD-004,Transportation,11228.8
2023-10-28,FIELD-004,Utilities,5781.81
2023-10-29,FIELD-001,Energy,2968.41
20231029,FIELD-001,Labor,23512.52
2023-10-29,FIELD-001,Maintenance,0.0
2023-10-29,FIELD-001,Other,5068.0
29-Oct-2023,FIELD-001,Production,36004.14
2023-10-29,FIELD-001,Transportation,10879.28
2023-10-29,FIELD-001,Utilities,6718.56
29-Oct-2023,FIELD-002,Energy,2973.73
20231029,FIELD-002,Labor,22874.2
2023-10-29,FIELD-002,Maintenance,9082.8
2023/10/29,FIELD-002,Other,7657.91
2023-10-29,FIELD-002,Prod.,22359.87
2023-10-29,FIELD-002,Transportation,3983.98
2023-10-29,FIELD-002,Utilities,5743.14
2023-10-29,FIELD-003,Energy,3069.01
2023-10-29,FIELD-003,Labor,18264.81
20231029,FIELD-003,Maintenance,0.0
2023-10-29,FIELD-003,Other,4322.39
2023-10-29,FIELD-003,Production,32006.63
20231029,FIELD-003,Transportation,11511.74
2023-10-29,FIELD-003,Utilities,6120.02
2023-10-29,FIELD-004,Energy,2969.3
2023-10-29,FIELD-004,Labor,14221.05
2023-10-29,FIELD-004,Maintenance,0.0
2023-10-29,FIELD-004,Other,3396.03
2023-10-29,FIELD-004,Production,30865.3
2023-10-29,FIELD-004,Transportation,10476.98
2023-10-29,FIELD-004,Utilities,6086.12
2023-10-30,FIELD-001,Energy,3062.46
2023-10-30,FIELD-001,Labor,23755.16
2023-10-30,FIELD-001,Maintenance,0.0
20231030,FIELD-001,Other,2595.91
2023-10-30,FIELD-001,Production,35184.82
2023-10-30,FIELD-001,Transportation,11557.75
2023-10-30,FIELD-001,utilities ,6602.9
2023-10-30,FIELD-002,Energy,2733.63
2023-10-30,FIELD-002,Labor,21060.42
2023-10-30,FIELD-002,Maintenance,3387.34
2023-10-30,FIELD-002,Other,5755.93
2023-10-30,FIELD-002,Production,35507.81
30-Oct-2023,FIELD-002,Transportation,11530.73
2023-10-30,FIELD-002,Utilities,5519.76
2023-10-30,FIELD-003,Energy,2752.0
2023-10-30,FIELD-003,Labor,14694.48
2023-10-30,FIELD-003,Maintenance,17961.65
2023-10-30,FIELD-003,Other,2943.71
2023-10-30,FIELD-003,Production,26286.03
2023-10-30,FIELD-003,Transportation,9783.56
30-Oct-2023,FIELD-003,Utilities,6678.0
2023-10-30,FIELD-004,Energy,2990.4
2023/10/30,FIELD-004,Labor,16431.74
2023-10-30,FIELD-004,Maintenance,0.0
2023-10-30,FIELD-004,Other,2531.04
2023-10-30,FIELD-004,Production,31103.41
2023-10-30,FIELD-004,Transportation,11528.23
2023-10-30,FIELD-004,Utilities,5345.49
2023-10-31,FIELD-001,Energy,3042.28
2023-10-31,FIELD-001,Labor,23581.36
2023-10-31,FIELD-001,Maintenance,0.0
2023-10-31,FIELD-001,Other,6043.24
2023-10-31,FIELD-001,Production,37298.31
2023-10-31,FIELD-001,Transportation,12056.63
2023-10-31,FIELD-001,Utilities,6170.1
2023-10-31,FIELD-002,Energy,2868.53
2023-10-31,FIELD-002,Labor,22951.97
2023-10-31,FIELD-002,Maintenance,6320.63
2023-10-31,FIELD-002,Other,5232.87
2023-10-31,FIELD-002,Production,33956.98
2023-10-31,FIELD-002,Transportation,11246.68
2023/10/31,FIELD-002,Utilities,5112.35
2023-10-31,FIELD-003,Energy,2939.23
2023-10-31,FIELD-003,Labor,18275.32
2023-10-31,FIELD-003,Maintenance,0.0
2023-10-31,FIELD-003,Other,4166.51
2023-10-31,FIELD-003,Production,36480.78
2023-10-31,FIELD-003,Transportation,13632.94
2023-10-31,FIELD-003,Utilities,6239.64
2023-10-31,FIELD-004,Energy,2995.13
2023-10-31,FIELD-004,Labor,16299.66
31-Oct-2023,FIELD-004,Maintenance,0.0
2023-10-31,FIELD-004,Other,4698.1
31-Oct-2023,FIELD-004,Production,30667.45
2023-10-31,FIELD-004,Transportation,11711.65
20231031,FIELD-004,Utilities,5773.76
2023-11-01,FIELD-001,Energy,3121.13
2023-11-01,FIELD-001,Labor,24346.78
2023-11-01,FIELD-001,Maintenance,0.0
2023/11/01,FIELD-001,Other,2559.97
2023-11-01,FIELD-001,Production,42909.52
2023-11-01,FIELD-001,Transportation,14439.36
01-Nov-2023,FIELD-001,Utilities,6421.22
2023-11-01,FIELD-002,Energy,3116.24
2023-11-01,FIELD-002,Labor,21614.93
2023-11-01,FIELD-002,Maintenance,0.0
2023-11-01,FIELD-002,Other,8649.08
2023-11-01,FIELD-002,Production,39704.89
2023-11-01,FIELD-002,Transportation,13768.25
2023-11-01,FIELD-002,Utilities,5302.31
2023-11-01,FIELD-003,Energy,3143.71
2023-11-01,FIELD-003,Labor,18067.18
2023/11/01,FIELD-003,Maintenance,0.0
2023-11-01,FIELD-003,Other,3454.99
2023-11-01,FIELD-003,Production,36952.92
2023-11-01,FIELD-003,Transportation,14048.56
2023-11-01,FIELD-003,Utilities,5969.22
2023-11-01,FIELD-004,Energy,3039.06
2023-11-01,FIELD-004,Labor,15691.54
20231101,FIELD-004,Maintenance,0.0
2023-11-01,FIELD-004,Other,5679.13
2023-11-01,FIELD-004,Production,30633.56
20231101,FIELD-004,Transportation,9971.56
2023-11-01,FIELD-004,Utilities,5418.8
2023-11-02,FIELD-001,Energy,3114.85
2023-11-02,FIELD-001,Labor,24744.56
2023-11-02,FIELD-001,Maintenance,0.0
2023-11-02,FIELD-001,Other,4118.89
2023-11-02,FIELD-001,Production,42082.02
2023-11-02,FIELD-001,Transportation,14582.29
2023-11-02,FIELD-001,Utilities,5817.51
2023-11-02,FIELD-002,Energy,3115.78
2023-11-02,FIELD-002,Labor,19957.42
2023-11-02,FIELD-002,Maintenance,0.0
2023-11-02,FIELD-002,Other,2964.07
2023-11-02,FIELD-002,Production,39265.7
2023/11/02,FIELD-002,Transportation,13235.72
2023-11-02,FIELD-002,Utilities,5505.62
2023-11-02,FIELD-003,Energy,3141.01
02-Nov-2023,FIELD-003,Labor,18830.48
2023-11-02,FIELD-003,Maintenance,0.0
02-Nov-2023,FIELD-003,Other,8164.38
2023-11-02,FIELD-003,Production,35117.83
20231102,FIELD-003,Transportation,13292.3
2023-11-02,FIELD-003,Utilities,6096.9
2023-11-02,FIELD-004,Energy,3084.7
2023-11-02,FIELD-004,Labor,16953.55
20231102,FIELD-004,Maintenance,0.0
2023-11-02,FIELD-004,Other,4105.41
20231102,FIELD-004,Production,30259.03
2023-11-02,FIELD-004,Transportation,10866.44
2023-11-02,FIELD-004,Utilities,6734.39
2023-11-03,FIELD-001,Energy,3122.53
2023-11-03,FIELD-001,Labor,23310.08
2023-11-03,FIELD-001,Maintenance,0.0
2023-11-03,FIELD-001,other,4607.32
2023-11-03,FIELD-001,Production,41788.61
03-Nov-2023,FIELD-001,Transportation,13252.66
2023/11/03,FIELD-001,Utilities,5379.78
2023-11-03,FIELD-002,Energy,3066.12
2023-11-03,FIELD-002,Labor,21025.87
2023-11-03,FIELD-002,Maintenance,0.0
2023-11-03,FIELD-002,Other,7251.69
03-Nov-2023,FIELD-002,Production,38721.12
20231103,FIELD-002,Transportation,14841.87
03-Nov-2023,FIELD-002,Utilities,5681.74
2023-11-03,FIELD-003,Energy,3098.02
2023-11-03,FIELD-003,Labor,18992.24
2023-11-03,FIELD-003,Maintenance,0.0
03-Nov-2023,FIELD-003,Other,2550.42
2023-11-03,FIELD-003,Production,35308.72
2023-11-03,FIELD-003,Transportation,12214.3
2023-11-03,FIELD-003,Utilities,5836.19
2023-11-03,FIELD-004,Energy,3096.9
2023-11-03,FIELD-004,Labor,16661.14
03-Nov-2023,FIELD-004,Maintenance,0.0
2023-11-03,FIELD-004,Other,4389.45
2023-11-03,FIELD-004,Production,31223.26
2023-11-03,FIELD-004,Transportation,11928.9
2023-11-03,FIELD-004,Utilities,6475.63
2023-11-04,FIELD-001,Energy,3044.0
2023-11-04,FIELD-001,Labor,24840.22
2023-11-04,FIELD-001,Maintenance,7099.9
2023-11-04,FIELD-001,Other,4801.9
2023-11-04,FIELD-001,Production,40487.12
2023-11-04,FIELD-001,Transportation,13596.08
2023-11-04,FIELD-001,Utilities,5940.69
2023/11/04,FIELD-002,Energy,3101.86
2023-11-04,FIELD-002,Labor,21041.66
2023-11-04,FIELD-002,Maintenance,0.0
2023-11-04,FIELD-002,Other,5144.36
2023-11-04,FIELD-002,Production,39627.3
2023-11-04,FIELD-002,Transportation,15099.69
2023-11-04,FIELD-002,Utilities,6497.21
2023-11-04,FIELD-003,Energy,3031.85
2023-11-04,FIELD-003,Labor,20888.02
04-Nov-2023,FIELD-003,Maintenance,5615.92
2023-11-04,FIELD-003,Other,3043.71
2023-11-04,FIELD-003,Production,33574.07
2023/11/04,FIELD-003,Transportation,10938.23
04-Nov-2023,FIELD-003,Utilities,5452.95
2023-11-04,FIELD-004,Energy,3115.94
2023-11-04,FIELD-004,Labor,17079.92
2023-11-04,FIELD-004,Maintenance,0.0
2023-11-04,FIELD-004,Other,5244.05
2023-11-04,FIELD-004,Production,30828.83
2023-11-04,FIELD-004,Transportation,10984.39
2023-11-04,FIELD-004,Utilities,5364.27
2023-11-05,FIELD-001,Energy,3027.94
2023-11-05,FIELD-001,Labor,24615.66
2023-11-05,FIELD-001,Maintenance,2141.39
2023-11-05,FIELD-001,Other,12783.65
2023-11-05,FIELD-001,Production,38729.52
2023-11-05,FIELD-001,Transportation,13153.36
2023-11-05,FIELD-001,Utilities,5987.8
2023-11-05,FIELD-002,Energy,3069.63
2023-11-05,FIELD-002,Labor,20906.7
2023-11-05,FIELD-002,Maintenance,0.0
2023-11-05,FIELD-002,Other,5759.85
2023-11-05,FIELD-002,Production,38790.06
2023-11-05,FIELD-002,Transportation,14115.27
2023-11-05,FIELD-002,Utilities,5443.11
2023-11-05,FIELD-003,Energy,3162.17
2023-11-05,FIELD-003,Labor,18645.45
2023-11-05,FIELD-003,Maintenance,0.0
05-Nov-2023,FIELD-003,Other,7234.68
2023-11-05,FIELD-003,Production,36182.35
05-Nov-2023,FIELD-003,Transportation,13009.75
2023/11/05,FIELD-003,Utilities,5211.14
2023-11-05,FIELD-004,Energy,3198.9
2023-11-05,FIELD-004,Labor,16197.57
2023-11-05,FIELD-004,Maintenance,0.0
2023-11-05,FIELD-004,Other,1883.14
2023-11-05,FIELD-004,Production,30219.35
2023-11-05,FIELD-004,Transportation,11937.45
2023-11-05,FIELD-004,Utilities,5783.37
2023/11/06,FIELD-001,Energy,3099.6
2023-11-06,FIELD-001,LABOR,25103.39
2023-11-06,FIELD-001,Maintenance,0.0
2023-11-06,FIELD-001,Other,5315.92
2023-11-06,FIELD-001,Production,41238.96
2023-11-06,FIELD-001,Transportation,13836.16
2023-11-06,FIELD-001,Utilities,6356.84
2023-11-06,FIELD-002,Energy,3203.99
2023-11-06,FIELD-002,Labor,20230.36
2023-11-06,FIELD-002,Maintenance,0.0
2023-11-06,FIELD-002,Other,2709.88
2023-11-06,FIELD-002,Production,40099.98
2023-11-06,FIELD-002,transport,14918.22
2023-11-06,FIELD-002,Utilities,6961.02
2023-11-06,FIELD-003,Energy,3089.81
2023-11-06,FIELD-003,LABOR,18702.44
2023-11-06,FIELD-003,Maintenance,0.0
2023-11-06,FIELD-003,Other,4761.98
2023-11-06,FIELD-003,Production,35963.55
2023-11-06,FIELD-003,Transportation,13649.56
2023-11-06,FIELD-003,Utilities,6140.65
06-Nov-2023,FIELD-004,Energy,3034.21
2023-11-06,FIELD-004,Labor,16046.48
2023-11-06,FIELD-004,Maintenance,0.0
2023-11-06,FIELD-004,Other,8066.81
2023-11-06,FIELD-004,Production,29911.63
2023-11-06,FIELD-004,Transportation,11509.89
2023-11-06,FIELD-004,Utilities,6209.55
2023-11-07,FIELD-001,Energy,3130.22
2023-11-07,FIELD-001,Labor,24274.39
2023-11-07,FIELD-001,Maintenance,3162.63
2023-11-07,FIELD-001,Other,4126.88
2023-11-07,FIELD-001,Production,38520.02
07-Nov-2023,FIELD-001,Transportation,12615.55
2023-11-07,FIELD-001,Utilities,6123.35
2023/11/07,FIELD-002,Energy,3073.71
2023-11-07,FIELD-002,Labor,23084.23
20231107,FIELD-002,Maintenance,18722.67
2023-11-07,FIELD-002,Other,2417.5
2023-11-07,FIELD-002,Production,29677.83
2023-11-07,FIELD-002,Transportation,7283.07
2023-11-07,FIELD-002,Utilities,5129.96
2023-11-07,FIELD-003,Energy,3145.6
20231107,FIELD-003,Labor,18124.09
2023-11-07,FIELD-003,Maintenance,0.0
2023-11-07,FIELD-003,Other,3250.28
2023-11-07,FIELD-003,Production,36376.64
2023-11-07,FIELD-003,Transportation,13621.25
2023-11-07,FIELD-003,Utilities,5220.93
2023-11-07,FIELD-004,Energy,3108.75
2023-11-07,FIELD-004,Labor,15834.28
2023-11-07,FIELD-004,Maintenance,0.0
07-Nov-2023,FIELD-004,Other,4799.54
2023-11-07,FIELD-004,Production,31057.1
2023-11-07,FIELD-004,Transportation,10971.53
2023-11-07,FIELD-004,Utilities,6918.93
2023-11-08,FIELD-001,Energy,3094.4
2023-11-08,FIELD-001,Labor,24665.38
2023-11-08,FIELD-001,Maintenance,0.0
2023-11-08,FIELD-001,Other,3683.1
2023-11-08,FIELD-001,Production,41947.85
2023-11-08,FIELD-001,Transportation,15386.69
2023-11-08,FIELD-001,Utilities,5776.21
2023-11-08,FIELD-002,Energy,3157.9
2023-11-08,FIELD-002,Labor,22178.39
2023-11-08,FIELD-002,Maintenance,0.0
2023-11-08,FIELD-002,Other,2340.99
2023-11-08,FIELD-002,Production,39600.58
2023-11-08,FIELD-002,Transportation,12219.3
2023-11-08,FIELD-002,Utilities,6056.18
2023-11-08,FIELD-003,Energy,2074.9
2023-11-08,FIELD-003,Labor,20362.69
2023-11-08,FIELD-003,Maintenance,45127.85
2023-11-08,FIELD-003,Other,2862.34
2023-11-08,FIELD-003,Production,22909.46
08-Nov-2023,FIELD-003,Transportation,5436.45
2023/11/08,FIELD-003,Utilities,5236.5
2023-11-08,FIELD-004,Energy,2048.0
2023-11-08,FIELD-004,Labor,17017.48
2023-11-08,FIELD-004,Maintenance,19789.5
2023-11-08,FIELD-004,Other,5486.5
2023-11-08,FIELD-004,Production,19697.46
08-Nov-2023,FIELD-004,Transportation,4057.78
2023-11-08,FIELD-004,Utilities,5264.99
2023-11-09,FIELD-001,Energy,3103.21
2023-11-09,FIELD-001,Labor,23794.55
2023-11-09,FIELD-001,maint,0.0
2023-11-09,FIELD-001,Other,4917.18
2023/11/09,FIELD-001,Production,41337.87
2023-11-09,FIELD-001,Transportation,13873.28
2023-11-09,FIELD-001,Utilities,5286.76
09-Nov-2023,FIELD-002,Energy,2031.1
20231109,FIELD-002,Labor,22424.59
2023-11-09,FIELD-002,Maintenance,72728.15
2023-11-09,FIELD-002,Other,2977.69
2023-11-09,FIELD-002,Production,17003.79
2023-11-09,FIELD-002,transport,653.84
2023-11-09,FIELD-002,Utilities,6425.23
2023-11-09,FIELD-003,Energy,2084.99
2023-11-09,FIELD-003,Labor,20183.74
09-Nov-2023,FIELD-003,Maintenance,0.0
2023-11-09,FIELD-003,Other,6319.75
2023-11-09,FIELD-003,Production,22077.39
2023-11-09,FIELD-003,transport,5023.37
2023-11-09,FIELD-003,Utilities,6550.6
20231109,FIELD-004,Energy,2701.63
2023-11-09,FIELD-004,Labor,16567.51
2023-11-09,FIELD-004,Maintenance,0.0
2023-11-09,FIELD-004,Other,6062.62
2023-11-09,FIELD-004,Production,25569.12
2023-11-09,FIELD-004,Transportation,7324.56
2023-11-09,FIELD-004,utilities ,7065.04
2023-11-10,FIELD-001,Energy,2897.48
2023-11-10,FIELD-001,Labor,26190.71
2023-11-10,FIELD-001,Maintenance,6554.88
2023-11-10,FIELD-001,Other,3465.65
2023-11-10,FIELD-001,Production,38066.83
2023-11-10,FIELD-001,Transportation,12320.14
2023-11-10,FIELD-001,Utilities,5488.97
20231110,FIELD-002,Energy,2055.66
2023/11/10,FIELD-002,Labor,21239.71
2023-11-10,FIELD-002,Maintenance,0.0
2023-11-10,FIELD-002,Other,10067.5
2023-11-10,FIELD-002,Production,24997.66
2023-11-10,FIELD-002,Transportation,5207.31
2023-11-10,FIELD-002,Utilities,5960.6
2023-11-10,FIELD-003,Energy,2081.16
2023-11-10,FIELD-003,Labor,18450.38
2023-11-10,FIELD-003,Maintenance,0.0
2023-11-10,FIELD-003,Other,2728.04
2023-11-10,FIELD-003,Production,22112.46
2023-11-10,FIELD-003,Transportation,5353.7
2023-11-10,FIELD-003,Utilities,5831.53
2023-11-10,FIELD-004,Energy,3096.57
2023-11-10,FIELD-004,Labor,16206.29
10-Nov-2023,FIELD-004,Maintenance,0.0
2023-11-10,FIELD-004,Other,7971.56
2023-11-10,FIELD-004,Production,30560.75
2023-11-10,FIELD-004,Transportation,11569.82
2023-11-10,FIELD-004,Utilities,6086.6
2023-11-11,FIELD-001,Energy,3094.22
2023-11-11,FIELD-001,Labor,23967.19
11-Nov-2023,FIELD-001,Maintenance,0.0
2023-11-11,FIELD-001,Other,7405.79
2023-11-11,FIELD-001,Production,42062.94
2023-11-11,FIELD-001,Transportation,13690.77
2023-11-11,FIELD-001,Utilities,5867.28
2023-11-11,FIELD-002,Energy,2038.7
2023-11-11,FIELD-002,Labor,21765.52
2023-11-11,FIELD-002,Maintenance,0.0
2023-11-11,FIELD-002,Other,2962.03
2023-11-11,FIELD-002,Production,25153.47
2023-11-11,FIELD-002,Transportation,5117.53
2023-11-11,FIELD-002,Utilities,5793.14
2023-11-11,FIELD-003,Energy,2821.99
2023-11-11,FIELD-003,Labor,20022.81
